#    L    TT             EE             BB             TE          
    91   0.237278E+04   0.605328E+00   0.204905E-02  -0.169239E+02
    92   0.240177E+04   0.619977E+00   0.209475E-02  -0.175356E+02
    93   0.243103E+04   0.634600E+00   0.214099E-02  -0.181519E+02
    94   0.246034E+04   0.649161E+00   0.218779E-02  -0.187715E+02
    95   0.248993E+04   0.663659E+00   0.223515E-02  -0.193950E+02
    96   0.251950E+04   0.678081E+00   0.228306E-02  -0.200218E+02
    97   0.254950E+04   0.692413E+00   0.233154E-02  -0.206511E+02
    98   0.257970E+04   0.706649E+00   0.238058E-02  -0.212808E+02
    99   0.260996E+04   0.720751E+00   0.243019E-02  -0.219139E+02
   100   0.264050E+04   0.734720E+00   0.248037E-02  -0.225459E+02
   101   0.267118E+04   0.748618E+00   0.253112E-02  -0.231798E+02
   102   0.270237E+04   0.762295E+00   0.258245E-02  -0.238135E+02
   103   0.273347E+04   0.775827E+00   0.263436E-02  -0.244478E+02
   104   0.276479E+04   0.789215E+00   0.268684E-02  -0.250796E+02
   105   0.279625E+04   0.802386E+00   0.273992E-02  -0.257105E+02
   106   0.282793E+04   0.815413E+00   0.279358E-02  -0.263399E+02
   107   0.285953E+04   0.828150E+00   0.284783E-02  -0.269662E+02
   108   0.289150E+04   0.840672E+00   0.290267E-02  -0.275902E+02
   109   0.292362E+04   0.852905E+00   0.295811E-02  -0.282105E+02
   110   0.295581E+04   0.864850E+00   0.301415E-02  -0.288256E+02
   111   0.298816E+04   0.876582E+00   0.307079E-02  -0.294371E+02
   112   0.302065E+04   0.888026E+00   0.312803E-02  -0.300441E+02
   113   0.305337E+04   0.899185E+00   0.318588E-02  -0.306452E+02
   114   0.308616E+04   0.909982E+00   0.324435E-02  -0.312397E+02
   115   0.311917E+04   0.920569E+00   0.330343E-02  -0.318274E+02
   116   0.315218E+04   0.930721E+00   0.336312E-02  -0.324077E+02
   117   0.318548E+04   0.940514E+00   0.342345E-02  -0.329798E+02
   118   0.321893E+04   0.950097E+00   0.348439E-02  -0.335444E+02
   119   0.325236E+04   0.959321E+00   0.354597E-02  -0.340993E+02
   120   0.328594E+04   0.968039E+00   0.360818E-02  -0.346444E+02
   121   0.331951E+04   0.976547E+00   0.367103E-02  -0.351797E+02
   122   0.335314E+04   0.984550E+00   0.373453E-02  -0.357045E+02
   123   0.338683E+04   0.992122E+00   0.379867E-02  -0.362188E+02
   124   0.342059E+04   0.999337E+00   0.386347E-02  -0.367195E+02
   125   0.345433E+04   0.100612E+01   0.392893E-02  -0.372089E+02
   126   0.348813E+04   0.101255E+01   0.399505E-02  -0.376862E+02
   127   0.352191E+04   0.101848E+01   0.406185E-02  -0.381507E+02
   128   0.355568E+04   0.102405E+01   0.412931E-02  -0.386016E+02
   129   0.358949E+04   0.102911E+01   0.419747E-02  -0.390381E+02
   130   0.362329E+04   0.103368E+01   0.426631E-02  -0.394595E+02
   131   0.365707E+04   0.103789E+01   0.433584E-02  -0.398673E+02
