#    L    TT             EE             BB             TE             PP             TP             EP          
    22   0.904803E+03   0.733638E-02   0.000000E+00   0.145706E+01   0.128553E-06   0.170334E-02  -0.162425E-05
    23   0.918091E+03   0.822817E-02   0.000000E+00   0.149229E+01   0.129431E-06   0.165068E-02  -0.982665E-06
    24   0.931829E+03   0.936653E-02   0.000000E+00   0.152843E+01   0.130186E-06   0.160095E-02  -0.438969E-06
    25   0.945956E+03   0.107607E-01   0.000000E+00   0.156729E+01   0.130830E-06   0.155398E-02  -0.116199E-06
    26   0.960282E+03   0.123793E-01   0.000000E+00   0.161144E+01   0.131373E-06   0.150947E-02  -0.759412E-07
    27   0.975041E+03   0.141782E-01   0.000000E+00   0.165794E+01   0.131825E-06   0.146706E-02  -0.203702E-06
    28   0.990084E+03   0.161445E-01   0.000000E+00   0.170400E+01   0.132192E-06   0.142649E-02  -0.367316E-06
    29   0.100547E+04   0.182876E-01   0.000000E+00   0.174768E+01   0.132474E-06   0.138789E-02  -0.535766E-06
    30   0.102110E+04   0.206242E-01   0.000000E+00   0.178585E+01   0.132673E-06   0.135138E-02  -0.708655E-06
    31   0.103685E+04   0.231394E-01   0.000000E+00   0.181618E+01   0.132799E-06   0.131667E-02  -0.907215E-06
    32   0.105297E+04   0.258072E-01   0.000000E+00   0.183638E+01   0.132864E-06   0.128336E-02  -0.113668E-05
    33   0.106947E+04   0.286383E-01   0.000000E+00   0.184376E+01   0.132871E-06   0.125105E-02  -0.131731E-05
    34   0.108616E+04   0.316623E-01   0.000000E+00   0.183752E+01   0.132824E-06   0.121944E-02  -0.136377E-05
    35   0.110302E+04   0.349009E-01   0.000000E+00   0.182196E+01   0.132725E-06   0.118865E-02  -0.125188E-05
    36   0.111996E+04   0.383750E-01   0.000000E+00   0.179995E+01   0.132579E-06   0.115893E-02  -0.998737E-06
    37   0.113702E+04   0.420772E-01   0.000000E+00   0.176763E+01   0.132390E-06   0.113071E-02  -0.725448E-06
    38   0.115451E+04   0.460039E-01   0.000000E+00   0.172274E+01   0.132160E-06   0.110431E-02  -0.546121E-06
    39   0.117239E+04   0.501667E-01   0.000000E+00   0.166736E+01   0.131892E-06   0.107940E-02  -0.444769E-06
    40   0.119039E+04   0.545861E-01   0.000000E+00   0.160446E+01   0.131587E-06   0.105546E-02  -0.373119E-06
    41   0.120861E+04   0.592833E-01   0.000000E+00   0.153585E+01   0.131249E-06   0.103211E-02  -0.293678E-06
    42   0.122681E+04   0.642592E-01   0.000000E+00   0.145963E+01   0.130878E-06   0.100932E-02  -0.211389E-06
    43   0.124515E+04   0.695101E-01   0.000000E+00   0.137298E+01   0.130478E-06   0.987163E-03  -0.141749E-06
    44   0.126347E+04   0.750172E-01   0.000000E+00   0.127397E+01   0.130050E-06   0.965718E-03  -0.100207E-06
    45   0.128217E+04   0.807720E-01   0.000000E+00   0.116074E+01   0.129598E-06   0.945062E-03  -0.102167E-06
    46   0.130117E+04   0.867711E-01   0.000000E+00   0.103019E+01   0.129122E-06   0.925235E-03  -0.157309E-06
    47   0.132032E+04   0.930170E-01   0.000000E+00   0.884091E+00   0.128626E-06   0.906132E-03  -0.252562E-06
    48   0.133956E+04   0.995211E-01   0.000000E+00   0.728103E+00   0.128110E-06   0.887610E-03  -0.369215E-06
    49   0.135896E+04   0.106272E+00   0.000000E+00   0.567289E+00   0.127577E-06   0.869528E-03  -0.488612E-06
    50   0.137876E+04   0.113252E+00   0.000000E+00   0.399926E+00   0.127027E-06   0.851745E-03  -0.592142E-06
    51   0.139872E+04   0.120436E+00   0.000000E+00   0.222469E+00   0.126462E-06   0.834171E-03  -0.665166E-06
    52   0.141908E+04   0.127907E+00   0.000000E+00   0.296996E-01   0.125883E-06   0.816917E-03  -0.708779E-06
    53   0.143944E+04   0.135808E+00   0.000000E+00  -0.182166E+00   0.125292E-06   0.800143E-03  -0.727990E-06
    54   0.145972E+04   0.144127E+00   0.000000E+00  -0.408946E+00   0.124688E-06   0.784010E-03  -0.727797E-06
    55   0.148013E+04   0.152836E+00   0.000000E+00  -0.646341E+00   0.124074E-06   0.768679E-03  -0.713183E-06
    56   0.150090E+04   0.161789E+00   0.000000E+00  -0.896141E+00   0.123450E-06   0.754256E-03  -0.688666E-06
    57   0.152195E+04   0.170879E+00   0.000000E+00  -0.115818E+01   0.122816E-06   0.740639E-03  -0.656931E-06
    58   0.154330E+04   0.180118E+00   0.000000E+00  -0.143304E+01   0.122174E-06   0.727673E-03  -0.620204E-06
    59   0.156482E+04   0.189548E+00   0.000000E+00  -0.172131E+01   0.121523E-06   0.715203E-03  -0.580706E-06
    60   0.158651E+04   0.199225E+00   0.000000E+00  -0.202217E+01   0.120864E-06   0.703076E-03  -0.540654E-06
    61   0.160869E+04   0.209245E+00   0.000000E+00  -0.233467E+01   0.120199E-06   0.691159E-03  -0.502159E-06
    62   0.163075E+04   0.219594E+00   0.000000E+00  -0.265978E+01   0.119527E-06   0.679404E-03  -0.466929E-06
    63   0.165291E+04   0.230228E+00   0.000000E+00  -0.299857E+01   0.118849E-06   0.667784E-03  -0.436566E-06
    64   0.167547E+04   0.241158E+00   0.000000E+00  -0.335236E+01   0.118168E-06   0.656273E-03  -0.412671E-06
    65   0.169804E+04   0.252355E+00   0.000000E+00  -0.372183E+01   0.117482E-06   0.644845E-03  -0.396843E-06
    66   0.172092E+04   0.263752E+00   0.000000E+00  -0.410519E+01   0.116795E-06   0.633494E-03  -0.390679E-06
    67   0.174394E+04   0.275349E+00   0.000000E+00  -0.449959E+01   0.116105E-06   0.622301E-03  -0.395767E-06
    68   0.176739E+04   0.287187E+00   0.000000E+00  -0.490324E+01   0.115414E-06   0.611368E-03  -0.413697E-06
    69   0.179103E+04   0.299228E+00   0.000000E+00  -0.531428E+01   0.114721E-06   0.600796E-03  -0.446054E-06
    70   0.181498E+04   0.311511E+00   0.000000E+00  -0.573425E+01   0.114028E-06   0.590688E-03  -0.494423E-06
    71   0.183910E+04   0.324028E+00   0.000000E+00  -0.616548E+01   0.113334E-06   0.581114E-03  -0.558212E-06
    72   0.186342E+04   0.336750E+00   0.000000E+00  -0.660938E+01   0.112640E-06   0.572026E-03  -0.628135E-06
    73   0.188789E+04   0.349645E+00   0.000000E+00  -0.706665E+01   0.111946E-06   0.563346E-03  -0.692740E-06
    74   0.191257E+04   0.362700E+00   0.000000E+00  -0.753649E+01   0.111251E-06   0.554996E-03  -0.740590E-06
    75   0.193755E+04   0.375927E+00   0.000000E+00  -0.801753E+01   0.110556E-06   0.546896E-03  -0.760260E-06
    76   0.196279E+04   0.389326E+00   0.000000E+00  -0.850920E+01   0.109861E-06   0.538978E-03  -0.744323E-06
    77   0.198835E+04   0.402889E+00   0.000000E+00  -0.901133E+01   0.109166E-06   0.531198E-03  -0.701308E-06
    78   0.201425E+04   0.416641E+00   0.000000E+00  -0.952529E+01   0.108471E-06   0.523523E-03  -0.643721E-06
    79   0.204031E+04   0.430528E+00   0.000000E+00  -0.100473E+02   0.107778E-06   0.515920E-03  -0.584054E-06
    80   0.206665E+04   0.444553E+00   0.000000E+00  -0.105787E+02   0.107085E-06   0.508353E-03  -0.534787E-06
    81   0.209316E+04   0.458667E+00   0.000000E+00  -0.111200E+02   0.106395E-06   0.500803E-03  -0.505993E-06
    82   0.211992E+04   0.472890E+00   0.000000E+00  -0.116701E+02   0.105706E-06   0.493303E-03  -0.498144E-06
    83   0.214687E+04   0.487197E+00   0.000000E+00  -0.122287E+02   0.105019E-06   0.485901E-03  -0.509318E-06
    84   0.217410E+04   0.501586E+00   0.000000E+00  -0.127938E+02   0.104335E-06   0.478643E-03  -0.537594E-06
    85   0.220146E+04   0.516032E+00   0.000000E+00  -0.133663E+02   0.103653E-06   0.471577E-03  -0.581054E-06
    86   0.222904E+04   0.530546E+00   0.000000E+00  -0.139454E+02   0.102974E-06   0.464738E-03  -0.637216E-06
    87   0.225707E+04   0.545099E+00   0.000000E+00  -0.145301E+02   0.102299E-06   0.458119E-03  -0.701336E-06
    88   0.228509E+04   0.559706E+00   0.000000E+00  -0.151206E+02   0.101626E-06   0.451702E-03  -0.768109E-06
    89   0.231347E+04   0.574351E+00   0.000000E+00  -0.157185E+02   0.100957E-06   0.445467E-03  -0.832235E-06
    90   0.234204E+04   0.588999E+00   0.000000E+00  -0.163210E+02   0.100291E-06   0.439397E-03  -0.888416E-06
    91   0.237074E+04   0.603640E+00   0.000000E+00  -0.169288E+02   0.996281E-07   0.433475E-03  -0.932405E-06
    92   0.239971E+04   0.618263E+00   0.000000E+00  -0.175412E+02   0.989691E-07   0.427695E-03  -0.964138E-06
    93   0.242896E+04   0.632858E+00   0.000000E+00  -0.181583E+02   0.983136E-07   0.422052E-03  -0.984597E-06
    94   0.245825E+04   0.647391E+00   0.000000E+00  -0.187787E+02   0.976618E-07   0.416542E-03  -0.994760E-06
    95   0.248783E+04   0.661862E+00   0.000000E+00  -0.194031E+02   0.970136E-07   0.411159E-03  -0.995609E-06
    96   0.251738E+04   0.676257E+00   0.000000E+00  -0.200308E+02   0.963692E-07   0.405901E-03  -0.988120E-06
    97   0.254736E+04   0.690562E+00   0.000000E+00  -0.206611E+02   0.957285E-07   0.400762E-03  -0.973271E-06
    98   0.257755E+04   0.704769E+00   0.000000E+00  -0.212918E+02   0.950915E-07   0.395739E-03  -0.952040E-06
    99   0.260780E+04   0.718843E+00   0.000000E+00  -0.219259E+02   0.944585E-07   0.390826E-03  -0.925402E-06
   100   0.263833E+04   0.732785E+00   0.000000E+00  -0.225590E+02   0.938292E-07   0.386020E-03  -0.894333E-06
   101   0.266900E+04   0.746654E+00   0.000000E+00  -0.231941E+02   0.932040E-07   0.381315E-03  -0.859807E-06
   102   0.270018E+04   0.760303E+00   0.000000E+00  -0.238289E+02   0.925826E-07   0.376709E-03  -0.822799E-06
   103   0.273127E+04   0.773806E+00   0.000000E+00  -0.244644E+02   0.919653E-07   0.372196E-03  -0.784282E-06
   104   0.276259E+04   0.787165E+00   0.000000E+00  -0.250975E+02   0.913521E-07   0.367772E-03  -0.745228E-06
   105   0.279404E+04   0.800306E+00   0.000000E+00  -0.257298E+02   0.907430E-07   0.363433E-03  -0.706611E-06
   106   0.282572E+04   0.813304E+00   0.000000E+00  -0.263605E+02   0.901380E-07   0.359174E-03  -0.669402E-06
   107   0.285732E+04   0.826011E+00   0.000000E+00  -0.269882E+02   0.895373E-07   0.354992E-03  -0.634573E-06
   108   0.288929E+04   0.838502E+00   0.000000E+00  -0.276137E+02   0.889408E-07   0.350881E-03  -0.603094E-06
   109   0.292141E+04   0.850704E+00   0.000000E+00  -0.282355E+02   0.883487E-07   0.346838E-03  -0.575937E-06
   110   0.295361E+04   0.862617E+00   0.000000E+00  -0.288521E+02   0.877610E-07   0.342859E-03  -0.554070E-06
   111   0.298595E+04   0.874316E+00   0.000000E+00  -0.294652E+02   0.871776E-07   0.338939E-03  -0.538225E-06
   112   0.301846E+04   0.885727E+00   0.000000E+00  -0.300739E+02   0.865987E-07   0.335077E-03  -0.528178E-06
   113   0.305118E+04   0.896852E+00   0.000000E+00  -0.306767E+02   0.860242E-07   0.331273E-03  -0.523465E-06
   114   0.308398E+04   0.907615E+00   0.000000E+00  -0.312729E+02   0.854541E-07   0.327526E-03  -0.523623E-06
   115   0.311700E+04   0.918166E+00   0.000000E+00  -0.318625E+02   0.848883E-07   0.323835E-03  -0.528191E-06
   116   0.315002E+04   0.928281E+00   0.000000E+00  -0.324446E+02   0.843270E-07   0.320200E-03  -0.536706E-06
   117   0.318334E+04   0.938037E+00   0.000000E+00  -0.330186E+02   0.837700E-07   0.316620E-03  -0.548707E-06
   118   0.321680E+04   0.947581E+00   0.000000E+00  -0.335851E+02   0.832173E-07   0.313093E-03  -0.563731E-06
   119   0.325025E+04   0.956766E+00   0.000000E+00  -0.341420E+02   0.826690E-07   0.309621E-03  -0.581317E-06
   120   0.328385E+04   0.965442E+00   0.000000E+00  -0.346891E+02   0.821250E-07   0.306201E-03  -0.601004E-06
   121   0.331743E+04   0.973909E+00   0.000000E+00  -0.352265E+02   0.815853E-07   0.302833E-03  -0.622331E-06
   122   0.335109E+04   0.981868E+00   0.000000E+00  -0.357534E+02   0.810500E-07   0.299516E-03  -0.644837E-06
   123   0.338480E+04   0.989394E+00   0.000000E+00  -0.362699E+02   0.805190E-07   0.296250E-03  -0.668062E-06
   124   0.341858E+04   0.996562E+00   0.000000E+00  -0.367728E+02   0.799923E-07   0.293035E-03  -0.691544E-06
   125   0.345235E+04   0.100330E+01   0.000000E+00  -0.372645E+02   0.794698E-07   0.289868E-03  -0.714825E-06
   126   0.348618E+04   0.100968E+01   0.000000E+00  -0.377441E+02   0.789517E-07   0.286751E-03  -0.737443E-06
   127   0.351999E+04   0.101555E+01   0.000000E+00  -0.382109E+02   0.784378E-07   0.283681E-03  -0.758940E-06
   128   0.355379E+04   0.102107E+01   0.000000E+00  -0.386641E+02   0.779283E-07   0.280659E-03  -0.778854E-06
   129   0.358764E+04   0.102608E+01   0.000000E+00  -0.391031E+02   0.774229E-07   0.277684E-03  -0.796727E-06
   130   0.362147E+04   0.103059E+01   0.000000E+00  -0.395269E+02   0.769219E-07   0.274754E-03  -0.812100E-06
   131   0.365529E+04   0.103474E+01   0.000000E+00  -0.399372E+02   0.764251E-07   0.271870E-03  -0.824620E-06
   132   0.368916E+04   0.103839E+01   0.000000E+00  -0.403309E+02   0.759325E-07   0.269031E-03  -0.834370E-06
   133   0.372294E+04   0.104160E+01   0.000000E+00  -0.407103E+02   0.754441E-07   0.266235E-03  -0.841539E-06
   134   0.375670E+04   0.104439E+01   0.000000E+00  -0.410710E+02   0.749599E-07   0.263482E-03  -0.846317E-06
   135   0.379045E+04   0.104668E+01   0.000000E+00  -0.414161E+02   0.744798E-07   0.260772E-03  -0.848892E-06
   136   0.382403E+04   0.104846E+01   0.000000E+00  -0.417417E+02   0.740038E-07   0.258103E-03  -0.849454E-06
   137   0.385760E+04   0.104982E+01   0.000000E+00  -0.420503E+02   0.735319E-07   0.255474E-03  -0.848192E-06
   138   0.389109E+04   0.105067E+01   0.000000E+00  -0.423403E+02   0.730640E-07   0.252886E-03  -0.845295E-06
   139   0.392434E+04   0.105117E+01   0.000000E+00  -0.426111E+02   0.726001E-07   0.250337E-03  -0.840953E-06
   140   0.395766E+04   0.105109E+01   0.000000E+00  -0.428634E+02   0.721401E-07   0.247826E-03  -0.835353E-06
   141   0.399075E+04   0.105052E+01   0.000000E+00  -0.430950E+02   0.716841E-07   0.245352E-03  -0.828686E-06
   142   0.402384E+04   0.104951E+01   0.000000E+00  -0.433067E+02   0.712320E-07   0.242916E-03  -0.821139E-06
   143   0.405684E+04   0.104809E+01   0.000000E+00  -0.434986E+02   0.707838E-07   0.240515E-03  -0.812902E-06
   144   0.408962E+04   0.104616E+01   0.000000E+00  -0.436699E+02   0.703395E-07   0.238150E-03  -0.804164E-06
   145   0.412225E+04   0.104388E+01   0.000000E+00  -0.438200E+02   0.698989E-07   0.235820E-03  -0.795112E-06
   146   0.415495E+04   0.104102E+01   0.000000E+00  -0.439489E+02   0.694621E-07   0.233523E-03  -0.785936E-06
   147   0.418728E+04   0.103782E+01   0.000000E+00  -0.440551E+02   0.690291E-07   0.231259E-03  -0.776824E-06
   148   0.421946E+04   0.103411E+01   0.000000E+00  -0.441401E+02   0.685999E-07   0.229027E-03  -0.767965E-06
   149   0.425157E+04   0.102999E+01   0.000000E+00  -0.442026E+02   0.681743E-07   0.226827E-03  -0.759546E-06
   150   0.428338E+04   0.102551E+01   0.000000E+00  -0.442402E+02   0.677523E-07   0.224657E-03  -0.751757E-06
   151   0.431505E+04   0.102061E+01   0.000000E+00  -0.442561E+02   0.673341E-07   0.222517E-03  -0.744744E-06
   152   0.434643E+04   0.101521E+01   0.000000E+00  -0.442487E+02   0.669194E-07   0.220407E-03  -0.738484E-06
   153   0.437767E+04   0.100946E+01   0.000000E+00  -0.442159E+02   0.665083E-07   0.218326E-03  -0.732913E-06
   154   0.440868E+04   0.100336E+01   0.000000E+00  -0.441597E+02   0.661007E-07   0.216273E-03  -0.727966E-06
   155   0.443947E+04   0.996911E+00   0.000000E+00  -0.440795E+02   0.656967E-07   0.214247E-03  -0.723580E-06
   156   0.446990E+04   0.990111E+00   0.000000E+00  -0.439753E+02   0.652962E-07   0.212249E-03  -0.719690E-06
   157   0.450025E+04   0.982959E+00   0.000000E+00  -0.438456E+02   0.648992E-07   0.210278E-03  -0.716231E-06
   158   0.453030E+04   0.975531E+00   0.000000E+00  -0.436910E+02   0.645056E-07   0.208333E-03  -0.713139E-06
   159   0.456005E+04   0.967676E+00   0.000000E+00  -0.435117E+02   0.641155E-07   0.206413E-03  -0.710351E-06
   160   0.458958E+04   0.959543E+00   0.000000E+00  -0.433061E+02   0.637287E-07   0.204519E-03  -0.707801E-06
   161   0.461888E+04   0.951207E+00   0.000000E+00  -0.430757E+02   0.633453E-07   0.202649E-03  -0.705426E-06
   162   0.464788E+04   0.942518E+00   0.000000E+00  -0.428205E+02   0.629653E-07   0.200803E-03  -0.703161E-06
   163   0.467673E+04   0.933550E+00   0.000000E+00  -0.425390E+02   0.625886E-07   0.198981E-03  -0.700942E-06
   164   0.470513E+04   0.924377E+00   0.000000E+00  -0.422327E+02   0.622151E-07   0.197182E-03  -0.698705E-06
   165   0.473337E+04   0.914925E+00   0.000000E+00  -0.418993E+02   0.618450E-07   0.195405E-03  -0.696386E-06
   166   0.476131E+04   0.905342E+00   0.000000E+00  -0.415403E+02   0.614780E-07   0.193651E-03  -0.693920E-06
   167   0.478902E+04   0.895404E+00   0.000000E+00  -0.411565E+02   0.611143E-07   0.191918E-03  -0.691244E-06
   168   0.481628E+04   0.885484E+00   0.000000E+00  -0.407457E+02   0.607538E-07   0.190205E-03  -0.688293E-06
   169   0.484323E+04   0.875282E+00   0.000000E+00  -0.403077E+02   0.603965E-07   0.188513E-03  -0.685003E-06
   170   0.486987E+04   0.865022E+00   0.000000E+00  -0.398442E+02   0.600423E-07   0.186841E-03  -0.681310E-06
   171   0.489606E+04   0.854704E+00   0.000000E+00  -0.393528E+02   0.596912E-07   0.185189E-03  -0.677150E-06
   172   0.492186E+04   0.844253E+00   0.000000E+00  -0.388351E+02   0.593432E-07   0.183555E-03  -0.672459E-06
   173   0.494721E+04   0.833669E+00   0.000000E+00  -0.382910E+02   0.589983E-07   0.181939E-03  -0.667172E-06
   174   0.497224E+04   0.823248E+00   0.000000E+00  -0.377206E+02   0.586564E-07   0.180341E-03  -0.661226E-06
   175   0.499689E+04   0.812693E+00   0.000000E+00  -0.371230E+02   0.583175E-07   0.178761E-03  -0.654557E-06
   176   0.502101E+04   0.802226E+00   0.000000E+00  -0.364984E+02   0.579816E-07   0.177197E-03  -0.647117E-06
   177   0.504474E+04   0.791773E+00   0.000000E+00  -0.358481E+02   0.576487E-07   0.175650E-03  -0.638924E-06
   178   0.506802E+04   0.781555E+00   0.000000E+00  -0.351707E+02   0.573187E-07   0.174118E-03  -0.630014E-06
   179   0.509083E+04   0.771275E+00   0.000000E+00  -0.344662E+02   0.569916E-07   0.172603E-03  -0.620423E-06
   180   0.511334E+04   0.761154E+00   0.000000E+00  -0.337360E+02   0.566673E-07   0.171104E-03  -0.610185E-06
   181   0.513532E+04   0.751193E+00   0.000000E+00  -0.329803E+02   0.563459E-07   0.169619E-03  -0.599335E-06
   182   0.515684E+04   0.741463E+00   0.000000E+00  -0.321975E+02   0.560273E-07   0.168150E-03  -0.587908E-06
   183   0.517784E+04   0.731891E+00   0.000000E+00  -0.313891E+02   0.557115E-07   0.166696E-03  -0.575940E-06
   184   0.519845E+04   0.722550E+00   0.000000E+00  -0.305543E+02   0.553985E-07   0.165256E-03  -0.563466E-06
   185   0.521862E+04   0.713587E+00   0.000000E+00  -0.296954E+02   0.550881E-07   0.163830E-03  -0.550520E-06
   186   0.523796E+04   0.704861E+00   0.000000E+00  -0.288094E+02   0.547805E-07   0.162418E-03  -0.537139E-06
   187   0.525715E+04   0.696511E+00   0.000000E+00  -0.278978E+02   0.544755E-07   0.161021E-03  -0.523356E-06
   188   0.527581E+04   0.688523E+00   0.000000E+00  -0.269622E+02   0.541731E-07   0.159636E-03  -0.509208E-06
   189   0.529388E+04   0.680933E+00   0.000000E+00  -0.260009E+02   0.538734E-07   0.158265E-03  -0.494728E-06
   190   0.531180E+04   0.673791E+00   0.000000E+00  -0.250163E+02   0.535762E-07   0.156906E-03  -0.479953E-06
   191   0.532882E+04   0.667120E+00   0.000000E+00  -0.240054E+02   0.532816E-07   0.155561E-03  -0.464918E-06
   192   0.534547E+04   0.660940E+00   0.000000E+00  -0.229704E+02   0.529894E-07   0.154227E-03  -0.449656E-06
   193   0.536153E+04   0.655297E+00   0.000000E+00  -0.219128E+02   0.526998E-07   0.152906E-03  -0.434204E-06
   194   0.537722E+04   0.650217E+00   0.000000E+00  -0.208303E+02   0.524126E-07   0.151597E-03  -0.418597E-06
   195   0.539232E+04   0.645739E+00   0.000000E+00  -0.197253E+02   0.521279E-07   0.150299E-03  -0.402869E-06
   196   0.540683E+04   0.641897E+00   0.000000E+00  -0.185969E+02   0.518455E-07   0.149012E-03  -0.387056E-06
   197   0.542089E+04   0.638737E+00   0.000000E+00  -0.174467E+02   0.515655E-07   0.147737E-03  -0.371192E-06
   198   0.543444E+04   0.636279E+00   0.000000E+00  -0.162739E+02   0.512878E-07   0.146472E-03  -0.355313E-06
   199   0.544748E+04   0.634560E+00   0.000000E+00  -0.150793E+02   0.510125E-07   0.145217E-03  -0.339453E-06
   200   0.546000E+04   0.633609E+00   0.000000E+00  -0.138635E+02   0.507394E-07   0.143973E-03  -0.323648E-06
   201   0.547194E+04   0.633484E+00   0.000000E+00  -0.126260E+02   0.504686E-07   0.142739E-03  -0.307927E-06
   202   0.548336E+04   0.634192E+00   0.000000E+00  -0.113681E+02   0.502000E-07   0.141515E-03  -0.292296E-06
   203   0.549420E+04   0.635791E+00   0.000000E+00  -0.100891E+02   0.499336E-07   0.140300E-03  -0.276753E-06
   204   0.550438E+04   0.638303E+00   0.000000E+00  -0.879192E+01   0.496695E-07   0.139096E-03  -0.261298E-06
   205   0.551404E+04   0.641772E+00   0.000000E+00  -0.747437E+01   0.494075E-07   0.137901E-03  -0.245931E-06
   206   0.552304E+04   0.646234E+00   0.000000E+00  -0.613769E+01   0.491476E-07   0.136715E-03  -0.230651E-06
   207   0.553153E+04   0.651709E+00   0.000000E+00  -0.478232E+01   0.488899E-07   0.135540E-03  -0.215459E-06
   208   0.553928E+04   0.658250E+00   0.000000E+00  -0.340875E+01   0.486343E-07   0.134374E-03  -0.200352E-06
   209   0.554645E+04   0.665877E+00   0.000000E+00  -0.201736E+01   0.483808E-07   0.133217E-03  -0.185332E-06
   210   0.555302E+04   0.674642E+00   0.000000E+00  -0.609028E+00   0.481293E-07   0.132070E-03  -0.170397E-06
   211   0.555901E+04   0.684574E+00   0.000000E+00   0.816204E+00   0.478799E-07   0.130933E-03  -0.155547E-06
   212   0.556426E+04   0.695701E+00   0.000000E+00   0.225741E+01   0.476326E-07   0.129805E-03  -0.140781E-06
   213   0.556900E+04   0.708066E+00   0.000000E+00   0.371464E+01   0.473873E-07   0.128686E-03  -0.126100E-06
   214   0.557308E+04   0.721663E+00   0.000000E+00   0.518670E+01   0.471440E-07   0.127577E-03  -0.111502E-06
   215   0.557656E+04   0.736682E+00   0.000000E+00   0.667286E+01   0.469027E-07   0.126477E-03  -0.969877E-07
   216   0.557939E+04   0.752938E+00   0.000000E+00   0.817365E+01   0.466633E-07   0.125386E-03  -0.825557E-07
   217   0.558169E+04   0.770585E+00   0.000000E+00   0.968708E+01   0.464259E-07   0.124305E-03  -0.682059E-07
   218   0.558334E+04   0.789622E+00   0.000000E+00   0.112134E+02   0.461904E-07   0.123232E-03  -0.539379E-07
   219   0.558439E+04   0.810049E+00   0.000000E+00   0.127535E+02   0.459568E-07   0.122169E-03  -0.397512E-07
   220   0.558486E+04   0.832014E+00   0.000000E+00   0.143031E+02   0.457250E-07   0.121115E-03  -0.256453E-07
   221   0.558473E+04   0.855440E+00   0.000000E+00   0.158642E+02   0.454952E-07   0.120070E-03  -0.116197E-07
   222   0.558402E+04   0.880476E+00   0.000000E+00   0.174356E+02   0.452672E-07   0.119033E-03   0.232592E-08
   223   0.558257E+04   0.907047E+00   0.000000E+00   0.190178E+02   0.450411E-07   0.118006E-03   0.161921E-07
   224   0.558067E+04   0.935151E+00   0.000000E+00   0.206073E+02   0.448167E-07   0.116988E-03   0.299794E-07
   225   0.557811E+04   0.964936E+00   0.000000E+00   0.222069E+02   0.445941E-07   0.115978E-03   0.436882E-07
   226   0.557496E+04   0.996402E+00   0.000000E+00   0.238131E+02   0.443734E-07   0.114977E-03   0.573189E-07
   227   0.557115E+04   0.102955E+01   0.000000E+00   0.254272E+02   0.441543E-07   0.113985E-03   0.708720E-07
   228   0.556682E+04   0.106437E+01   0.000000E+00   0.270479E+02   0.439370E-07   0.113002E-03   0.843480E-07
   229   0.556190E+04   0.110095E+01   0.000000E+00   0.286735E+02   0.437214E-07   0.112027E-03   0.977473E-07
   230   0.555631E+04   0.113927E+01   0.000000E+00   0.303050E+02   0.435076E-07   0.111061E-03   0.111070E-06
   231   0.555006E+04   0.117943E+01   0.000000E+00   0.319415E+02   0.432954E-07   0.110103E-03   0.124318E-06
