#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   595   0.218184E+04   0.328212E+02   0.433547E-05   0.328212E+02   0.170372E+02  -0.521496E-06   0.433547E-05  -0.521496E-06   0.116936E-07
   596   0.217282E+04   0.328860E+02   0.434920E-05   0.328860E+02   0.173230E+02  -0.533557E-06   0.434920E-05  -0.533557E-06   0.116602E-07
   597   0.216372E+04   0.329191E+02   0.436342E-05   0.329191E+02   0.176081E+02  -0.545632E-06   0.436342E-05  -0.545632E-06   0.116269E-07
   598   0.215476E+04   0.329197E+02   0.437820E-05   0.329197E+02   0.178962E+02  -0.557724E-06   0.437820E-05  -0.557724E-06   0.115938E-07
   599   0.214564E+04   0.328884E+02   0.439359E-05   0.328884E+02   0.181860E+02  -0.569835E-06   0.439359E-05  -0.569835E-06   0.115608E-07
   600   0.213645E+04   0.328239E+02   0.440967E-05   0.328239E+02   0.184773E+02  -0.581967E-06   0.440967E-05  -0.581967E-06   0.115279E-07
   601   0.212724E+04   0.327268E+02   0.442650E-05   0.327268E+02   0.187703E+02  -0.594121E-06   0.442650E-05  -0.594121E-06   0.114951E-07
   602   0.211803E+04   0.325963E+02   0.444408E-05   0.325963E+02   0.190633E+02  -0.606295E-06   0.444408E-05  -0.606295E-06   0.114625E-07
   603   0.210873E+04   0.324348E+02   0.446242E-05   0.324348E+02   0.193587E+02  -0.618484E-06   0.446242E-05  -0.618484E-06   0.114300E-07
   604   0.209958E+04   0.322398E+02   0.448150E-05   0.322398E+02   0.196541E+02  -0.630682E-06   0.448150E-05  -0.630682E-06   0.113977E-07
   605   0.209034E+04   0.320122E+02   0.450133E-05   0.320122E+02   0.199505E+02  -0.642887E-06   0.450133E-05  -0.642887E-06   0.113655E-07
   606   0.208117E+04   0.317519E+02   0.452189E-05   0.317519E+02   0.202477E+02  -0.655092E-06   0.452189E-05  -0.655092E-06   0.113334E-07
   607   0.207177E+04   0.314588E+02   0.454320E-05   0.314588E+02   0.205458E+02  -0.667294E-06   0.454320E-05  -0.667294E-06   0.113014E-07
   608   0.206258E+04   0.311330E+02   0.456524E-05   0.311330E+02   0.208447E+02  -0.679488E-06   0.456524E-05  -0.679488E-06   0.112696E-07
   609   0.205346E+04   0.307743E+02   0.458801E-05   0.307743E+02   0.211430E+02  -0.691669E-06   0.458801E-05  -0.691669E-06   0.112379E-07
   610   0.204426E+04   0.303829E+02   0.461150E-05   0.303829E+02   0.214415E+02  -0.703834E-06   0.461150E-05  -0.703834E-06   0.112063E-07
   611   0.203512E+04   0.299593E+02   0.463573E-05   0.299593E+02   0.217408E+02  -0.715977E-06   0.463573E-05  -0.715977E-06   0.111748E-07
   612   0.202606E+04   0.295044E+02   0.466067E-05   0.295044E+02   0.220410E+02  -0.728095E-06   0.466067E-05  -0.728095E-06   0.111435E-07
   613   0.201690E+04   0.290157E+02   0.468632E-05   0.290157E+02   0.223384E+02  -0.740181E-06   0.468632E-05  -0.740181E-06   0.111123E-07
   614   0.200789E+04   0.284949E+02   0.471269E-05   0.284949E+02   0.226374E+02  -0.752233E-06   0.471269E-05  -0.752233E-06   0.110812E-07
   615   0.199887E+04   0.279426E+02   0.473978E-05   0.279426E+02   0.229350E+02  -0.764246E-06   0.473978E-05  -0.764246E-06   0.110503E-07
   616   0.198992E+04   0.273588E+02   0.476756E-05   0.273588E+02   0.232336E+02  -0.776214E-06   0.476756E-05  -0.776214E-06   0.110194E-07
   617   0.198111E+04   0.267434E+02   0.479605E-05   0.267434E+02   0.235315E+02  -0.788133E-06   0.479605E-05  -0.788133E-06   0.109887E-07
   618   0.197229E+04   0.260957E+02   0.482524E-05   0.260957E+02   0.238289E+02  -0.800000E-06   0.482524E-05  -0.800000E-06   0.109581E-07
   619   0.196347E+04   0.254187E+02   0.485513E-05   0.254187E+02   0.241264E+02  -0.811809E-06   0.485513E-05  -0.811809E-06   0.109277E-07
   620   0.195485E+04   0.247099E+02   0.488571E-05   0.247099E+02   0.244211E+02  -0.823556E-06   0.488571E-05  -0.823556E-06   0.108973E-07
   621   0.194616E+04   0.239703E+02   0.491698E-05   0.239703E+02   0.247159E+02  -0.835237E-06   0.491698E-05  -0.835237E-06   0.108671E-07
   622   0.193761E+04   0.231997E+02   0.494893E-05   0.231997E+02   0.250095E+02  -0.846846E-06   0.494893E-05  -0.846846E-06   0.108370E-07
   623   0.192919E+04   0.224004E+02   0.498157E-05   0.224004E+02   0.253010E+02  -0.858379E-06   0.498157E-05  -0.858379E-06   0.108070E-07
   624   0.192077E+04   0.215708E+02   0.501488E-05   0.215708E+02   0.255911E+02  -0.869833E-06   0.501488E-05  -0.869833E-06   0.107772E-07
   625   0.191242E+04   0.207109E+02   0.504887E-05   0.207109E+02   0.258800E+02  -0.881202E-06   0.504887E-05  -0.881202E-06   0.107474E-07
   626   0.190421E+04   0.198221E+02   0.508354E-05   0.198221E+02   0.261675E+02  -0.892481E-06   0.508354E-05  -0.892481E-06   0.107178E-07
   627   0.189613E+04   0.189045E+02   0.511887E-05   0.189045E+02   0.264530E+02  -0.903667E-06   0.511887E-05  -0.903667E-06   0.106883E-07
   628   0.188813E+04   0.179579E+02   0.515486E-05   0.179579E+02   0.267364E+02  -0.914755E-06   0.515486E-05  -0.914755E-06   0.106589E-07
   629   0.188026E+04   0.169832E+02   0.519152E-05   0.169832E+02   0.270178E+02  -0.925740E-06   0.519152E-05  -0.925740E-06   0.106296E-07
   630   0.187239E+04   0.159795E+02   0.522884E-05   0.159795E+02   0.272972E+02  -0.936618E-06   0.522884E-05  -0.936618E-06   0.106005E-07
   631   0.186466E+04   0.149498E+02   0.526681E-05   0.149498E+02   0.275745E+02  -0.947384E-06   0.526681E-05  -0.947384E-06   0.105714E-07
   632   0.185714E+04   0.138918E+02   0.530543E-05   0.138918E+02   0.278490E+02  -0.958034E-06   0.530543E-05  -0.958034E-06   0.105425E-07
   633   0.184962E+04   0.128077E+02   0.534470E-05   0.128077E+02   0.281222E+02  -0.968563E-06   0.534470E-05  -0.968563E-06   0.105137E-07
   634   0.184231E+04   0.116975E+02   0.538462E-05   0.116975E+02   0.283912E+02  -0.978966E-06   0.538462E-05  -0.978966E-06   0.104850E-07
   635   0.183514E+04   0.105615E+02   0.542517E-05   0.105615E+02   0.286589E+02  -0.989240E-06   0.542517E-05  -0.989240E-06   0.104564E-07
   636   0.182796E+04   0.940040E+01   0.546637E-05   0.940040E+01   0.289246E+02  -0.999380E-06   0.546637E-05  -0.999380E-06   0.104279E-07
   637   0.182100E+04   0.821354E+01   0.550819E-05   0.821354E+01   0.291852E+02  -0.100938E-05   0.550819E-05  -0.100938E-05   0.103996E-07
   638   0.181418E+04   0.700305E+01   0.555065E-05   0.700305E+01   0.294446E+02  -0.101924E-05   0.555065E-05  -0.101924E-05   0.103713E-07
   639   0.180750E+04   0.576793E+01   0.559374E-05   0.576793E+01   0.296998E+02  -0.102895E-05   0.559374E-05  -0.102895E-05   0.103432E-07
   640   0.180096E+04   0.450975E+01   0.563745E-05   0.450975E+01   0.299529E+02  -0.103850E-05   0.563745E-05  -0.103850E-05   0.103151E-07
   641   0.179457E+04   0.322844E+01   0.568178E-05   0.322844E+01   0.302026E+02  -0.104790E-05   0.568178E-05  -0.104790E-05   0.102872E-07
   642   0.178824E+04   0.192476E+01   0.572672E-05   0.192476E+01   0.304480E+02  -0.105714E-05   0.572672E-05  -0.105714E-05   0.102594E-07
   643   0.178212E+04   0.599145E+00   0.577228E-05   0.599145E+00   0.306914E+02  -0.106622E-05   0.577228E-05  -0.106622E-05   0.102317E-07
   644   0.177622E+04  -0.747751E+00   0.581845E-05  -0.747751E+00   0.309290E+02  -0.107512E-05   0.581845E-05  -0.107512E-05   0.102041E-07
   645   0.177039E+04  -0.211567E+01   0.586523E-05  -0.211567E+01   0.311640E+02  -0.108385E-05   0.586523E-05  -0.108385E-05   0.101766E-07
   646   0.176469E+04  -0.350396E+01   0.591261E-05  -0.350396E+01   0.313954E+02  -0.109239E-05   0.591261E-05  -0.109239E-05   0.101492E-07
   647   0.175929E+04  -0.491252E+01   0.596059E-05  -0.491252E+01   0.316227E+02  -0.110076E-05   0.596059E-05  -0.110076E-05   0.101219E-07
   648   0.175388E+04  -0.633943E+01   0.600916E-05  -0.633943E+01   0.318464E+02  -0.110893E-05   0.600916E-05  -0.110893E-05   0.100948E-07
   649   0.174876E+04  -0.778548E+01   0.605833E-05  -0.778548E+01   0.320652E+02  -0.111692E-05   0.605833E-05  -0.111692E-05   0.100677E-07
   650   0.174378E+04  -0.924921E+01   0.610809E-05  -0.924921E+01   0.322798E+02  -0.112470E-05   0.610809E-05  -0.112470E-05   0.100407E-07
   651   0.173894E+04  -0.107306E+02   0.615843E-05  -0.107306E+02   0.324916E+02  -0.113228E-05   0.615843E-05  -0.113228E-05   0.100139E-07
   652   0.173424E+04  -0.122291E+02   0.620933E-05  -0.122291E+02   0.326985E+02  -0.113966E-05   0.620933E-05  -0.113966E-05   0.998711E-08
   653   0.172983E+04  -0.137430E+02   0.626077E-05  -0.137430E+02   0.328997E+02  -0.114684E-05   0.626077E-05  -0.114684E-05   0.996045E-08
   654   0.172549E+04  -0.152717E+02   0.631273E-05  -0.152717E+02   0.330975E+02  -0.115381E-05   0.631273E-05  -0.115381E-05   0.993390E-08
   655   0.172129E+04  -0.168161E+02   0.636518E-05  -0.168161E+02   0.332910E+02  -0.116057E-05   0.636518E-05  -0.116057E-05   0.990745E-08
   656   0.171738E+04  -0.183745E+02   0.641810E-05  -0.183745E+02   0.334795E+02  -0.116713E-05   0.641810E-05  -0.116713E-05   0.988110E-08
   657   0.171361E+04  -0.199456E+02   0.647147E-05  -0.199456E+02   0.336631E+02  -0.117347E-05   0.647147E-05  -0.117347E-05   0.985485E-08
   658   0.170991E+04  -0.215301E+02   0.652525E-05  -0.215301E+02   0.338425E+02  -0.117960E-05   0.652525E-05  -0.117960E-05   0.982870E-08
   659   0.170658E+04  -0.231266E+02   0.657944E-05  -0.231266E+02   0.340169E+02  -0.118553E-05   0.657944E-05  -0.118553E-05   0.980265E-08
   660   0.170339E+04  -0.247343E+02   0.663400E-05  -0.247343E+02   0.341856E+02  -0.119123E-05   0.663400E-05  -0.119123E-05   0.977671E-08
   661   0.170034E+04  -0.263517E+02   0.668892E-05  -0.263517E+02   0.343494E+02  -0.119673E-05   0.668892E-05  -0.119673E-05   0.975086E-08
   662   0.169751E+04  -0.279805E+02   0.674417E-05  -0.279805E+02   0.345089E+02  -0.120200E-05   0.674417E-05  -0.120200E-05   0.972511E-08
   663   0.169482E+04  -0.296191E+02   0.679972E-05  -0.296191E+02   0.346635E+02  -0.120706E-05   0.679972E-05  -0.120706E-05   0.969945E-08
   664   0.169235E+04  -0.312652E+02   0.685555E-05  -0.312652E+02   0.348116E+02  -0.121190E-05   0.685555E-05  -0.121190E-05   0.967390E-08
   665   0.169003E+04  -0.329198E+02   0.691164E-05  -0.329198E+02   0.349548E+02  -0.121652E-05   0.691164E-05  -0.121652E-05   0.964844E-08
   666   0.168792E+04  -0.345813E+02   0.696797E-05  -0.345813E+02   0.350930E+02  -0.122092E-05   0.696797E-05  -0.122092E-05   0.962308E-08
   667   0.168603E+04  -0.362498E+02   0.702452E-05  -0.362498E+02   0.352255E+02  -0.122510E-05   0.702452E-05  -0.122510E-05   0.959781E-08
   668   0.168421E+04  -0.379245E+02   0.708125E-05  -0.379245E+02   0.353530E+02  -0.122906E-05   0.708125E-05  -0.122906E-05   0.957265E-08
   669   0.168275E+04  -0.396039E+02   0.713815E-05  -0.396039E+02   0.354748E+02  -0.123279E-05   0.713815E-05  -0.123279E-05   0.954757E-08
   670   0.168137E+04  -0.412866E+02   0.719519E-05  -0.412866E+02   0.355909E+02  -0.123629E-05   0.719519E-05  -0.123629E-05   0.952259E-08
   671   0.168028E+04  -0.429742E+02   0.725235E-05  -0.429742E+02   0.357028E+02  -0.123956E-05   0.725235E-05  -0.123956E-05   0.949771E-08
   672   0.167926E+04  -0.446651E+02   0.730960E-05  -0.446651E+02   0.358075E+02  -0.124261E-05   0.730960E-05  -0.124261E-05   0.947292E-08
   673   0.167854E+04  -0.463572E+02   0.736693E-05  -0.463572E+02   0.359079E+02  -0.124543E-05   0.736693E-05  -0.124543E-05   0.944822E-08
   674   0.167796E+04  -0.480512E+02   0.742431E-05  -0.480512E+02   0.360019E+02  -0.124801E-05   0.742431E-05  -0.124801E-05   0.942362E-08
   675   0.167760E+04  -0.497463E+02   0.748172E-05  -0.497463E+02   0.360902E+02  -0.125037E-05   0.748172E-05  -0.125037E-05   0.939911E-08
   676   0.167738E+04  -0.514405E+02   0.753912E-05  -0.514405E+02   0.361728E+02  -0.125248E-05   0.753912E-05  -0.125248E-05   0.937469E-08
   677   0.167739E+04  -0.531344E+02   0.759651E-05  -0.531344E+02   0.362497E+02  -0.125437E-05   0.759651E-05  -0.125437E-05   0.935036E-08
   678   0.167761E+04  -0.548274E+02   0.765386E-05  -0.548274E+02   0.363201E+02  -0.125602E-05   0.765386E-05  -0.125602E-05   0.932612E-08
   679   0.167799E+04  -0.565179E+02   0.771113E-05  -0.565179E+02   0.363855E+02  -0.125743E-05   0.771113E-05  -0.125743E-05   0.930198E-08
   680   0.167865E+04  -0.582060E+02   0.776832E-05  -0.582060E+02   0.364452E+02  -0.125860E-05   0.776832E-05  -0.125860E-05   0.927792E-08
   681   0.167947E+04  -0.598896E+02   0.782539E-05  -0.598896E+02   0.364985E+02  -0.125953E-05   0.782539E-05  -0.125953E-05   0.925396E-08
   682   0.168043E+04  -0.615700E+02   0.788233E-05  -0.615700E+02   0.365453E+02  -0.126022E-05   0.788233E-05  -0.126022E-05   0.923008E-08
   683   0.168168E+04  -0.632466E+02   0.793910E-05  -0.632466E+02   0.365878E+02  -0.126066E-05   0.793910E-05  -0.126066E-05   0.920629E-08
   684   0.168301E+04  -0.649173E+02   0.799569E-05  -0.649173E+02   0.366224E+02  -0.126087E-05   0.799569E-05  -0.126087E-05   0.918260E-08
   685   0.168449E+04  -0.665819E+02   0.805208E-05  -0.665819E+02   0.366521E+02  -0.126082E-05   0.805208E-05  -0.126082E-05   0.915899E-08
   686   0.168619E+04  -0.682316E+02   0.810823E-05  -0.682316E+02   0.366752E+02  -0.126053E-05   0.810823E-05  -0.126053E-05   0.913546E-08
   687   0.168818E+04  -0.698776E+02   0.816413E-05  -0.698776E+02   0.366934E+02  -0.126000E-05   0.816413E-05  -0.126000E-05   0.911203E-08
   688   0.169025E+04  -0.715177E+02   0.821976E-05  -0.715177E+02   0.367044E+02  -0.125921E-05   0.821976E-05  -0.125921E-05   0.908868E-08
   689   0.169254E+04  -0.731445E+02   0.827508E-05  -0.731445E+02   0.367097E+02  -0.125817E-05   0.827508E-05  -0.125817E-05   0.906541E-08
   690   0.169498E+04  -0.747654E+02   0.833008E-05  -0.747654E+02   0.367100E+02  -0.125688E-05   0.833008E-05  -0.125688E-05   0.904223E-08
   691   0.169764E+04  -0.763730E+02   0.838473E-05  -0.763730E+02   0.367023E+02  -0.125534E-05   0.838473E-05  -0.125534E-05   0.901914E-08
   692   0.170045E+04  -0.779674E+02   0.843902E-05  -0.779674E+02   0.366904E+02  -0.125355E-05   0.843902E-05  -0.125355E-05   0.899613E-08
   693   0.170348E+04  -0.795559E+02   0.849290E-05  -0.795559E+02   0.366720E+02  -0.125150E-05   0.849290E-05  -0.125150E-05   0.897321E-08
   694   0.170659E+04  -0.811238E+02   0.854638E-05  -0.811238E+02   0.366472E+02  -0.124919E-05   0.854638E-05  -0.124919E-05   0.895037E-08
   695   0.170999E+04  -0.826786E+02   0.859941E-05  -0.826786E+02   0.366181E+02  -0.124662E-05   0.859941E-05  -0.124662E-05   0.892761E-08
   696   0.171355E+04  -0.842350E+02   0.865198E-05  -0.842350E+02   0.365818E+02  -0.124380E-05   0.865198E-05  -0.124380E-05   0.890494E-08
   697   0.171725E+04  -0.857635E+02   0.870406E-05  -0.857635E+02   0.365398E+02  -0.124071E-05   0.870406E-05  -0.124071E-05   0.888234E-08
   698   0.172110E+04  -0.872788E+02   0.875563E-05  -0.872788E+02   0.364913E+02  -0.123737E-05   0.875563E-05  -0.123737E-05   0.885983E-08
   699   0.172511E+04  -0.887736E+02   0.880667E-05  -0.887736E+02   0.364378E+02  -0.123376E-05   0.880667E-05  -0.123376E-05   0.883741E-08
   700   0.172934E+04  -0.902554E+02   0.885715E-05  -0.902554E+02   0.363779E+02  -0.122988E-05   0.885715E-05  -0.122988E-05   0.881506E-08
   701   0.173372E+04  -0.917241E+02   0.890706E-05  -0.917241E+02   0.363122E+02  -0.122574E-05   0.890706E-05  -0.122574E-05   0.879279E-08
   702   0.173825E+04  -0.931649E+02   0.895636E-05  -0.931649E+02   0.362415E+02  -0.122134E-05   0.895636E-05  -0.122134E-05   0.877061E-08
   703   0.174293E+04  -0.946075E+02   0.900505E-05  -0.946075E+02   0.361644E+02  -0.121669E-05   0.900505E-05  -0.121669E-05   0.874850E-08
   704   0.174776E+04  -0.960148E+02   0.905311E-05  -0.960148E+02   0.360822E+02  -0.121179E-05   0.905311E-05  -0.121179E-05   0.872647E-08
   705   0.175266E+04  -0.974016E+02   0.910051E-05  -0.974016E+02   0.359936E+02  -0.120664E-05   0.910051E-05  -0.120664E-05   0.870452E-08
   706   0.175780E+04  -0.987753E+02   0.914725E-05  -0.987753E+02   0.358999E+02  -0.120125E-05   0.914725E-05  -0.120125E-05   0.868265E-08
   707   0.176301E+04  -0.100128E+03   0.919330E-05  -0.100128E+03   0.358004E+02  -0.119563E-05   0.919330E-05  -0.119563E-05   0.866086E-08
   708   0.176852E+04  -0.101446E+03   0.923865E-05  -0.101446E+03   0.356959E+02  -0.118978E-05   0.923865E-05  -0.118978E-05   0.863915E-08
   709   0.177403E+04  -0.102758E+03   0.928327E-05  -0.102758E+03   0.355857E+02  -0.118371E-05   0.928327E-05  -0.118371E-05   0.861751E-08
   710   0.177977E+04  -0.104043E+03   0.932716E-05  -0.104043E+03   0.354696E+02  -0.117742E-05   0.932716E-05  -0.117742E-05   0.859595E-08
   711   0.178559E+04  -0.105299E+03   0.937029E-05  -0.105299E+03   0.353485E+02  -0.117091E-05   0.937029E-05  -0.117091E-05   0.857447E-08
   712   0.179156E+04  -0.106542E+03   0.941265E-05  -0.106542E+03   0.352223E+02  -0.116420E-05   0.941265E-05  -0.116420E-05   0.855307E-08
   713   0.179776E+04  -0.107750E+03   0.945421E-05  -0.107750E+03   0.350903E+02  -0.115729E-05   0.945421E-05  -0.115729E-05   0.853174E-08
   714   0.180388E+04  -0.108937E+03   0.949497E-05  -0.108937E+03   0.349540E+02  -0.115018E-05   0.949497E-05  -0.115018E-05   0.851049E-08
   715   0.181024E+04  -0.110103E+03   0.953489E-05  -0.110103E+03   0.348118E+02  -0.114288E-05   0.953489E-05  -0.114288E-05   0.848931E-08
   716   0.181674E+04  -0.111242E+03   0.957397E-05  -0.111242E+03   0.346646E+02  -0.113540E-05   0.957397E-05  -0.113540E-05   0.846821E-08
   717   0.182333E+04  -0.112345E+03   0.961219E-05  -0.112345E+03   0.345130E+02  -0.112773E-05   0.961219E-05  -0.112773E-05   0.844718E-08
   718   0.182999E+04  -0.113435E+03   0.964953E-05  -0.113435E+03   0.343563E+02  -0.111989E-05   0.964953E-05  -0.111989E-05   0.842622E-08
   719   0.183681E+04  -0.114482E+03   0.968597E-05  -0.114482E+03   0.341930E+02  -0.111188E-05   0.968597E-05  -0.111188E-05   0.840535E-08
   720   0.184364E+04  -0.115516E+03   0.972150E-05  -0.115516E+03   0.340261E+02  -0.110371E-05   0.972150E-05  -0.110371E-05   0.838454E-08
   721   0.185076E+04  -0.116507E+03   0.975609E-05  -0.116507E+03   0.338556E+02  -0.109537E-05   0.975609E-05  -0.109537E-05   0.836381E-08
   722   0.185782E+04  -0.117470E+03   0.978973E-05  -0.117470E+03   0.336792E+02  -0.108688E-05   0.978973E-05  -0.108688E-05   0.834315E-08
   723   0.186503E+04  -0.118412E+03   0.982240E-05  -0.118412E+03   0.334991E+02  -0.107825E-05   0.982240E-05  -0.107825E-05   0.832256E-08
   724   0.187232E+04  -0.119327E+03   0.985409E-05  -0.119327E+03   0.333139E+02  -0.106947E-05   0.985409E-05  -0.106947E-05   0.830205E-08
   725   0.187969E+04  -0.120205E+03   0.988477E-05  -0.120205E+03   0.331250E+02  -0.106055E-05   0.988477E-05  -0.106055E-05   0.828160E-08
   726   0.188722E+04  -0.121049E+03   0.991443E-05  -0.121049E+03   0.329332E+02  -0.105150E-05   0.991443E-05  -0.105150E-05   0.826123E-08
   727   0.189475E+04  -0.121871E+03   0.994305E-05  -0.121871E+03   0.327355E+02  -0.104232E-05   0.994305E-05  -0.104232E-05   0.824093E-08
   728   0.190237E+04  -0.122658E+03   0.997062E-05  -0.122658E+03   0.325327E+02  -0.103302E-05   0.997062E-05  -0.103302E-05   0.822070E-08
   729   0.191006E+04  -0.123417E+03   0.999710E-05  -0.123417E+03   0.323269E+02  -0.102360E-05   0.999710E-05  -0.102360E-05   0.820054E-08
   730   0.191777E+04  -0.124141E+03   0.100225E-04  -0.124141E+03   0.321174E+02  -0.101407E-05   0.100225E-04  -0.101407E-05   0.818046E-08
   731   0.192570E+04  -0.124829E+03   0.100468E-04  -0.124829E+03   0.319027E+02  -0.100444E-05   0.100468E-04  -0.100444E-05   0.816044E-08
   732   0.193357E+04  -0.125481E+03   0.100699E-04  -0.125481E+03   0.316865E+02  -0.994701E-06   0.100699E-04  -0.994701E-06   0.814049E-08
   733   0.194159E+04  -0.126113E+03   0.100920E-04  -0.126113E+03   0.314651E+02  -0.984871E-06   0.100920E-04  -0.984871E-06   0.812060E-08
   734   0.194962E+04  -0.126694E+03   0.101128E-04  -0.126694E+03   0.312407E+02  -0.974950E-06   0.101128E-04  -0.974950E-06   0.810079E-08
   735   0.195773E+04  -0.127262E+03   0.101325E-04  -0.127262E+03   0.310119E+02  -0.964944E-06   0.101325E-04  -0.964944E-06   0.808105E-08
   736   0.196577E+04  -0.127780E+03   0.101510E-04  -0.127780E+03   0.307801E+02  -0.954859E-06   0.101510E-04  -0.954859E-06   0.806137E-08
   737   0.197398E+04  -0.128277E+03   0.101682E-04  -0.128277E+03   0.305460E+02  -0.944699E-06   0.101682E-04  -0.944699E-06   0.804176E-08
   738   0.198211E+04  -0.128723E+03   0.101842E-04  -0.128723E+03   0.303089E+02  -0.934471E-06   0.101842E-04  -0.934471E-06   0.802222E-08
   739   0.199033E+04  -0.129141E+03   0.101990E-04  -0.129141E+03   0.300681E+02  -0.924179E-06   0.101990E-04  -0.924179E-06   0.800275E-08
   740   0.199856E+04  -0.129531E+03   0.102125E-04  -0.129531E+03   0.298242E+02  -0.913829E-06   0.102125E-04  -0.913829E-06   0.798334E-08
   741   0.200687E+04  -0.129886E+03   0.102247E-04  -0.129886E+03   0.295766E+02  -0.903426E-06   0.102247E-04  -0.903426E-06   0.796400E-08
   742   0.201519E+04  -0.130197E+03   0.102356E-04  -0.130197E+03   0.293289E+02  -0.892976E-06   0.102356E-04  -0.892976E-06   0.794472E-08
   743   0.202352E+04  -0.130480E+03   0.102452E-04  -0.130480E+03   0.290789E+02  -0.882483E-06   0.102452E-04  -0.882483E-06   0.792551E-08
   744   0.203193E+04  -0.130721E+03   0.102535E-04  -0.130721E+03   0.288251E+02  -0.871953E-06   0.102535E-04  -0.871953E-06   0.790636E-08
   745   0.204028E+04  -0.130940E+03   0.102604E-04  -0.130940E+03   0.285690E+02  -0.861392E-06   0.102604E-04  -0.861392E-06   0.788728E-08
   746   0.204857E+04  -0.131101E+03   0.102659E-04  -0.131101E+03   0.283113E+02  -0.850804E-06   0.102659E-04  -0.850804E-06   0.786826E-08
   747   0.205686E+04  -0.131242E+03   0.102700E-04  -0.131242E+03   0.280506E+02  -0.840196E-06   0.102700E-04  -0.840196E-06   0.784931E-08
   748   0.206524E+04  -0.131347E+03   0.102727E-04  -0.131347E+03   0.277890E+02  -0.829572E-06   0.102727E-04  -0.829572E-06   0.783042E-08
   749   0.207363E+04  -0.131424E+03   0.102740E-04  -0.131424E+03   0.275236E+02  -0.818937E-06   0.102740E-04  -0.818937E-06   0.781159E-08
   750   0.208196E+04  -0.131457E+03   0.102738E-04  -0.131457E+03   0.272581E+02  -0.808297E-06   0.102738E-04  -0.808297E-06   0.779283E-08
   751   0.209029E+04  -0.131455E+03   0.102722E-04  -0.131455E+03   0.269902E+02  -0.797658E-06   0.102722E-04  -0.797658E-06   0.777413E-08
   752   0.209864E+04  -0.131410E+03   0.102692E-04  -0.131410E+03   0.267222E+02  -0.787023E-06   0.102692E-04  -0.787023E-06   0.775549E-08
   753   0.210692E+04  -0.131337E+03   0.102648E-04  -0.131337E+03   0.264511E+02  -0.776398E-06   0.102648E-04  -0.776398E-06   0.773691E-08
   754   0.211514E+04  -0.131220E+03   0.102592E-04  -0.131220E+03   0.261798E+02  -0.765785E-06   0.102592E-04  -0.765785E-06   0.771839E-08
   755   0.212345E+04  -0.131075E+03   0.102522E-04  -0.131075E+03   0.259070E+02  -0.755191E-06   0.102522E-04  -0.755191E-06   0.769994E-08
   756   0.213154E+04  -0.130894E+03   0.102441E-04  -0.130894E+03   0.256332E+02  -0.744620E-06   0.102441E-04  -0.744620E-06   0.768154E-08
   757   0.213979E+04  -0.130669E+03   0.102348E-04  -0.130669E+03   0.253593E+02  -0.734075E-06   0.102348E-04  -0.734075E-06   0.766321E-08
   758   0.214783E+04  -0.130409E+03   0.102245E-04  -0.130409E+03   0.250838E+02  -0.723561E-06   0.102245E-04  -0.723561E-06   0.764494E-08
   759   0.215596E+04  -0.130120E+03   0.102131E-04  -0.130120E+03   0.248073E+02  -0.713083E-06   0.102131E-04  -0.713083E-06   0.762673E-08
   760   0.216395E+04  -0.129795E+03   0.102007E-04  -0.129795E+03   0.245307E+02  -0.702645E-06   0.102007E-04  -0.702645E-06   0.760858E-08
   761   0.217187E+04  -0.129434E+03   0.101874E-04  -0.129434E+03   0.242539E+02  -0.692252E-06   0.101874E-04  -0.692252E-06   0.759048E-08
   762   0.217988E+04  -0.129037E+03   0.101732E-04  -0.129037E+03   0.239770E+02  -0.681907E-06   0.101732E-04  -0.681907E-06   0.757245E-08
   763   0.218768E+04  -0.128603E+03   0.101582E-04  -0.128603E+03   0.237006E+02  -0.671616E-06   0.101582E-04  -0.671616E-06   0.755448E-08
   764   0.219548E+04  -0.128141E+03   0.101424E-04  -0.128141E+03   0.234233E+02  -0.661383E-06   0.101424E-04  -0.661383E-06   0.753656E-08
   765   0.220315E+04  -0.127635E+03   0.101259E-04  -0.127635E+03   0.231458E+02  -0.651211E-06   0.101259E-04  -0.651211E-06   0.751871E-08
   766   0.221083E+04  -0.127101E+03   0.101088E-04  -0.127101E+03   0.228696E+02  -0.641107E-06   0.101088E-04  -0.641107E-06   0.750091E-08
   767   0.221838E+04  -0.126530E+03   0.100910E-04  -0.126530E+03   0.225939E+02  -0.631073E-06   0.100910E-04  -0.631073E-06   0.748317E-08
   768   0.222585E+04  -0.125915E+03   0.100727E-04  -0.125915E+03   0.223181E+02  -0.621115E-06   0.100727E-04  -0.621115E-06   0.746549E-08
   769   0.223327E+04  -0.125278E+03   0.100539E-04  -0.125278E+03   0.220420E+02  -0.611237E-06   0.100539E-04  -0.611237E-06   0.744786E-08
   770   0.224055E+04  -0.124606E+03   0.100346E-04  -0.124606E+03   0.217680E+02  -0.601443E-06   0.100346E-04  -0.601443E-06   0.743030E-08
   771   0.224776E+04  -0.123896E+03   0.100150E-04  -0.123896E+03   0.214944E+02  -0.591737E-06   0.100150E-04  -0.591737E-06   0.741279E-08
