#    L    TT             EE             TE             PP             TP          
   218   0.581873E+04   0.733442E+00   0.509759E+01   0.193384E+07   0.193209E+04
   219   0.582290E+04   0.748154E+00   0.658647E+01   0.192382E+07   0.191567E+04
   220   0.582650E+04   0.764242E+00   0.808732E+01   0.191387E+07   0.189942E+04
   221   0.582953E+04   0.781630E+00   0.960247E+01   0.190401E+07   0.188333E+04
   222   0.583198E+04   0.800468E+00   0.111305E+02   0.189423E+07   0.186741E+04
   223   0.583371E+04   0.820682E+00   0.126723E+02   0.188452E+07   0.185165E+04
   224   0.583500E+04   0.842272E+00   0.142242E+02   0.187490E+07   0.183604E+04
   225   0.583564E+04   0.865387E+00   0.157892E+02   0.186536E+07   0.182060E+04
   226   0.583570E+04   0.890027E+00   0.173637E+02   0.185590E+07   0.180531E+04
   227   0.583510E+04   0.916193E+00   0.189493E+02   0.184651E+07   0.179018E+04
   228   0.583399E+04   0.943884E+00   0.205447E+02   0.183720E+07   0.177520E+04
   229   0.583229E+04   0.973175E+00   0.221483E+02   0.182796E+07   0.176036E+04
   230   0.582994E+04   0.100407E+01   0.237610E+02   0.181880E+07   0.174568E+04
   231   0.582691E+04   0.103663E+01   0.253822E+02   0.180972E+07   0.173113E+04
   232   0.582337E+04   0.107080E+01   0.270104E+02   0.180070E+07   0.171673E+04
   233   0.581924E+04   0.110679E+01   0.286443E+02   0.179176E+07   0.170247E+04
   234   0.581437E+04   0.114446E+01   0.302847E+02   0.178289E+07   0.168835E+04
   235   0.580898E+04   0.118388E+01   0.319301E+02   0.177409E+07   0.167436E+04
   236   0.580291E+04   0.122504E+01   0.335808E+02   0.176536E+07   0.166050E+04
   237   0.579625E+04   0.126804E+01   0.352352E+02   0.175670E+07   0.164678E+04
   238   0.578899E+04   0.131293E+01   0.368934E+02   0.174811E+07   0.163318E+04
   239   0.578120E+04   0.135957E+01   0.385548E+02   0.173958E+07   0.161972E+04
   240   0.577266E+04   0.140804E+01   0.402173E+02   0.173112E+07   0.160637E+04
   241   0.576367E+04   0.145849E+01   0.418817E+02   0.172273E+07   0.159315E+04
   242   0.575407E+04   0.151076E+01   0.435473E+02   0.171440E+07   0.158005E+04
   243   0.574387E+04   0.156500E+01   0.452127E+02   0.170614E+07   0.156706E+04
   244   0.573305E+04   0.162115E+01   0.468787E+02   0.169794E+07   0.155419E+04
   245   0.572163E+04   0.167927E+01   0.485425E+02   0.168980E+07   0.154143E+04
   246   0.570967E+04   0.173937E+01   0.502057E+02   0.168172E+07   0.152879E+04
   247   0.569717E+04   0.180137E+01   0.518660E+02   0.167370E+07   0.151625E+04
   248   0.568406E+04   0.186564E+01   0.535236E+02   0.166574E+07   0.150382E+04
   249   0.567048E+04   0.193166E+01   0.551778E+02   0.165784E+07   0.149149E+04
   250   0.565628E+04   0.199989E+01   0.568272E+02   0.165000E+07   0.147926E+04
   251   0.564162E+04   0.207002E+01   0.584726E+02   0.164222E+07   0.146714E+04
   252   0.562626E+04   0.214229E+01   0.601126E+02   0.163449E+07   0.145511E+04
   253   0.561058E+04   0.221648E+01   0.617456E+02   0.162682E+07   0.144318E+04
   254   0.559427E+04   0.229291E+01   0.633716E+02   0.161921E+07   0.143135E+04
   255   0.557742E+04   0.237128E+01   0.649906E+02   0.161165E+07   0.141961E+04
   256   0.556009E+04   0.245198E+01   0.666025E+02   0.160414E+07   0.140797E+04
   257   0.554229E+04   0.253458E+01   0.681993E+02   0.159669E+07   0.139642E+04
   258   0.552394E+04   0.261946E+01   0.697934E+02   0.158930E+07   0.138497E+04
   259   0.550510E+04   0.270648E+01   0.713700E+02   0.158195E+07   0.137360E+04
   260   0.548587E+04   0.279564E+01   0.729439E+02   0.157467E+07   0.136233E+04
   261   0.546607E+04   0.288690E+01   0.744929E+02   0.156743E+07   0.135115E+04
   262   0.544573E+04   0.298048E+01   0.760392E+02   0.156024E+07   0.134006E+04
   263   0.542519E+04   0.307617E+01   0.775754E+02   0.155311E+07   0.132906E+04
   264   0.540403E+04   0.317406E+01   0.790940E+02   0.154603E+07   0.131815E+04
   265   0.538230E+04   0.327408E+01   0.805875E+02   0.153900E+07   0.130733E+04
   266   0.536024E+04   0.337646E+01   0.820782E+02   0.153202E+07   0.129659E+04
   267   0.533762E+04   0.348086E+01   0.835439E+02   0.152509E+07   0.128593E+04
   268   0.531458E+04   0.358764E+01   0.849993E+02   0.151821E+07   0.127536E+04
   269   0.529098E+04   0.369653E+01   0.864370E+02   0.151137E+07   0.126488E+04
   270   0.526712E+04   0.380760E+01   0.878570E+02   0.150459E+07   0.125448E+04
   271   0.524276E+04   0.392080E+01   0.892593E+02   0.149785E+07   0.124416E+04
   272   0.521813E+04   0.403643E+01   0.906364E+02   0.149117E+07   0.123392E+04
   273   0.519301E+04   0.415392E+01   0.920031E+02   0.148453E+07   0.122376E+04
   274   0.516755E+04   0.427386E+01   0.933372E+02   0.147793E+07   0.121368E+04
   275   0.514166E+04   0.439575E+01   0.946609E+02   0.147138E+07   0.120367E+04
   276   0.511550E+04   0.451982E+01   0.959519E+02   0.146488E+07   0.119375E+04
   277   0.508884E+04   0.464608E+01   0.972325E+02   0.145842E+07   0.118390E+04
   278   0.506191E+04   0.477447E+01   0.984803E+02   0.145201E+07   0.117413E+04
   279   0.503463E+04   0.490493E+01   0.997029E+02   0.144564E+07   0.116443E+04
   280   0.500699E+04   0.503746E+01   0.100915E+03   0.143932E+07   0.115481E+04
   281   0.497915E+04   0.517216E+01   0.102094E+03   0.143304E+07   0.114526E+04
   282   0.495081E+04   0.530873E+01   0.103248E+03   0.142680E+07   0.113578E+04
   283   0.492226E+04   0.544742E+01   0.104376E+03   0.142061E+07   0.112637E+04
   284   0.489343E+04   0.558815E+01   0.105480E+03   0.141445E+07   0.111704E+04
   285   0.486431E+04   0.573094E+01   0.106557E+03   0.140834E+07   0.110777E+04
   286   0.483484E+04   0.587565E+01   0.107602E+03   0.140227E+07   0.109857E+04
   287   0.480508E+04   0.602229E+01   0.108628E+03   0.139624E+07   0.108944E+04
   288   0.477511E+04   0.617088E+01   0.109622E+03   0.139025E+07   0.108038E+04
   289   0.474485E+04   0.632135E+01   0.110590E+03   0.138430E+07   0.107138E+04
   290   0.471438E+04   0.647356E+01   0.111533E+03   0.137839E+07   0.106245E+04
   291   0.468369E+04   0.662827E+01   0.112435E+03   0.137252E+07   0.105358E+04
   292   0.465249E+04   0.678437E+01   0.113319E+03   0.136669E+07   0.104477E+04
   293   0.462136E+04   0.694151E+01   0.114163E+03   0.136089E+07   0.103603E+04
