#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.310953E+00   0.470189E+06   0.467727E+06  -0.519308E-01   0.156329E+00   0.000000E+00   0.469776E+06   0.469776E+06   0.469776E+06  -0.105532E-01   0.229177E+06   0.229146E+06   0.323870E-01
   0.317282E+00   0.457484E+06   0.455141E+06  -0.676607E-01   0.147211E+00   0.000000E+00   0.457090E+06   0.457090E+06   0.457090E+06  -0.102683E-01   0.222988E+06   0.222959E+06   0.304483E-01
   0.323611E+00   0.444679E+06   0.442418E+06  -0.306153E-01   0.133046E+00   0.000000E+00   0.444299E+06   0.444299E+06   0.444299E+06  -0.998092E-02   0.216748E+06   0.216720E+06   0.289325E-01
   0.329939E+00   0.431723E+06   0.429508E+06  -0.585781E-01   0.117376E+00   0.000000E+00   0.431352E+06   0.431352E+06   0.431352E+06  -0.969005E-02   0.210432E+06   0.210404E+06   0.277649E-01
   0.336268E+00   0.418824E+06   0.416635E+06  -0.846582E-01   0.104621E+00   0.000000E+00   0.418457E+06   0.418457E+06   0.418457E+06  -0.940038E-02   0.204141E+06   0.204114E+06   0.268031E-01
   0.342597E+00   0.406317E+06   0.404148E+06  -0.260041E-01   0.973754E-01   0.000000E+00   0.405953E+06   0.405953E+06   0.405953E+06  -0.911949E-02   0.198041E+06   0.198015E+06   0.258971E-01
   0.348925E+00   0.394514E+06   0.392375E+06   0.871290E-02   0.950747E-01   0.000000E+00   0.394154E+06   0.394154E+06   0.394154E+06  -0.885444E-02   0.192285E+06   0.192259E+06   0.249386E-01
   0.355254E+00   0.383593E+06   0.381502E+06  -0.262209E-01   0.946442E-01   0.000000E+00   0.383242E+06   0.383242E+06   0.383242E+06  -0.860930E-02   0.186962E+06   0.186936E+06   0.238859E-01
   0.361583E+00   0.373558E+06   0.371531E+06  -0.411602E-01   0.925490E-01   0.000000E+00   0.373218E+06   0.373218E+06   0.373218E+06  -0.838412E-02   0.182072E+06   0.182047E+06   0.227601E-01
   0.367911E+00   0.364260E+06   0.362306E+06  -0.297385E-01   0.868931E-01   0.000000E+00   0.363932E+06   0.363932E+06   0.363932E+06  -0.817551E-02   0.177541E+06   0.177518E+06   0.216227E-01
   0.374240E+00   0.355469E+06   0.353588E+06  -0.435920E-01   0.783407E-01   0.000000E+00   0.355153E+06   0.355153E+06   0.355153E+06  -0.797830E-02   0.173259E+06   0.173236E+06   0.205444E-01
   0.380569E+00   0.346959E+06   0.345144E+06  -0.476126E-01   0.694403E-01   0.000000E+00   0.346655E+06   0.346655E+06   0.346655E+06  -0.778739E-02   0.169113E+06   0.169091E+06   0.195780E-01
   0.386898E+00   0.338581E+06   0.336819E+06  -0.202775E-01   0.629098E-01   0.000000E+00   0.338285E+06   0.338285E+06   0.338285E+06  -0.759938E-02   0.165030E+06   0.165008E+06   0.187442E-01
   0.393226E+00   0.330282E+06   0.328560E+06  -0.175403E-01   0.599876E-01   0.000000E+00   0.329993E+06   0.329993E+06   0.329993E+06  -0.741310E-02   0.160985E+06   0.160963E+06   0.180302E-01
   0.399555E+00   0.322104E+06   0.320412E+06  -0.407062E-01   0.598196E-01   0.000000E+00   0.321820E+06   0.321820E+06   0.321820E+06  -0.722950E-02   0.156998E+06   0.156977E+06   0.174010E-01
   0.405884E+00   0.314143E+06   0.312478E+06  -0.375198E-01   0.601424E-01   0.000000E+00   0.313863E+06   0.313863E+06   0.313863E+06  -0.705075E-02   0.153116E+06   0.153095E+06   0.168146E-01
   0.412212E+00   0.306501E+06   0.304864E+06  -0.229021E-01   0.587423E-01   0.000000E+00   0.306226E+06   0.306226E+06   0.306226E+06  -0.687918E-02   0.149390E+06   0.149370E+06   0.162365E-01
   0.418541E+00   0.299246E+06   0.297642E+06  -0.243502E-01   0.547568E-01   0.000000E+00   0.298977E+06   0.298977E+06   0.298977E+06  -0.671634E-02   0.145854E+06   0.145834E+06   0.156487E-01
   0.424870E+00   0.292394E+06   0.290828E+06  -0.223478E-01   0.490622E-01   0.000000E+00   0.292131E+06   0.292131E+06   0.292131E+06  -0.656255E-02   0.142514E+06   0.142495E+06   0.150511E-01
   0.431198E+00   0.285906E+06   0.284380E+06  -0.122060E-01   0.435964E-01   0.000000E+00   0.285649E+06   0.285649E+06   0.285649E+06  -0.641695E-02   0.139352E+06   0.139333E+06   0.144567E-01
   0.437527E+00   0.279710E+06   0.278226E+06  -0.175356E-01   0.401077E-01   0.000000E+00   0.279460E+06   0.279460E+06   0.279460E+06  -0.627791E-02   0.136333E+06   0.136314E+06   0.138840E-01
   0.441886E+00   0.275584E+06   0.274128E+06  -0.989135E-02   0.387699E-01   0.000000E+00   0.275339E+06   0.275339E+06   0.275339E+06  -0.618533E-02   0.134322E+06   0.134304E+06   0.135090E-01
   0.616701E+00   0.163267E+06   0.162402E+06  -0.313221E-02   0.125219E-01   0.000000E+00   0.163121E+06   0.163121E+06   0.163121E+06  -0.366442E-02   0.795776E+05   0.795669E+05   0.577910E-02
   0.860676E+00   0.953951E+05   0.948904E+05  -0.885111E-03   0.410829E-02   0.000000E+00   0.953103E+05   0.953103E+05   0.953103E+05  -0.214109E-02   0.464965E+05   0.464901E+05   0.244496E-02
   0.120117E+01   0.550665E+05   0.547752E+05  -0.263122E-03  -0.124677E-02   0.000000E+00   0.550176E+05   0.550176E+05   0.550176E+05  -0.123594E-02   0.268399E+05   0.268362E+05   0.103359E-02
   0.167637E+01   0.314596E+05   0.312930E+05  -0.771627E-04  -0.108525E-02   0.000000E+00   0.314316E+05   0.314316E+05   0.314316E+05  -0.706093E-03   0.153337E+05   0.153315E+05   0.441218E-03
   0.233956E+01   0.178129E+05   0.177184E+05  -0.224245E-04   0.955465E-03   0.000000E+00   0.177970E+05   0.177970E+05   0.177970E+05  -0.399799E-03   0.868215E+04   0.868079E+04   0.193412E-03
