#    L    TT             EE             TE             PP             TP          
   269   0.490041E+04   0.421695E+01   0.903718E+02   0.168138E+07   0.196425E+04
   270   0.487413E+04   0.433877E+01   0.916355E+02   0.167402E+07   0.194882E+04
   271   0.484740E+04   0.446264E+01   0.928772E+02   0.166672E+07   0.193353E+04
   272   0.482045E+04   0.458884E+01   0.940895E+02   0.165947E+07   0.191838E+04
   273   0.479306E+04   0.471679E+01   0.952873E+02   0.165226E+07   0.190337E+04
   274   0.476538E+04   0.484708E+01   0.964482E+02   0.164511E+07   0.188850E+04
   275   0.473733E+04   0.497918E+01   0.975947E+02   0.163800E+07   0.187376E+04
   276   0.470906E+04   0.511333E+01   0.987044E+02   0.163094E+07   0.185915E+04
   277   0.468035E+04   0.524952E+01   0.997997E+02   0.162393E+07   0.184467E+04
   278   0.465141E+04   0.538769E+01   0.100858E+03   0.161697E+07   0.183031E+04
   279   0.462219E+04   0.552775E+01   0.101887E+03   0.161005E+07   0.181608E+04
   280   0.459267E+04   0.566970E+01   0.102902E+03   0.160318E+07   0.180198E+04
   281   0.456301E+04   0.581363E+01   0.103880E+03   0.159635E+07   0.178799E+04
   282   0.453290E+04   0.595923E+01   0.104829E+03   0.158957E+07   0.177412E+04
   283   0.450265E+04   0.610674E+01   0.105749E+03   0.158283E+07   0.176037E+04
   284   0.447218E+04   0.625606E+01   0.106639E+03   0.157614E+07   0.174673E+04
   285   0.444149E+04   0.640721E+01   0.107500E+03   0.156949E+07   0.173321E+04
   286   0.441051E+04   0.656004E+01   0.108325E+03   0.156288E+07   0.171979E+04
   287   0.437930E+04   0.671455E+01   0.109127E+03   0.155632E+07   0.170649E+04
   288   0.434795E+04   0.687073E+01   0.109893E+03   0.154979E+07   0.169329E+04
   289   0.431639E+04   0.702852E+01   0.110630E+03   0.154331E+07   0.168019E+04
   290   0.428468E+04   0.718776E+01   0.111338E+03   0.153687E+07   0.166719E+04
   291   0.425282E+04   0.734921E+01   0.112002E+03   0.153048E+07   0.165430E+04
   292   0.422052E+04   0.751174E+01   0.112644E+03   0.152412E+07   0.164150E+04
   293   0.418837E+04   0.767498E+01   0.113242E+03   0.151780E+07   0.162880E+04
   294   0.415593E+04   0.784043E+01   0.113819E+03   0.151152E+07   0.161619E+04
   295   0.412357E+04   0.800659E+01   0.114351E+03   0.150528E+07   0.160367E+04
   296   0.409091E+04   0.817496E+01   0.114855E+03   0.149908E+07   0.159124E+04
   297   0.405819E+04   0.834330E+01   0.115329E+03   0.149291E+07   0.157890E+04
   298   0.402524E+04   0.851384E+01   0.115760E+03   0.148679E+07   0.156664E+04
   299   0.399230E+04   0.868585E+01   0.116154E+03   0.148070E+07   0.155446E+04
   300   0.395921E+04   0.885783E+01   0.116511E+03   0.147465E+07   0.154237E+04
   301   0.392605E+04   0.903127E+01   0.116840E+03   0.146863E+07   0.153035E+04
   302   0.389290E+04   0.920543E+01   0.117139E+03   0.146265E+07   0.151842E+04
   303   0.385967E+04   0.938106E+01   0.117395E+03   0.145670E+07   0.150655E+04
   304   0.382637E+04   0.955816E+01   0.117607E+03   0.145079E+07   0.149477E+04
   305   0.379308E+04   0.973524E+01   0.117790E+03   0.144492E+07   0.148306E+04
   306   0.375971E+04   0.991305E+01   0.117936E+03   0.143908E+07   0.147142E+04
   307   0.372635E+04   0.100916E+02   0.118038E+03   0.143327E+07   0.145986E+04
   308   0.369299E+04   0.102723E+02   0.118119E+03   0.142750E+07   0.144836E+04
   309   0.365970E+04   0.104523E+02   0.118148E+03   0.142176E+07   0.143694E+04
   310   0.362634E+04   0.106323E+02   0.118148E+03   0.141606E+07   0.142559E+04
   311   0.359306E+04   0.108146E+02   0.118105E+03   0.141039E+07   0.141431E+04
   312   0.355985E+04   0.109960E+02   0.118032E+03   0.140475E+07   0.140310E+04
   313   0.352665E+04   0.111782E+02   0.117915E+03   0.139915E+07   0.139196E+04
   314   0.349352E+04   0.113612E+02   0.117769E+03   0.139358E+07   0.138088E+04
   315   0.346046E+04   0.115434E+02   0.117579E+03   0.138804E+07   0.136987E+04
   316   0.342748E+04   0.117263E+02   0.117352E+03   0.138253E+07   0.135892E+04
   317   0.339457E+04   0.119085E+02   0.117089E+03   0.137706E+07   0.134804E+04
   318   0.336174E+04   0.120923E+02   0.116789E+03   0.137161E+07   0.133722E+04
   319   0.332906E+04   0.122752E+02   0.116452E+03   0.136620E+07   0.132646E+04
   320   0.329652E+04   0.124582E+02   0.116086E+03   0.136082E+07   0.131577E+04
   321   0.326406E+04   0.126419E+02   0.115676E+03   0.135547E+07   0.130513E+04
