#    L    TT             EE             BB             TE             PP             TP             EP          
    35   0.111287E+04   0.320678E-01   0.000000E+00   0.173771E+01   0.126656E-06   0.114228E-02  -0.109151E-05
    36   0.113062E+04   0.352447E-01   0.000000E+00   0.171173E+01   0.126450E-06   0.111327E-02  -0.103336E-05
    37   0.114849E+04   0.386472E-01   0.000000E+00   0.167620E+01   0.126204E-06   0.108508E-02  -0.887209E-06
    38   0.116676E+04   0.422763E-01   0.000000E+00   0.163414E+01   0.125920E-06   0.105816E-02  -0.660097E-06
    39   0.118543E+04   0.461311E-01   0.000000E+00   0.158530E+01   0.125602E-06   0.103258E-02  -0.416730E-06
    40   0.120424E+04   0.502161E-01   0.000000E+00   0.152839E+01   0.125250E-06   0.100832E-02  -0.235967E-06
    41   0.122331E+04   0.545399E-01   0.000000E+00   0.146200E+01   0.124866E-06   0.985326E-03  -0.175417E-06
    42   0.124240E+04   0.591093E-01   0.000000E+00   0.138513E+01   0.124454E-06   0.963437E-03  -0.208720E-06
    43   0.126166E+04   0.639301E-01   0.000000E+00   0.129690E+01   0.124014E-06   0.942458E-03  -0.288698E-06
    44   0.128092E+04   0.689933E-01   0.000000E+00   0.119730E+01   0.123550E-06   0.922194E-03  -0.368341E-06
    45   0.130055E+04   0.743004E-01   0.000000E+00   0.108641E+01   0.123063E-06   0.902455E-03  -0.400788E-06
    46   0.132047E+04   0.798544E-01   0.000000E+00   0.962437E+00   0.122556E-06   0.883093E-03  -0.353836E-06
    47   0.134054E+04   0.856521E-01   0.000000E+00   0.826068E+00   0.122029E-06   0.864130E-03  -0.253435E-06
    48   0.136071E+04   0.916953E-01   0.000000E+00   0.681241E+00   0.121486E-06   0.845635E-03  -0.139959E-06
    49   0.138105E+04   0.979638E-01   0.000000E+00   0.531306E+00   0.120927E-06   0.827672E-03  -0.536759E-07
    50   0.140181E+04   0.104430E+00   0.000000E+00   0.372831E+00   0.120353E-06   0.810310E-03  -0.347547E-07
    51   0.142277E+04   0.111064E+00   0.000000E+00   0.201092E+00   0.119766E-06   0.793589E-03  -0.110157E-06
    52   0.144415E+04   0.117953E+00   0.000000E+00   0.118301E-01   0.119167E-06   0.777456E-03  -0.254346E-06
    53   0.146554E+04   0.125252E+00   0.000000E+00  -0.197245E+00   0.118558E-06   0.761831E-03  -0.428744E-06
    54   0.148685E+04   0.132957E+00   0.000000E+00  -0.420457E+00   0.117937E-06   0.746634E-03  -0.594864E-06
    55   0.150829E+04   0.141049E+00   0.000000E+00  -0.652013E+00   0.117308E-06   0.731786E-03  -0.714295E-06
    56   0.153006E+04   0.149389E+00   0.000000E+00  -0.892634E+00   0.116670E-06   0.717240E-03  -0.758726E-06
    57   0.155210E+04   0.157865E+00   0.000000E+00  -0.114278E+01   0.116025E-06   0.703070E-03  -0.739981E-06
    58   0.157443E+04   0.166483E+00   0.000000E+00  -0.140408E+01   0.115372E-06   0.689379E-03  -0.679873E-06
    59   0.159694E+04   0.175278E+00   0.000000E+00  -0.167819E+01   0.114712E-06   0.676270E-03  -0.600174E-06
    60   0.161963E+04   0.184297E+00   0.000000E+00  -0.196532E+01   0.114045E-06   0.663849E-03  -0.522614E-06
    61   0.164283E+04   0.193633E+00   0.000000E+00  -0.226532E+01   0.113373E-06   0.652173E-03  -0.464417E-06
    62   0.166594E+04   0.203275E+00   0.000000E+00  -0.257889E+01   0.112696E-06   0.641120E-03  -0.424910E-06
    63   0.168915E+04   0.213188E+00   0.000000E+00  -0.290661E+01   0.112015E-06   0.630523E-03  -0.398957E-06
    64   0.171277E+04   0.223389E+00   0.000000E+00  -0.324924E+01   0.111330E-06   0.620217E-03  -0.381431E-06
    65   0.173639E+04   0.233856E+00   0.000000E+00  -0.360697E+01   0.110643E-06   0.610034E-03  -0.367213E-06
    66   0.176032E+04   0.244527E+00   0.000000E+00  -0.397761E+01   0.109954E-06   0.599843E-03  -0.352576E-06
    67   0.178437E+04   0.255402E+00   0.000000E+00  -0.435851E+01   0.109265E-06   0.589655E-03  -0.339340E-06
    68   0.180883E+04   0.266519E+00   0.000000E+00  -0.474821E+01   0.108575E-06   0.579516E-03  -0.330707E-06
    69   0.183347E+04   0.277836E+00   0.000000E+00  -0.514519E+01   0.107884E-06   0.569470E-03  -0.329872E-06
    70   0.185840E+04   0.289392E+00   0.000000E+00  -0.555131E+01   0.107194E-06   0.559562E-03  -0.340031E-06
    71   0.188349E+04   0.301175E+00   0.000000E+00  -0.596912E+01   0.106503E-06   0.549840E-03  -0.363289E-06
    72   0.190875E+04   0.313159E+00   0.000000E+00  -0.639984E+01   0.105814E-06   0.540354E-03  -0.397409E-06
    73   0.193418E+04   0.325312E+00   0.000000E+00  -0.684385E+01   0.105124E-06   0.531158E-03  -0.439074E-06
    74   0.195982E+04   0.337626E+00   0.000000E+00  -0.730006E+01   0.104436E-06   0.522306E-03  -0.484971E-06
    75   0.198580E+04   0.350114E+00   0.000000E+00  -0.776676E+01   0.103747E-06   0.513849E-03  -0.531789E-06
    76   0.201206E+04   0.362778E+00   0.000000E+00  -0.824320E+01   0.103059E-06   0.505823E-03  -0.576003E-06
    77   0.203866E+04   0.375612E+00   0.000000E+00  -0.872937E+01   0.102372E-06   0.498184E-03  -0.613219E-06
    78   0.206560E+04   0.388645E+00   0.000000E+00  -0.922693E+01   0.101686E-06   0.490873E-03  -0.638826E-06
    79   0.209268E+04   0.401823E+00   0.000000E+00  -0.973234E+01   0.101002E-06   0.483827E-03  -0.648218E-06
    80   0.212001E+04   0.415153E+00   0.000000E+00  -0.102473E+02   0.100320E-06   0.476987E-03  -0.636793E-06
    81   0.214745E+04   0.428585E+00   0.000000E+00  -0.107724E+02   0.996393E-07   0.470299E-03  -0.602091E-06
    82   0.217510E+04   0.442142E+00   0.000000E+00  -0.113069E+02   0.989615E-07   0.463736E-03  -0.550206E-06
    83   0.220290E+04   0.455798E+00   0.000000E+00  -0.118503E+02   0.982863E-07   0.457281E-03  -0.489364E-06
    84   0.223097E+04   0.469548E+00   0.000000E+00  -0.124008E+02   0.976140E-07   0.450915E-03  -0.427784E-06
    85   0.225917E+04   0.483368E+00   0.000000E+00  -0.129596E+02   0.969448E-07   0.444619E-03  -0.373676E-06
    86   0.228761E+04   0.497268E+00   0.000000E+00  -0.135255E+02   0.962788E-07   0.438382E-03  -0.333494E-06
    87   0.231649E+04   0.511222E+00   0.000000E+00  -0.140977E+02   0.956163E-07   0.432214E-03  -0.306671E-06
    88   0.234537E+04   0.525248E+00   0.000000E+00  -0.146763E+02   0.949573E-07   0.426132E-03  -0.290891E-06
    89   0.237461E+04   0.539333E+00   0.000000E+00  -0.152625E+02   0.943019E-07   0.420153E-03  -0.283840E-06
    90   0.240403E+04   0.553444E+00   0.000000E+00  -0.158536E+02   0.936502E-07   0.414295E-03  -0.283207E-06
    91   0.243357E+04   0.567577E+00   0.000000E+00  -0.164500E+02   0.930024E-07   0.408570E-03  -0.287016E-06
    92   0.246338E+04   0.581718E+00   0.000000E+00  -0.170513E+02   0.923583E-07   0.402979E-03  -0.294637E-06
    93   0.249344E+04   0.595862E+00   0.000000E+00  -0.176575E+02   0.917181E-07   0.397517E-03  -0.305776E-06
    94   0.252355E+04   0.609973E+00   0.000000E+00  -0.182672E+02   0.910818E-07   0.392180E-03  -0.320141E-06
    95   0.255392E+04   0.624053E+00   0.000000E+00  -0.188812E+02   0.904495E-07   0.386965E-03  -0.337438E-06
    96   0.258427E+04   0.638088E+00   0.000000E+00  -0.194989E+02   0.898211E-07   0.381867E-03  -0.357373E-06
    97   0.261504E+04   0.652066E+00   0.000000E+00  -0.201197E+02   0.891967E-07   0.376882E-03  -0.379655E-06
    98   0.264600E+04   0.665980E+00   0.000000E+00  -0.207413E+02   0.885763E-07   0.372007E-03  -0.403989E-06
    99   0.267702E+04   0.679795E+00   0.000000E+00  -0.213670E+02   0.879600E-07   0.367237E-03  -0.430086E-06
   100   0.270831E+04   0.693512E+00   0.000000E+00  -0.219923E+02   0.873478E-07   0.362568E-03  -0.457651E-06
   101   0.273974E+04   0.707194E+00   0.000000E+00  -0.226202E+02   0.867397E-07   0.357997E-03  -0.486393E-06
   102   0.277167E+04   0.720692E+00   0.000000E+00  -0.232487E+02   0.861358E-07   0.353519E-03  -0.516021E-06
   103   0.280351E+04   0.734083E+00   0.000000E+00  -0.238786E+02   0.855361E-07   0.349131E-03  -0.546243E-06
   104   0.283556E+04   0.747368E+00   0.000000E+00  -0.245070E+02   0.849406E-07   0.344829E-03  -0.576767E-06
   105   0.286775E+04   0.760474E+00   0.000000E+00  -0.251355E+02   0.843495E-07   0.340608E-03  -0.607303E-06
   106   0.290015E+04   0.773479E+00   0.000000E+00  -0.257635E+02   0.837626E-07   0.336465E-03  -0.637559E-06
   107   0.293247E+04   0.786234E+00   0.000000E+00  -0.263895E+02   0.831801E-07   0.332396E-03  -0.667244E-06
   108   0.296516E+04   0.798815E+00   0.000000E+00  -0.270144E+02   0.826020E-07   0.328397E-03  -0.696068E-06
   109   0.299800E+04   0.811151E+00   0.000000E+00  -0.276368E+02   0.820284E-07   0.324464E-03  -0.723740E-06
   110   0.303091E+04   0.823242E+00   0.000000E+00  -0.282554E+02   0.814592E-07   0.320593E-03  -0.749969E-06
   111   0.306397E+04   0.835164E+00   0.000000E+00  -0.288716E+02   0.808945E-07   0.316781E-03  -0.774514E-06
   112   0.309717E+04   0.846843E+00   0.000000E+00  -0.294847E+02   0.803344E-07   0.313027E-03  -0.797328E-06
   113   0.313060E+04   0.858280E+00   0.000000E+00  -0.300934E+02   0.797788E-07   0.309331E-03  -0.818415E-06
   114   0.316411E+04   0.869401E+00   0.000000E+00  -0.306967E+02   0.792276E-07   0.305691E-03  -0.837777E-06
   115   0.319783E+04   0.880354E+00   0.000000E+00  -0.312947E+02   0.786809E-07   0.302109E-03  -0.855416E-06
   116   0.323155E+04   0.890917E+00   0.000000E+00  -0.318867E+02   0.781386E-07   0.298582E-03  -0.871336E-06
   117   0.326556E+04   0.901163E+00   0.000000E+00  -0.324718E+02   0.776008E-07   0.295112E-03  -0.885538E-06
   118   0.329972E+04   0.911243E+00   0.000000E+00  -0.330509E+02   0.770673E-07   0.291697E-03  -0.898025E-06
   119   0.333387E+04   0.921007E+00   0.000000E+00  -0.336217E+02   0.765383E-07   0.288338E-03  -0.908800E-06
   120   0.336816E+04   0.930308E+00   0.000000E+00  -0.341842E+02   0.760137E-07   0.285033E-03  -0.917865E-06
   121   0.340245E+04   0.939441E+00   0.000000E+00  -0.347384E+02   0.754934E-07   0.281783E-03  -0.925222E-06
   122   0.343679E+04   0.948112E+00   0.000000E+00  -0.352835E+02   0.749774E-07   0.278586E-03  -0.930875E-06
   123   0.347121E+04   0.956394E+00   0.000000E+00  -0.358195E+02   0.744658E-07   0.275444E-03  -0.934825E-06
   124   0.350568E+04   0.964361E+00   0.000000E+00  -0.363435E+02   0.739586E-07   0.272355E-03  -0.937075E-06
   125   0.354015E+04   0.971940E+00   0.000000E+00  -0.368577E+02   0.734556E-07   0.269319E-03  -0.937627E-06
   126   0.357467E+04   0.979204E+00   0.000000E+00  -0.373613E+02   0.729569E-07   0.266335E-03  -0.936484E-06
   127   0.360918E+04   0.986007E+00   0.000000E+00  -0.378535E+02   0.724626E-07   0.263404E-03  -0.933648E-06
   128   0.364368E+04   0.992496E+00   0.000000E+00  -0.383337E+02   0.719725E-07   0.260525E-03  -0.929121E-06
   129   0.367823E+04   0.998523E+00   0.000000E+00  -0.388010E+02   0.714867E-07   0.257697E-03  -0.922906E-06
   130   0.371277E+04   0.100409E+01   0.000000E+00  -0.392548E+02   0.710051E-07   0.254921E-03  -0.915005E-06
   131   0.374729E+04   0.100934E+01   0.000000E+00  -0.396965E+02   0.705277E-07   0.252195E-03  -0.905447E-06
   132   0.378186E+04   0.101413E+01   0.000000E+00  -0.401232E+02   0.700546E-07   0.249519E-03  -0.894371E-06
   133   0.381635E+04   0.101853E+01   0.000000E+00  -0.405371E+02   0.695856E-07   0.246891E-03  -0.881941E-06
   134   0.385082E+04   0.102254E+01   0.000000E+00  -0.409337E+02   0.691208E-07   0.244311E-03  -0.868321E-06
   135   0.388529E+04   0.102607E+01   0.000000E+00  -0.413162E+02   0.686601E-07   0.241776E-03  -0.853677E-06
   136   0.391959E+04   0.102915E+01   0.000000E+00  -0.416809E+02   0.682034E-07   0.239287E-03  -0.838173E-06
   137   0.395388E+04   0.103182E+01   0.000000E+00  -0.420299E+02   0.677508E-07   0.236841E-03  -0.821974E-06
   138   0.398810E+04   0.103402E+01   0.000000E+00  -0.423618E+02   0.673022E-07   0.234438E-03  -0.805243E-06
   139   0.402208E+04   0.103590E+01   0.000000E+00  -0.426760E+02   0.668576E-07   0.232076E-03  -0.788147E-06
   140   0.405613E+04   0.103723E+01   0.000000E+00  -0.429732E+02   0.664169E-07   0.229755E-03  -0.770848E-06
   141   0.408996E+04   0.103808E+01   0.000000E+00  -0.432512E+02   0.659801E-07   0.227472E-03  -0.753512E-06
   142   0.412378E+04   0.103853E+01   0.000000E+00  -0.435108E+02   0.655472E-07   0.225228E-03  -0.736302E-06
   143   0.415753E+04   0.103857E+01   0.000000E+00  -0.437520E+02   0.651182E-07   0.223020E-03  -0.719383E-06
   144   0.419106E+04   0.103814E+01   0.000000E+00  -0.439742E+02   0.646929E-07   0.220847E-03  -0.702919E-06
   145   0.422445E+04   0.103737E+01   0.000000E+00  -0.441765E+02   0.642715E-07   0.218709E-03  -0.687075E-06
   146   0.425791E+04   0.103604E+01   0.000000E+00  -0.443591E+02   0.638538E-07   0.216604E-03  -0.672014E-06
   147   0.429100E+04   0.103437E+01   0.000000E+00  -0.445204E+02   0.634398E-07   0.214531E-03  -0.657900E-06
   148   0.432396E+04   0.103222E+01   0.000000E+00  -0.446621E+02   0.630295E-07   0.212489E-03  -0.644898E-06
   149   0.435685E+04   0.102965E+01   0.000000E+00  -0.447826E+02   0.626228E-07   0.210477E-03  -0.633172E-06
   150   0.438945E+04   0.102675E+01   0.000000E+00  -0.448798E+02   0.622198E-07   0.208493E-03  -0.622885E-06
   151   0.442191E+04   0.102342E+01   0.000000E+00  -0.449567E+02   0.618204E-07   0.206536E-03  -0.614157E-06
   152   0.445409E+04   0.101960E+01   0.000000E+00  -0.450116E+02   0.614246E-07   0.204607E-03  -0.606932E-06
   153   0.448614E+04   0.101543E+01   0.000000E+00  -0.450425E+02   0.610323E-07   0.202703E-03  -0.601107E-06
   154   0.451797E+04   0.101091E+01   0.000000E+00  -0.450515E+02   0.606435E-07   0.200825E-03  -0.596580E-06
   155   0.454960E+04   0.100603E+01   0.000000E+00  -0.450378E+02   0.602582E-07   0.198971E-03  -0.593252E-06
   156   0.458088E+04   0.100079E+01   0.000000E+00  -0.450014E+02   0.598764E-07   0.197142E-03  -0.591020E-06
   157   0.461210E+04   0.995184E+00   0.000000E+00  -0.449408E+02   0.594980E-07   0.195336E-03  -0.589783E-06
   158   0.464304E+04   0.989287E+00   0.000000E+00  -0.448567E+02   0.591230E-07   0.193553E-03  -0.589440E-06
   159   0.467370E+04   0.982944E+00   0.000000E+00  -0.447490E+02   0.587514E-07   0.191793E-03  -0.589889E-06
   160   0.470416E+04   0.976300E+00   0.000000E+00  -0.446163E+02   0.583831E-07   0.190054E-03  -0.591029E-06
   161   0.473442E+04   0.969427E+00   0.000000E+00  -0.444600E+02   0.580182E-07   0.188336E-03  -0.592759E-06
   162   0.476441E+04   0.962172E+00   0.000000E+00  -0.442801E+02   0.576565E-07   0.186639E-03  -0.594978E-06
   163   0.479427E+04   0.954606E+00   0.000000E+00  -0.440751E+02   0.572981E-07   0.184962E-03  -0.597585E-06
   164   0.482371E+04   0.946799E+00   0.000000E+00  -0.438464E+02   0.569430E-07   0.183303E-03  -0.600478E-06
   165   0.485302E+04   0.938675E+00   0.000000E+00  -0.435917E+02   0.565911E-07   0.181664E-03  -0.603556E-06
   166   0.488207E+04   0.930377E+00   0.000000E+00  -0.433126E+02   0.562424E-07   0.180042E-03  -0.606719E-06
   167   0.491092E+04   0.921679E+00   0.000000E+00  -0.430098E+02   0.558968E-07   0.178437E-03  -0.609865E-06
   168   0.493936E+04   0.912950E+00   0.000000E+00  -0.426809E+02   0.555544E-07   0.176849E-03  -0.612893E-06
   169   0.496753E+04   0.903888E+00   0.000000E+00  -0.423260E+02   0.552151E-07   0.175278E-03  -0.615702E-06
   170   0.499543E+04   0.894713E+00   0.000000E+00  -0.419465E+02   0.548789E-07   0.173721E-03  -0.618191E-06
   171   0.502292E+04   0.885421E+00   0.000000E+00  -0.415401E+02   0.545457E-07   0.172180E-03  -0.620259E-06
   172   0.505007E+04   0.875934E+00   0.000000E+00  -0.411084E+02   0.542156E-07   0.170653E-03  -0.621805E-06
   173   0.507680E+04   0.866250E+00   0.000000E+00  -0.406513E+02   0.538885E-07   0.169139E-03  -0.622729E-06
   174   0.510328E+04   0.856661E+00   0.000000E+00  -0.401687E+02   0.535643E-07   0.167638E-03  -0.622929E-06
   175   0.512942E+04   0.846866E+00   0.000000E+00  -0.396599E+02   0.532431E-07   0.166150E-03  -0.622304E-06
   176   0.515508E+04   0.837085E+00   0.000000E+00  -0.391249E+02   0.529249E-07   0.164673E-03  -0.620776E-06
   177   0.518040E+04   0.827239E+00   0.000000E+00  -0.385650E+02   0.526095E-07   0.163208E-03  -0.618356E-06
   178   0.520532E+04   0.817545E+00   0.000000E+00  -0.379788E+02   0.522970E-07   0.161755E-03  -0.615079E-06
   179   0.522982E+04   0.807701E+00   0.000000E+00  -0.373661E+02   0.519874E-07   0.160314E-03  -0.610979E-06
   180   0.525407E+04   0.797925E+00   0.000000E+00  -0.367283E+02   0.516806E-07   0.158885E-03  -0.606090E-06
   181   0.527784E+04   0.788211E+00   0.000000E+00  -0.360654E+02   0.513765E-07   0.157467E-03  -0.600446E-06
   182   0.530120E+04   0.778628E+00   0.000000E+00  -0.353757E+02   0.510752E-07   0.156062E-03  -0.594080E-06
   183   0.532408E+04   0.769098E+00   0.000000E+00  -0.346608E+02   0.507766E-07   0.154669E-03  -0.587028E-06
   184   0.534663E+04   0.759689E+00   0.000000E+00  -0.339197E+02   0.504807E-07   0.153287E-03  -0.579322E-06
   185   0.536877E+04   0.750544E+00   0.000000E+00  -0.331547E+02   0.501875E-07   0.151918E-03  -0.570998E-06
   186   0.539013E+04   0.741518E+00   0.000000E+00  -0.323627E+02   0.498969E-07   0.150561E-03  -0.562088E-06
   187   0.541139E+04   0.732745E+00   0.000000E+00  -0.315450E+02   0.496088E-07   0.149217E-03  -0.552628E-06
   188   0.543217E+04   0.724207E+00   0.000000E+00  -0.307032E+02   0.493234E-07   0.147884E-03  -0.542651E-06
   189   0.545239E+04   0.715936E+00   0.000000E+00  -0.298356E+02   0.490405E-07   0.146564E-03  -0.532191E-06
   190   0.547250E+04   0.707977E+00   0.000000E+00  -0.289443E+02   0.487601E-07   0.145256E-03  -0.521282E-06
   191   0.549177E+04   0.700348E+00   0.000000E+00  -0.280264E+02   0.484822E-07   0.143961E-03  -0.509958E-06
   192   0.551070E+04   0.693066E+00   0.000000E+00  -0.270840E+02   0.482068E-07   0.142678E-03  -0.498254E-06
   193   0.552909E+04   0.686171E+00   0.000000E+00  -0.261185E+02   0.479337E-07   0.141407E-03  -0.486202E-06
   194   0.554714E+04   0.679688E+00   0.000000E+00  -0.251276E+02   0.476631E-07   0.140149E-03  -0.473838E-06
   195   0.556464E+04   0.673647E+00   0.000000E+00  -0.241134E+02   0.473948E-07   0.138904E-03  -0.461195E-06
   196   0.558159E+04   0.668081E+00   0.000000E+00  -0.230751E+02   0.471289E-07   0.137671E-03  -0.448306E-06
   197   0.559814E+04   0.663030E+00   0.000000E+00  -0.220141E+02   0.468653E-07   0.136451E-03  -0.435207E-06
   198   0.561421E+04   0.658510E+00   0.000000E+00  -0.209297E+02   0.466039E-07   0.135244E-03  -0.421931E-06
   199   0.562980E+04   0.654554E+00   0.000000E+00  -0.198224E+02   0.463448E-07   0.134050E-03  -0.408511E-06
   200   0.564492E+04   0.651186E+00   0.000000E+00  -0.186929E+02   0.460879E-07   0.132868E-03  -0.394983E-06
   201   0.565949E+04   0.648461E+00   0.000000E+00  -0.175405E+02   0.458332E-07   0.131699E-03  -0.381374E-06
   202   0.567358E+04   0.646386E+00   0.000000E+00  -0.163664E+02   0.455807E-07   0.130543E-03  -0.367694E-06
   203   0.568711E+04   0.645021E+00   0.000000E+00  -0.151700E+02   0.453303E-07   0.129399E-03  -0.353946E-06
   204   0.570002E+04   0.644388E+00   0.000000E+00  -0.139540E+02   0.450820E-07   0.128268E-03  -0.340135E-06
   205   0.571245E+04   0.644532E+00   0.000000E+00  -0.127162E+02   0.448359E-07   0.127149E-03  -0.326265E-06
   206   0.572425E+04   0.645490E+00   0.000000E+00  -0.114577E+02   0.445918E-07   0.126043E-03  -0.312339E-06
   207   0.573556E+04   0.647285E+00   0.000000E+00  -0.101789E+02   0.443498E-07   0.124948E-03  -0.298362E-06
   208   0.574617E+04   0.649970E+00   0.000000E+00  -0.888021E+01   0.441099E-07   0.123865E-03  -0.284337E-06
   209   0.575621E+04   0.653566E+00   0.000000E+00  -0.756196E+01   0.438720E-07   0.122793E-03  -0.270269E-06
   210   0.576569E+04   0.658126E+00   0.000000E+00  -0.622493E+01   0.436362E-07   0.121733E-03  -0.256161E-06
   211   0.577461E+04   0.663680E+00   0.000000E+00  -0.486910E+01   0.434023E-07   0.120685E-03  -0.242017E-06
   212   0.578282E+04   0.670257E+00   0.000000E+00  -0.349532E+01   0.431704E-07   0.119647E-03  -0.227841E-06
   213   0.579053E+04   0.677904E+00   0.000000E+00  -0.210345E+01   0.429404E-07   0.118621E-03  -0.213638E-06
   214   0.579760E+04   0.686612E+00   0.000000E+00  -0.694621E+00   0.427125E-07   0.117606E-03  -0.199411E-06
   215   0.580411E+04   0.696574E+00   0.000000E+00   0.730514E+00   0.424864E-07   0.116601E-03  -0.185163E-06
   216   0.580997E+04   0.707606E+00   0.000000E+00   0.217256E+01   0.422622E-07   0.115607E-03  -0.170900E-06
   217   0.581533E+04   0.719864E+00   0.000000E+00   0.362960E+01   0.420399E-07   0.114623E-03  -0.156625E-06
   218   0.582004E+04   0.733347E+00   0.000000E+00   0.510193E+01   0.418195E-07   0.113649E-03  -0.142341E-06
   219   0.582419E+04   0.748057E+00   0.000000E+00   0.659061E+01   0.416010E-07   0.112686E-03  -0.128054E-06
   220   0.582775E+04   0.764141E+00   0.000000E+00   0.809128E+01   0.413842E-07   0.111732E-03  -0.113766E-06
   221   0.583074E+04   0.781527E+00   0.000000E+00   0.960623E+01   0.411693E-07   0.110788E-03  -0.994821E-07
   222   0.583316E+04   0.800362E+00   0.000000E+00   0.111341E+02   0.409562E-07   0.109854E-03  -0.852058E-07
   223   0.583484E+04   0.820572E+00   0.000000E+00   0.126756E+02   0.407448E-07   0.108929E-03  -0.709410E-07
   224   0.583609E+04   0.842159E+00   0.000000E+00   0.142273E+02   0.405352E-07   0.108014E-03  -0.566919E-07
   225   0.583669E+04   0.865270E+00   0.000000E+00   0.157921E+02   0.403273E-07   0.107108E-03  -0.424622E-07
   226   0.583671E+04   0.889906E+00   0.000000E+00   0.173664E+02   0.401212E-07   0.106211E-03  -0.282560E-07
   227   0.583606E+04   0.916067E+00   0.000000E+00   0.189518E+02   0.399167E-07   0.105323E-03  -0.140772E-07
   228   0.583491E+04   0.943754E+00   0.000000E+00   0.205469E+02   0.397139E-07   0.104443E-03   0.702187E-10
   229   0.583316E+04   0.973040E+00   0.000000E+00   0.221502E+02   0.395128E-07   0.103572E-03   0.141824E-07
   230   0.583076E+04   0.100393E+01   0.000000E+00   0.237627E+02   0.393133E-07   0.102709E-03   0.282553E-07
