#    L    TT             EE             BB             TE             PP             TP             EP          
   441   0.173294E+04   0.207570E+02   0.000000E+00  -0.505855E+02   0.167870E-07   0.886365E-05   0.165737E-05
   442   0.173811E+04   0.206324E+02   0.000000E+00  -0.519359E+02   0.167295E-07   0.866050E-05   0.166352E-05
   443   0.174366E+04   0.205053E+02   0.000000E+00  -0.532594E+02   0.166723E-07   0.845801E-05   0.166903E-05
   444   0.174944E+04   0.203757E+02   0.000000E+00  -0.545545E+02   0.166153E-07   0.825610E-05   0.167388E-05
   445   0.175545E+04   0.202413E+02   0.000000E+00  -0.558217E+02   0.165585E-07   0.805472E-05   0.167804E-05
   446   0.176162E+04   0.201058E+02   0.000000E+00  -0.570595E+02   0.165021E-07   0.785382E-05   0.168148E-05
   447   0.176810E+04   0.199677E+02   0.000000E+00  -0.582700E+02   0.164458E-07   0.765333E-05   0.168417E-05
   448   0.177475E+04   0.198254E+02   0.000000E+00  -0.594516E+02   0.163899E-07   0.745320E-05   0.168609E-05
   449   0.178170E+04   0.196813E+02   0.000000E+00  -0.606027E+02   0.163342E-07   0.725337E-05   0.168721E-05
   450   0.178890E+04   0.195351E+02   0.000000E+00  -0.617255E+02   0.162787E-07   0.705377E-05   0.168749E-05
   451   0.179627E+04   0.193855E+02   0.000000E+00  -0.628175E+02   0.162234E-07   0.685439E-05   0.168693E-05
   452   0.180380E+04   0.192339E+02   0.000000E+00  -0.638809E+02   0.161685E-07   0.665531E-05   0.168553E-05
   453   0.181165E+04   0.190803E+02   0.000000E+00  -0.649130E+02   0.161137E-07   0.645662E-05   0.168331E-05
   454   0.181959E+04   0.189240E+02   0.000000E+00  -0.659152E+02   0.160592E-07   0.625846E-05   0.168030E-05
   455   0.182770E+04   0.187656E+02   0.000000E+00  -0.668871E+02   0.160050E-07   0.606092E-05   0.167651E-05
   456   0.183613E+04   0.186044E+02   0.000000E+00  -0.678219E+02   0.159510E-07   0.586413E-05   0.167196E-05
   457   0.184457E+04   0.184419E+02   0.000000E+00  -0.687333E+02   0.158972E-07   0.566818E-05   0.166669E-05
   458   0.185326E+04   0.182774E+02   0.000000E+00  -0.696026E+02   0.158437E-07   0.547320E-05   0.166069E-05
   459   0.186211E+04   0.181115E+02   0.000000E+00  -0.704450E+02   0.157904E-07   0.527930E-05   0.165401E-05
   460   0.187113E+04   0.179428E+02   0.000000E+00  -0.712545E+02   0.157373E-07   0.508658E-05   0.164665E-05
   461   0.188024E+04   0.177728E+02   0.000000E+00  -0.720314E+02   0.156845E-07   0.489516E-05   0.163865E-05
   462   0.188952E+04   0.176007E+02   0.000000E+00  -0.727696E+02   0.156319E-07   0.470514E-05   0.163001E-05
   463   0.189889E+04   0.174279E+02   0.000000E+00  -0.734874E+02   0.155795E-07   0.451665E-05   0.162076E-05
   464   0.190835E+04   0.172538E+02   0.000000E+00  -0.741548E+02   0.155274E-07   0.432979E-05   0.161092E-05
   465   0.191790E+04   0.170783E+02   0.000000E+00  -0.748013E+02   0.154755E-07   0.414468E-05   0.160051E-05
   466   0.192762E+04   0.169006E+02   0.000000E+00  -0.754043E+02   0.154238E-07   0.396142E-05   0.158955E-05
   467   0.193750E+04   0.167223E+02   0.000000E+00  -0.759784E+02   0.153724E-07   0.378013E-05   0.157807E-05
   468   0.194740E+04   0.165433E+02   0.000000E+00  -0.765160E+02   0.153211E-07   0.360092E-05   0.156608E-05
   469   0.195739E+04   0.163622E+02   0.000000E+00  -0.770241E+02   0.152701E-07   0.342390E-05   0.155360E-05
   470   0.196755E+04   0.161810E+02   0.000000E+00  -0.774952E+02   0.152194E-07   0.324918E-05   0.154066E-05
   471   0.197757E+04   0.159999E+02   0.000000E+00  -0.779290E+02   0.151688E-07   0.307687E-05   0.152727E-05
   472   0.198784E+04   0.158174E+02   0.000000E+00  -0.783326E+02   0.151185E-07   0.290709E-05   0.151346E-05
   473   0.199811E+04   0.156341E+02   0.000000E+00  -0.786984E+02   0.150684E-07   0.273995E-05   0.149924E-05
   474   0.200848E+04   0.154508E+02   0.000000E+00  -0.790334E+02   0.150185E-07   0.257555E-05   0.148464E-05
   475   0.201894E+04   0.152661E+02   0.000000E+00  -0.793301E+02   0.149688E-07   0.241401E-05   0.146968E-05
   476   0.202934E+04   0.150820E+02   0.000000E+00  -0.795904E+02   0.149194E-07   0.225544E-05   0.145437E-05
   477   0.203975E+04   0.148972E+02   0.000000E+00  -0.798237E+02   0.148701E-07   0.209996E-05   0.143875E-05
   478   0.205025E+04   0.147116E+02   0.000000E+00  -0.800112E+02   0.148211E-07   0.194767E-05   0.142282E-05
   479   0.206077E+04   0.145268E+02   0.000000E+00  -0.801771E+02   0.147723E-07   0.179868E-05   0.140661E-05
   480   0.207130E+04   0.143418E+02   0.000000E+00  -0.803019E+02   0.147237E-07   0.165312E-05   0.139014E-05
   481   0.208185E+04   0.141568E+02   0.000000E+00  -0.803890E+02   0.146753E-07   0.151108E-05   0.137344E-05
   482   0.209249E+04   0.139724E+02   0.000000E+00  -0.804441E+02   0.146271E-07   0.137268E-05   0.135651E-05
   483   0.210299E+04   0.137880E+02   0.000000E+00  -0.804691E+02   0.145792E-07   0.123803E-05   0.133939E-05
   484   0.211343E+04   0.136042E+02   0.000000E+00  -0.804579E+02   0.145314E-07   0.110724E-05   0.132209E-05
   485   0.212403E+04   0.134203E+02   0.000000E+00  -0.804117E+02   0.144839E-07   0.980434E-06   0.130464E-05
   486   0.213457E+04   0.132377E+02   0.000000E+00  -0.803325E+02   0.144365E-07   0.857709E-06   0.128705E-05
   487   0.214506E+04   0.130558E+02   0.000000E+00  -0.802200E+02   0.143894E-07   0.739182E-06   0.126934E-05
   488   0.215548E+04   0.128737E+02   0.000000E+00  -0.800732E+02   0.143424E-07   0.624964E-06   0.125154E-05
   489   0.216591E+04   0.126930E+02   0.000000E+00  -0.798933E+02   0.142957E-07   0.515166E-06   0.123366E-05
   490   0.217636E+04   0.125136E+02   0.000000E+00  -0.796794E+02   0.142491E-07   0.409900E-06   0.121574E-05
   491   0.218659E+04   0.123348E+02   0.000000E+00  -0.794341E+02   0.142028E-07   0.309277E-06   0.119777E-05
   492   0.219692E+04   0.121572E+02   0.000000E+00  -0.791565E+02   0.141566E-07   0.213409E-06   0.117980E-05
   493   0.220718E+04   0.119795E+02   0.000000E+00  -0.788447E+02   0.141107E-07   0.122408E-06   0.116184E-05
   494   0.221738E+04   0.118045E+02   0.000000E+00  -0.785024E+02   0.140649E-07   0.363842E-07   0.114390E-05
   495   0.222744E+04   0.116301E+02   0.000000E+00  -0.781276E+02   0.140194E-07  -0.445502E-07   0.112601E-05
   496   0.223745E+04   0.114577E+02   0.000000E+00  -0.777217E+02   0.139740E-07  -0.120284E-06   0.110820E-05
   497   0.224738E+04   0.112865E+02   0.000000E+00  -0.772836E+02   0.139288E-07  -0.190706E-06   0.109047E-05
   498   0.225726E+04   0.111158E+02   0.000000E+00  -0.768161E+02   0.138838E-07  -0.255703E-06   0.107286E-05
   499   0.226715E+04   0.109478E+02   0.000000E+00  -0.763159E+02   0.138391E-07  -0.315166E-06   0.105538E-05
   500   0.227690E+04   0.107804E+02   0.000000E+00  -0.757872E+02   0.137944E-07  -0.368982E-06   0.103805E-05
   501   0.228644E+04   0.106156E+02   0.000000E+00  -0.752284E+02   0.137500E-07  -0.417085E-06   0.102089E-05
   502   0.229606E+04   0.104528E+02   0.000000E+00  -0.746391E+02   0.137058E-07  -0.459587E-06   0.100391E-05
   503   0.230547E+04   0.102913E+02   0.000000E+00  -0.740217E+02   0.136617E-07  -0.496646E-06   0.987085E-06
   504   0.231473E+04   0.101318E+02   0.000000E+00  -0.733743E+02   0.136179E-07  -0.528418E-06   0.970429E-06
   505   0.232407E+04   0.997511E+01   0.000000E+00  -0.727005E+02   0.135742E-07  -0.555060E-06   0.953933E-06
   506   0.233312E+04   0.982070E+01   0.000000E+00  -0.719981E+02   0.135307E-07  -0.576730E-06   0.937596E-06
   507   0.234216E+04   0.966827E+01   0.000000E+00  -0.712691E+02   0.134874E-07  -0.593585E-06   0.921415E-06
   508   0.235098E+04   0.951891E+01   0.000000E+00  -0.705126E+02   0.134443E-07  -0.605781E-06   0.905385E-06
   509   0.235972E+04   0.937167E+01   0.000000E+00  -0.697315E+02   0.134013E-07  -0.613477E-06   0.889505E-06
   510   0.236823E+04   0.922725E+01   0.000000E+00  -0.689248E+02   0.133585E-07  -0.616829E-06   0.873771E-06
   511   0.237673E+04   0.908539E+01   0.000000E+00  -0.680924E+02   0.133160E-07  -0.615995E-06   0.858179E-06
   512   0.238500E+04   0.894656E+01   0.000000E+00  -0.672357E+02   0.132735E-07  -0.611131E-06   0.842728E-06
   513   0.239318E+04   0.881057E+01   0.000000E+00  -0.663560E+02   0.132313E-07  -0.602394E-06   0.827414E-06
   514   0.240120E+04   0.867775E+01   0.000000E+00  -0.654531E+02   0.131893E-07  -0.589942E-06   0.812234E-06
   515   0.240906E+04   0.854805E+01   0.000000E+00  -0.645270E+02   0.131474E-07  -0.573932E-06   0.797186E-06
   516   0.241674E+04   0.842159E+01   0.000000E+00  -0.635790E+02   0.131057E-07  -0.554520E-06   0.782264E-06
   517   0.242419E+04   0.829852E+01   0.000000E+00  -0.626096E+02   0.130642E-07  -0.531865E-06   0.767468E-06
   518   0.243153E+04   0.817875E+01   0.000000E+00  -0.616195E+02   0.130228E-07  -0.506122E-06   0.752794E-06
   519   0.243878E+04   0.806253E+01   0.000000E+00  -0.606078E+02   0.129816E-07  -0.477450E-06   0.738239E-06
   520   0.244578E+04   0.794980E+01   0.000000E+00  -0.595774E+02   0.129406E-07  -0.446005E-06   0.723799E-06
   521   0.245253E+04   0.784068E+01   0.000000E+00  -0.585280E+02   0.128998E-07  -0.411944E-06   0.709472E-06
   522   0.245910E+04   0.773542E+01   0.000000E+00  -0.574595E+02   0.128591E-07  -0.375424E-06   0.695255E-06
   523   0.246556E+04   0.763389E+01   0.000000E+00  -0.563734E+02   0.128186E-07  -0.336603E-06   0.681145E-06
   524   0.247184E+04   0.753614E+01   0.000000E+00  -0.552701E+02   0.127783E-07  -0.295637E-06   0.667138E-06
   525   0.247779E+04   0.744234E+01   0.000000E+00  -0.541489E+02   0.127382E-07  -0.252684E-06   0.653232E-06
   526   0.248362E+04   0.735252E+01   0.000000E+00  -0.530117E+02   0.126982E-07  -0.207900E-06   0.639424E-06
   527   0.248941E+04   0.726671E+01   0.000000E+00  -0.518592E+02   0.126584E-07  -0.161443E-06   0.625710E-06
   528   0.249487E+04   0.718494E+01   0.000000E+00  -0.506928E+02   0.126187E-07  -0.113470E-06   0.612088E-06
   529   0.250013E+04   0.710754E+01   0.000000E+00  -0.495108E+02   0.125792E-07  -0.641372E-07   0.598555E-06
   530   0.250512E+04   0.703432E+01   0.000000E+00  -0.483168E+02   0.125399E-07  -0.136024E-07   0.585107E-06
   531   0.251014E+04   0.696524E+01   0.000000E+00  -0.471077E+02   0.125008E-07   0.379777E-07   0.571741E-06
   532   0.251474E+04   0.690061E+01   0.000000E+00  -0.458870E+02   0.124618E-07   0.904460E-07   0.558455E-06
   533   0.251914E+04   0.684033E+01   0.000000E+00  -0.446546E+02   0.124230E-07   0.143645E-06   0.545245E-06
   534   0.252333E+04   0.678450E+01   0.000000E+00  -0.434111E+02   0.123843E-07   0.197419E-06   0.532109E-06
   535   0.252732E+04   0.673321E+01   0.000000E+00  -0.421572E+02   0.123458E-07   0.251609E-06   0.519043E-06
   536   0.253111E+04   0.668637E+01   0.000000E+00  -0.408926E+02   0.123074E-07   0.306060E-06   0.506045E-06
   537   0.253476E+04   0.664407E+01   0.000000E+00  -0.396188E+02   0.122693E-07   0.360614E-06   0.493111E-06
   538   0.253805E+04   0.660648E+01   0.000000E+00  -0.383362E+02   0.122312E-07   0.415113E-06   0.480238E-06
   539   0.254120E+04   0.657335E+01   0.000000E+00  -0.370456E+02   0.121934E-07   0.469402E-06   0.467423E-06
   540   0.254414E+04   0.654515E+01   0.000000E+00  -0.357476E+02   0.121557E-07   0.523322E-06   0.454664E-06
   541   0.254678E+04   0.652146E+01   0.000000E+00  -0.344419E+02   0.121181E-07   0.576718E-06   0.441957E-06
   542   0.254929E+04   0.650253E+01   0.000000E+00  -0.331307E+02   0.120808E-07   0.629432E-06   0.429299E-06
   543   0.255150E+04   0.648849E+01   0.000000E+00  -0.318133E+02   0.120435E-07   0.681306E-06   0.416687E-06
   544   0.255356E+04   0.647919E+01   0.000000E+00  -0.304907E+02   0.120064E-07   0.732185E-06   0.404118E-06
   545   0.255532E+04   0.647468E+01   0.000000E+00  -0.291633E+02   0.119695E-07   0.781910E-06   0.391589E-06
   546   0.255693E+04   0.647476E+01   0.000000E+00  -0.278319E+02   0.119327E-07   0.830326E-06   0.379098E-06
   547   0.255824E+04   0.647969E+01   0.000000E+00  -0.264967E+02   0.118961E-07   0.877274E-06   0.366640E-06
   548   0.255939E+04   0.648950E+01   0.000000E+00  -0.251587E+02   0.118597E-07   0.922599E-06   0.354213E-06
   549   0.256031E+04   0.650421E+01   0.000000E+00  -0.238183E+02   0.118233E-07   0.966143E-06   0.341815E-06
   550   0.256099E+04   0.652387E+01   0.000000E+00  -0.224761E+02   0.117872E-07   0.100775E-05   0.329441E-06
   551   0.256152E+04   0.654849E+01   0.000000E+00  -0.211325E+02   0.117512E-07   0.104730E-05   0.317090E-06
   552   0.256173E+04   0.657813E+01   0.000000E+00  -0.197887E+02   0.117153E-07   0.108481E-05   0.304758E-06
   553   0.256177E+04   0.661135E+01   0.000000E+00  -0.184452E+02   0.116796E-07   0.112037E-05   0.292445E-06
   554   0.256158E+04   0.665116E+01   0.000000E+00  -0.171029E+02   0.116440E-07   0.115403E-05   0.280150E-06
   555   0.256114E+04   0.669539E+01   0.000000E+00  -0.157629E+02   0.116086E-07   0.118585E-05   0.267869E-06
   556   0.256046E+04   0.674482E+01   0.000000E+00  -0.144254E+02   0.115733E-07   0.121591E-05   0.255601E-06
   557   0.255960E+04   0.679876E+01   0.000000E+00  -0.130924E+02   0.115382E-07   0.124426E-05   0.243345E-06
   558   0.255850E+04   0.685874E+01   0.000000E+00  -0.117636E+02   0.115032E-07   0.127098E-05   0.231100E-06
   559   0.255715E+04   0.692259E+01   0.000000E+00  -0.104397E+02   0.114684E-07   0.129614E-05   0.218862E-06
   560   0.255569E+04   0.699108E+01   0.000000E+00  -0.912258E+01   0.114337E-07   0.131978E-05   0.206632E-06
   561   0.255383E+04   0.706502E+01   0.000000E+00  -0.781227E+01   0.113991E-07   0.134199E-05   0.194406E-06
   562   0.255194E+04   0.714444E+01   0.000000E+00  -0.650974E+01   0.113647E-07   0.136282E-05   0.182183E-06
   563   0.254980E+04   0.722791E+01   0.000000E+00  -0.521367E+01   0.113305E-07   0.138235E-05   0.169962E-06
   564   0.254746E+04   0.731771E+01   0.000000E+00  -0.392945E+01   0.112963E-07   0.140063E-05   0.157740E-06
   565   0.254487E+04   0.741091E+01   0.000000E+00  -0.265353E+01   0.112624E-07   0.141774E-05   0.145517E-06
   566   0.254209E+04   0.750979E+01   0.000000E+00  -0.138906E+01   0.112285E-07   0.143374E-05   0.133290E-06
   567   0.253912E+04   0.761290E+01   0.000000E+00  -0.135473E+00   0.111948E-07   0.144869E-05   0.121058E-06
   568   0.253596E+04   0.772179E+01   0.000000E+00   0.110556E+01   0.111613E-07   0.146266E-05   0.108819E-06
   569   0.253254E+04   0.783575E+01   0.000000E+00   0.233611E+01   0.111278E-07   0.147572E-05   0.965715E-07
   570   0.252899E+04   0.795409E+01   0.000000E+00   0.355078E+01   0.110946E-07   0.148792E-05   0.843134E-07
   571   0.252517E+04   0.807760E+01   0.000000E+00   0.475163E+01   0.110614E-07   0.149935E-05   0.720431E-07
   572   0.252115E+04   0.820559E+01   0.000000E+00   0.593849E+01   0.110284E-07   0.151006E-05   0.597591E-07
   573   0.251701E+04   0.833809E+01   0.000000E+00   0.710895E+01   0.109955E-07   0.152012E-05   0.474596E-07
   574   0.251267E+04   0.847591E+01   0.000000E+00   0.826432E+01   0.109628E-07   0.152959E-05   0.351429E-07
   575   0.250812E+04   0.861760E+01   0.000000E+00   0.940220E+01   0.109302E-07   0.153854E-05   0.228074E-07
   576   0.250344E+04   0.876470E+01   0.000000E+00   0.105239E+02   0.108977E-07   0.154703E-05   0.104513E-07
   577   0.249848E+04   0.891651E+01   0.000000E+00   0.116277E+02   0.108654E-07   0.155513E-05  -0.192717E-08
   578   0.249339E+04   0.907233E+01   0.000000E+00   0.127128E+02   0.108332E-07   0.156292E-05  -0.143296E-07
   579   0.248816E+04   0.923370E+01   0.000000E+00   0.137797E+02   0.108011E-07   0.157044E-05  -0.267576E-07
   580   0.248279E+04   0.939918E+01   0.000000E+00   0.148260E+02   0.107692E-07   0.157777E-05  -0.392131E-07
   581   0.247706E+04   0.956882E+01   0.000000E+00   0.158537E+02   0.107374E-07   0.158497E-05  -0.516976E-07
   582   0.247127E+04   0.974340E+01   0.000000E+00   0.168604E+02   0.107057E-07   0.159211E-05  -0.642129E-07
   583   0.246533E+04   0.992224E+01   0.000000E+00   0.178453E+02   0.106741E-07   0.159926E-05  -0.767607E-07
   584   0.245924E+04   0.101054E+02   0.000000E+00   0.188097E+02   0.106427E-07   0.160647E-05  -0.893427E-07
   585   0.245301E+04   0.102928E+02   0.000000E+00   0.197518E+02   0.106114E-07   0.161382E-05  -0.101961E-06
   586   0.244656E+04   0.104840E+02   0.000000E+00   0.206714E+02   0.105803E-07   0.162137E-05  -0.114616E-06
   587   0.244003E+04   0.106803E+02   0.000000E+00   0.215686E+02   0.105492E-07   0.162919E-05  -0.127311E-06
   588   0.243328E+04   0.108803E+02   0.000000E+00   0.224414E+02   0.105183E-07   0.163733E-05  -0.140046E-06
   589   0.242637E+04   0.110849E+02   0.000000E+00   0.232914E+02   0.104876E-07   0.164588E-05  -0.152825E-06
   590   0.241931E+04   0.112926E+02   0.000000E+00   0.241174E+02   0.104569E-07   0.165489E-05  -0.165647E-06
   591   0.241217E+04   0.115057E+02   0.000000E+00   0.249188E+02   0.104264E-07   0.166442E-05  -0.178516E-06
   592   0.240487E+04   0.117212E+02   0.000000E+00   0.256944E+02   0.103960E-07   0.167455E-05  -0.191433E-06
   593   0.239740E+04   0.119421E+02   0.000000E+00   0.264464E+02   0.103657E-07   0.168534E-05  -0.204399E-06
   594   0.238970E+04   0.121664E+02   0.000000E+00   0.271716E+02   0.103355E-07   0.169686E-05  -0.217416E-06
   595   0.238192E+04   0.123932E+02   0.000000E+00   0.278720E+02   0.103055E-07   0.170916E-05  -0.230486E-06
   596   0.237411E+04   0.126257E+02   0.000000E+00   0.285453E+02   0.102756E-07   0.172233E-05  -0.243611E-06
   597   0.236614E+04   0.128593E+02   0.000000E+00   0.291928E+02   0.102458E-07   0.173641E-05  -0.256791E-06
   598   0.235822E+04   0.130979E+02   0.000000E+00   0.298136E+02   0.102161E-07   0.175148E-05  -0.270030E-06
   599   0.235006E+04   0.133400E+02   0.000000E+00   0.304082E+02   0.101866E-07   0.176760E-05  -0.283329E-06
   600   0.234172E+04   0.135857E+02   0.000000E+00   0.309749E+02   0.101571E-07   0.178485E-05  -0.296689E-06
   601   0.233329E+04   0.138350E+02   0.000000E+00   0.315143E+02   0.101278E-07   0.180326E-05  -0.310110E-06
   602   0.232475E+04   0.140865E+02   0.000000E+00   0.320254E+02   0.100986E-07   0.182284E-05  -0.323590E-06
   603   0.231605E+04   0.143423E+02   0.000000E+00   0.325099E+02   0.100695E-07   0.184357E-05  -0.337123E-06
   604   0.230739E+04   0.146003E+02   0.000000E+00   0.329655E+02   0.100406E-07   0.186544E-05  -0.350703E-06
   605   0.229856E+04   0.148612E+02   0.000000E+00   0.333923E+02   0.100117E-07   0.188842E-05  -0.364325E-06
   606   0.228971E+04   0.151250E+02   0.000000E+00   0.337902E+02   0.998302E-08   0.191251E-05  -0.377985E-06
   607   0.228053E+04   0.153918E+02   0.000000E+00   0.341587E+02   0.995441E-08   0.193769E-05  -0.391678E-06
   608   0.227149E+04   0.156615E+02   0.000000E+00   0.344975E+02   0.992591E-08   0.196393E-05  -0.405397E-06
   609   0.226242E+04   0.159327E+02   0.000000E+00   0.348063E+02   0.989753E-08   0.199123E-05  -0.419139E-06
   610   0.225318E+04   0.162061E+02   0.000000E+00   0.350847E+02   0.986926E-08   0.201956E-05  -0.432897E-06
   611   0.224391E+04   0.164825E+02   0.000000E+00   0.353331E+02   0.984111E-08   0.204892E-05  -0.446668E-06
   612   0.223463E+04   0.167620E+02   0.000000E+00   0.355519E+02   0.981307E-08   0.207929E-05  -0.460444E-06
   613   0.222518E+04   0.170407E+02   0.000000E+00   0.357386E+02   0.978515E-08   0.211064E-05  -0.474223E-06
   614   0.221578E+04   0.173231E+02   0.000000E+00   0.358942E+02   0.975733E-08   0.214296E-05  -0.487997E-06
   615   0.220629E+04   0.176064E+02   0.000000E+00   0.360193E+02   0.972963E-08   0.217624E-05  -0.501763E-06
   616   0.219677E+04   0.178927E+02   0.000000E+00   0.361133E+02   0.970204E-08   0.221046E-05  -0.515515E-06
   617   0.218732E+04   0.181806E+02   0.000000E+00   0.361760E+02   0.967456E-08   0.224561E-05  -0.529249E-06
   618   0.217777E+04   0.184700E+02   0.000000E+00   0.362064E+02   0.964719E-08   0.228166E-05  -0.542957E-06
   619   0.216812E+04   0.187618E+02   0.000000E+00   0.362069E+02   0.961993E-08   0.231860E-05  -0.556637E-06
   620   0.215861E+04   0.190530E+02   0.000000E+00   0.361751E+02   0.959278E-08   0.235642E-05  -0.570282E-06
   621   0.214893E+04   0.193465E+02   0.000000E+00   0.361113E+02   0.956574E-08   0.239510E-05  -0.583888E-06
   622   0.213931E+04   0.196409E+02   0.000000E+00   0.360153E+02   0.953881E-08   0.243462E-05  -0.597449E-06
   623   0.212974E+04   0.199354E+02   0.000000E+00   0.358888E+02   0.951198E-08   0.247496E-05  -0.610960E-06
   624   0.212009E+04   0.202309E+02   0.000000E+00   0.357301E+02   0.948526E-08   0.251612E-05  -0.624417E-06
   625   0.211041E+04   0.205272E+02   0.000000E+00   0.355388E+02   0.945865E-08   0.255807E-05  -0.637813E-06
   626   0.210080E+04   0.208245E+02   0.000000E+00   0.353160E+02   0.943214E-08   0.260080E-05  -0.651144E-06
   627   0.209125E+04   0.211220E+02   0.000000E+00   0.350615E+02   0.940575E-08   0.264429E-05  -0.664405E-06
   628   0.208168E+04   0.214197E+02   0.000000E+00   0.347748E+02   0.937945E-08   0.268852E-05  -0.677590E-06
   629   0.207217E+04   0.217176E+02   0.000000E+00   0.344563E+02   0.935326E-08   0.273348E-05  -0.690695E-06
   630   0.206257E+04   0.220157E+02   0.000000E+00   0.341051E+02   0.932718E-08   0.277916E-05  -0.703714E-06
   631   0.205303E+04   0.223141E+02   0.000000E+00   0.337236E+02   0.930120E-08   0.282553E-05  -0.716642E-06
   632   0.204363E+04   0.226120E+02   0.000000E+00   0.333093E+02   0.927532E-08   0.287258E-05  -0.729475E-06
   633   0.203414E+04   0.229109E+02   0.000000E+00   0.328642E+02   0.924955E-08   0.292029E-05  -0.742206E-06
   634   0.202478E+04   0.232078E+02   0.000000E+00   0.323878E+02   0.922388E-08   0.296866E-05  -0.754831E-06
   635   0.201549E+04   0.235057E+02   0.000000E+00   0.318802E+02   0.919830E-08   0.301765E-05  -0.767345E-06
   636   0.200611E+04   0.238040E+02   0.000000E+00   0.313417E+02   0.917284E-08   0.306726E-05  -0.779742E-06
   637   0.199687E+04   0.240996E+02   0.000000E+00   0.307713E+02   0.914747E-08   0.311747E-05  -0.792018E-06
   638   0.198769E+04   0.243962E+02   0.000000E+00   0.301709E+02   0.912220E-08   0.316826E-05  -0.804167E-06
   639   0.197858E+04   0.246910E+02   0.000000E+00   0.295393E+02   0.909704E-08   0.321962E-05  -0.816184E-06
   640   0.196953E+04   0.249861E+02   0.000000E+00   0.288775E+02   0.907196E-08   0.327152E-05  -0.828064E-06
   641   0.196054E+04   0.252800E+02   0.000000E+00   0.281852E+02   0.904700E-08   0.332397E-05  -0.839802E-06
   642   0.195154E+04   0.255721E+02   0.000000E+00   0.274630E+02   0.902212E-08   0.337692E-05  -0.851393E-06
   643   0.194268E+04   0.258646E+02   0.000000E+00   0.267108E+02   0.899735E-08   0.343038E-05  -0.862832E-06
   644   0.193397E+04   0.261537E+02   0.000000E+00   0.259290E+02   0.897268E-08   0.348433E-05  -0.874113E-06
   645   0.192524E+04   0.264425E+02   0.000000E+00   0.251177E+02   0.894810E-08   0.353874E-05  -0.885231E-06
   646   0.191658E+04   0.267302E+02   0.000000E+00   0.242770E+02   0.892361E-08   0.359361E-05  -0.896182E-06
   647   0.190814E+04   0.270161E+02   0.000000E+00   0.234069E+02   0.889923E-08   0.364891E-05  -0.906960E-06
   648   0.189961E+04   0.273010E+02   0.000000E+00   0.225089E+02   0.887494E-08   0.370463E-05  -0.917560E-06
   649   0.189130E+04   0.275833E+02   0.000000E+00   0.215818E+02   0.885074E-08   0.376076E-05  -0.927977E-06
   650   0.188306E+04   0.278639E+02   0.000000E+00   0.206269E+02   0.882664E-08   0.381727E-05  -0.938205E-06
   651   0.187489E+04   0.281441E+02   0.000000E+00   0.196439E+02   0.880263E-08   0.387416E-05  -0.948241E-06
   652   0.186678E+04   0.284219E+02   0.000000E+00   0.186332E+02   0.877872E-08   0.393140E-05  -0.958081E-06
   653   0.185890E+04   0.286962E+02   0.000000E+00   0.175962E+02   0.875490E-08   0.398896E-05  -0.967725E-06
   654   0.185102E+04   0.289694E+02   0.000000E+00   0.165335E+02   0.873117E-08   0.404684E-05  -0.977169E-06
   655   0.184321E+04   0.292407E+02   0.000000E+00   0.154441E+02   0.870753E-08   0.410501E-05  -0.986413E-06
   656   0.183563E+04   0.295092E+02   0.000000E+00   0.143295E+02   0.868399E-08   0.416345E-05  -0.995454E-06
   657   0.182813E+04   0.297750E+02   0.000000E+00   0.131908E+02   0.866053E-08   0.422214E-05  -0.100429E-05
   658   0.182065E+04   0.300387E+02   0.000000E+00   0.120272E+02   0.863717E-08   0.428106E-05  -0.101292E-05
   659   0.181346E+04   0.302994E+02   0.000000E+00   0.108400E+02   0.861390E-08   0.434020E-05  -0.102134E-05
   660   0.180637E+04   0.305566E+02   0.000000E+00   0.962980E+01   0.859072E-08   0.439952E-05  -0.102955E-05
   661   0.179937E+04   0.308107E+02   0.000000E+00   0.839789E+01   0.856763E-08   0.445901E-05  -0.103755E-05
   662   0.179253E+04   0.310626E+02   0.000000E+00   0.714263E+01   0.854463E-08   0.451866E-05  -0.104534E-05
   663   0.178578E+04   0.313115E+02   0.000000E+00   0.586533E+01   0.852171E-08   0.457843E-05  -0.105290E-05
   664   0.177921E+04   0.315557E+02   0.000000E+00   0.456806E+01   0.849889E-08   0.463831E-05  -0.106026E-05
   665   0.177273E+04   0.317969E+02   0.000000E+00   0.324990E+01   0.847615E-08   0.469829E-05  -0.106739E-05
   666   0.176643E+04   0.320348E+02   0.000000E+00   0.191217E+01   0.845351E-08   0.475833E-05  -0.107430E-05
   667   0.176030E+04   0.322687E+02   0.000000E+00   0.554701E+00   0.843094E-08   0.481843E-05  -0.108098E-05
   668   0.175420E+04   0.324994E+02   0.000000E+00  -0.821924E+00   0.840847E-08   0.487855E-05  -0.108745E-05
   669   0.174843E+04   0.327259E+02   0.000000E+00  -0.221639E+01   0.838608E-08   0.493868E-05  -0.109368E-05
   670   0.174270E+04   0.329484E+02   0.000000E+00  -0.362738E+01   0.836378E-08   0.499881E-05  -0.109969E-05
   671   0.173723E+04   0.331682E+02   0.000000E+00  -0.505655E+01   0.834156E-08   0.505890E-05  -0.110546E-05
   672   0.173179E+04   0.333822E+02   0.000000E+00  -0.650258E+01   0.831943E-08   0.511894E-05  -0.111100E-05
