#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   105   0.286735E+04  -0.251347E+02   0.340344E-03  -0.251347E+02   0.760474E+00  -0.601307E-06   0.340344E-03  -0.601307E-06   0.843483E-07
   106   0.289974E+04  -0.257626E+02   0.336200E-03  -0.257626E+02   0.773478E+00  -0.631599E-06   0.336200E-03  -0.631599E-06   0.837615E-07
   107   0.293205E+04  -0.263884E+02   0.332130E-03  -0.263884E+02   0.786233E+00  -0.661325E-06   0.332130E-03  -0.661325E-06   0.831790E-07
   108   0.296473E+04  -0.270132E+02   0.328129E-03  -0.270132E+02   0.798815E+00  -0.690192E-06   0.328129E-03  -0.690192E-06   0.826009E-07
   109   0.299756E+04  -0.276355E+02   0.324195E-03  -0.276355E+02   0.811150E+00  -0.717905E-06   0.324195E-03  -0.717905E-06   0.820272E-07
   110   0.303046E+04  -0.282539E+02   0.320322E-03  -0.282539E+02   0.823241E+00  -0.744171E-06   0.320322E-03  -0.744171E-06   0.814580E-07
   111   0.306353E+04  -0.288700E+02   0.316509E-03  -0.288700E+02   0.835163E+00  -0.768747E-06   0.316509E-03  -0.768747E-06   0.808933E-07
   112   0.309674E+04  -0.294830E+02   0.312752E-03  -0.294830E+02   0.846843E+00  -0.791585E-06   0.312752E-03  -0.791585E-06   0.803331E-07
   113   0.313018E+04  -0.300916E+02   0.309053E-03  -0.300916E+02   0.858280E+00  -0.812689E-06   0.309053E-03  -0.812689E-06   0.797774E-07
   114   0.316370E+04  -0.306948E+02   0.305412E-03  -0.306948E+02   0.869401E+00  -0.832062E-06   0.305412E-03  -0.832062E-06   0.792262E-07
   115   0.319745E+04  -0.312927E+02   0.301827E-03  -0.312927E+02   0.880354E+00  -0.849708E-06   0.301827E-03  -0.849708E-06   0.786794E-07
   116   0.323119E+04  -0.318846E+02   0.298298E-03  -0.318846E+02   0.890916E+00  -0.865628E-06   0.298298E-03  -0.865628E-06   0.781370E-07
   117   0.326523E+04  -0.324698E+02   0.294826E-03  -0.324698E+02   0.901163E+00  -0.879827E-06   0.294826E-03  -0.879827E-06   0.775991E-07
   118   0.329942E+04  -0.330488E+02   0.291409E-03  -0.330488E+02   0.911243E+00  -0.892307E-06   0.291409E-03  -0.892307E-06   0.770656E-07
   119   0.333360E+04  -0.336196E+02   0.288048E-03  -0.336196E+02   0.921007E+00  -0.903071E-06   0.288048E-03  -0.903071E-06   0.765365E-07
   120   0.336793E+04  -0.341821E+02   0.284742E-03  -0.341821E+02   0.930307E+00  -0.912123E-06   0.284742E-03  -0.912123E-06   0.760117E-07
   121   0.340225E+04  -0.347363E+02   0.281492E-03  -0.347363E+02   0.939441E+00  -0.919466E-06   0.281492E-03  -0.919466E-06   0.754914E-07
   122   0.343664E+04  -0.352814E+02   0.278296E-03  -0.352814E+02   0.948112E+00  -0.925102E-06   0.278296E-03  -0.925102E-06   0.749754E-07
   123   0.347109E+04  -0.358175E+02   0.275154E-03  -0.358175E+02   0.956393E+00  -0.929036E-06   0.275154E-03  -0.929036E-06   0.744637E-07
   124   0.350561E+04  -0.363416E+02   0.272066E-03  -0.363416E+02   0.964361E+00  -0.931269E-06   0.272066E-03  -0.931269E-06   0.739564E-07
   125   0.354012E+04  -0.368558E+02   0.269033E-03  -0.368558E+02   0.971939E+00  -0.931805E-06   0.269033E-03  -0.931805E-06   0.734534E-07
   126   0.357469E+04  -0.373595E+02   0.266052E-03  -0.373595E+02   0.979204E+00  -0.930647E-06   0.266052E-03  -0.930647E-06   0.729547E-07
   127   0.360924E+04  -0.378519E+02   0.263125E-03  -0.378519E+02   0.986007E+00  -0.927798E-06   0.263125E-03  -0.927798E-06   0.724603E-07
   128   0.364379E+04  -0.383322E+02   0.260251E-03  -0.383322E+02   0.992496E+00  -0.923262E-06   0.260251E-03  -0.923262E-06   0.719702E-07
   129   0.367839E+04  -0.387997E+02   0.257429E-03  -0.387997E+02   0.998523E+00  -0.917040E-06   0.257429E-03  -0.917040E-06   0.714843E-07
   130   0.371297E+04  -0.392537E+02   0.254659E-03  -0.392537E+02   0.100409E+01  -0.909138E-06   0.254659E-03  -0.909138E-06   0.710027E-07
   131   0.374753E+04  -0.396956E+02   0.251941E-03  -0.396956E+02   0.100934E+01  -0.899583E-06   0.251941E-03  -0.899583E-06   0.705253E-07
   132   0.378216E+04  -0.401225E+02   0.249274E-03  -0.401225E+02   0.101413E+01  -0.888514E-06   0.249274E-03  -0.888514E-06   0.700521E-07
   133   0.381669E+04  -0.405366E+02   0.246657E-03  -0.405366E+02   0.101853E+01  -0.876094E-06   0.246657E-03  -0.876094E-06   0.695831E-07
   134   0.385121E+04  -0.409336E+02   0.244087E-03  -0.409336E+02   0.102254E+01  -0.862486E-06   0.244087E-03  -0.862486E-06   0.691182E-07
   135   0.388571E+04  -0.413163E+02   0.241565E-03  -0.413163E+02   0.102608E+01  -0.847855E-06   0.241565E-03  -0.847855E-06   0.686574E-07
   136   0.392005E+04  -0.416813E+02   0.239088E-03  -0.416813E+02   0.102915E+01  -0.832364E-06   0.239088E-03  -0.832364E-06   0.682007E-07
   137   0.395439E+04  -0.420306E+02   0.236655E-03  -0.420306E+02   0.103182E+01  -0.816176E-06   0.236655E-03  -0.816176E-06   0.677480E-07
   138   0.398864E+04  -0.423628E+02   0.234265E-03  -0.423628E+02   0.103402E+01  -0.799456E-06   0.234265E-03  -0.799456E-06   0.672994E-07
   139   0.402266E+04  -0.426773E+02   0.231917E-03  -0.426773E+02   0.103590E+01  -0.782366E-06   0.231917E-03  -0.782366E-06   0.668547E-07
   140   0.405674E+04  -0.429749E+02   0.229610E-03  -0.429749E+02   0.103723E+01  -0.765072E-06   0.229610E-03  -0.765072E-06   0.664140E-07
   141   0.409060E+04  -0.432532E+02   0.227341E-03  -0.432532E+02   0.103808E+01  -0.747736E-06   0.227341E-03  -0.747736E-06   0.659772E-07
   142   0.412446E+04  -0.435131E+02   0.225111E-03  -0.435131E+02   0.103853E+01  -0.730522E-06   0.225111E-03  -0.730522E-06   0.655442E-07
   143   0.415823E+04  -0.437546E+02   0.222918E-03  -0.437546E+02   0.103858E+01  -0.713594E-06   0.222918E-03  -0.713594E-06   0.651151E-07
   144   0.419178E+04  -0.439770E+02   0.220759E-03  -0.439770E+02   0.103814E+01  -0.697116E-06   0.220759E-03  -0.697116E-06   0.646899E-07
   145   0.422519E+04  -0.441797E+02   0.218635E-03  -0.441797E+02   0.103737E+01  -0.681250E-06   0.218635E-03  -0.681250E-06   0.642684E-07
   146   0.425867E+04  -0.443625E+02   0.216544E-03  -0.443625E+02   0.103604E+01  -0.666162E-06   0.216544E-03  -0.666162E-06   0.638507E-07
   147   0.429178E+04  -0.445242E+02   0.214484E-03  -0.445242E+02   0.103437E+01  -0.652014E-06   0.214484E-03  -0.652014E-06   0.634366E-07
   148   0.432474E+04  -0.446661E+02   0.212455E-03  -0.446661E+02   0.103222E+01  -0.638971E-06   0.212455E-03  -0.638971E-06   0.630263E-07
   149   0.435764E+04  -0.447868E+02   0.210454E-03  -0.447868E+02   0.102966E+01  -0.627196E-06   0.210454E-03  -0.627196E-06   0.626197E-07
   150   0.439024E+04  -0.448842E+02   0.208481E-03  -0.448842E+02   0.102675E+01  -0.616852E-06   0.208481E-03  -0.616852E-06   0.622166E-07
   151   0.442271E+04  -0.449612E+02   0.206535E-03  -0.449612E+02   0.102342E+01  -0.608059E-06   0.206535E-03  -0.608059E-06   0.618172E-07
   152   0.445488E+04  -0.450164E+02   0.204615E-03  -0.450164E+02   0.101960E+01  -0.600762E-06   0.204615E-03  -0.600762E-06   0.614213E-07
   153   0.448692E+04  -0.450474E+02   0.202720E-03  -0.450474E+02   0.101543E+01  -0.594858E-06   0.202720E-03  -0.594858E-06   0.610290E-07
   154   0.451875E+04  -0.450565E+02   0.200850E-03  -0.450565E+02   0.101091E+01  -0.590248E-06   0.200850E-03  -0.590248E-06   0.606401E-07
   155   0.455036E+04  -0.450429E+02   0.199003E-03  -0.450429E+02   0.100603E+01  -0.586830E-06   0.199003E-03  -0.586830E-06   0.602548E-07
   156   0.458162E+04  -0.450066E+02   0.197181E-03  -0.450066E+02   0.100079E+01  -0.584505E-06   0.197181E-03  -0.584505E-06   0.598729E-07
   157   0.461281E+04  -0.449460E+02   0.195381E-03  -0.449460E+02   0.995189E+00  -0.583170E-06   0.195381E-03  -0.583170E-06   0.594945E-07
   158   0.464372E+04  -0.448620E+02   0.193604E-03  -0.448620E+02   0.989291E+00  -0.582727E-06   0.193604E-03  -0.582727E-06   0.591194E-07
   159   0.467436E+04  -0.447543E+02   0.191848E-03  -0.447543E+02   0.982949E+00  -0.583073E-06   0.191848E-03  -0.583073E-06   0.587477E-07
