#    L    TT             EE             TE             PP             TP          
   147   0.429153E+04   0.103437E+01  -0.445205E+02   0.292819E+07   0.364100E+04
   148   0.432448E+04   0.103222E+01  -0.446622E+02   0.290957E+07   0.360655E+04
   149   0.435737E+04   0.102965E+01  -0.447827E+02   0.289111E+07   0.357258E+04
   150   0.438998E+04   0.102675E+01  -0.448799E+02   0.287281E+07   0.353910E+04
   151   0.442244E+04   0.102342E+01  -0.449567E+02   0.285466E+07   0.350607E+04
   152   0.445462E+04   0.101960E+01  -0.450117E+02   0.283668E+07   0.347349E+04
   153   0.448667E+04   0.101543E+01  -0.450426E+02   0.281885E+07   0.344134E+04
   154   0.451851E+04   0.101091E+01  -0.450516E+02   0.280118E+07   0.340962E+04
   155   0.455014E+04   0.100603E+01  -0.450379E+02   0.278366E+07   0.337831E+04
   156   0.458142E+04   0.100079E+01  -0.450015E+02   0.276629E+07   0.334740E+04
   157   0.461264E+04   0.995185E+00  -0.449409E+02   0.274908E+07   0.331689E+04
   158   0.464358E+04   0.989288E+00  -0.448568E+02   0.273201E+07   0.328675E+04
   159   0.467424E+04   0.982945E+00  -0.447492E+02   0.271510E+07   0.325699E+04
   160   0.470470E+04   0.976302E+00  -0.446165E+02   0.269833E+07   0.322760E+04
   161   0.473496E+04   0.969428E+00  -0.444602E+02   0.268172E+07   0.319855E+04
   162   0.476494E+04   0.962173E+00  -0.442803E+02   0.266525E+07   0.316984E+04
   163   0.479480E+04   0.954607E+00  -0.440753E+02   0.264892E+07   0.314147E+04
   164   0.482424E+04   0.946801E+00  -0.438467E+02   0.263274E+07   0.311341E+04
   165   0.485356E+04   0.938676E+00  -0.435921E+02   0.261670E+07   0.308566E+04
   166   0.488260E+04   0.930378E+00  -0.433130E+02   0.260081E+07   0.305821E+04
   167   0.491145E+04   0.921681E+00  -0.430102E+02   0.258505E+07   0.303105E+04
   168   0.493988E+04   0.912951E+00  -0.426814E+02   0.256944E+07   0.300417E+04
   169   0.496805E+04   0.903889E+00  -0.423265E+02   0.255396E+07   0.297755E+04
   170   0.499595E+04   0.894714E+00  -0.419471E+02   0.253862E+07   0.295119E+04
   171   0.502343E+04   0.885422E+00  -0.415408E+02   0.252342E+07   0.292508E+04
   172   0.505058E+04   0.875936E+00  -0.411092E+02   0.250835E+07   0.289920E+04
   173   0.507731E+04   0.866252E+00  -0.406521E+02   0.249342E+07   0.287355E+04
   174   0.510378E+04   0.856662E+00  -0.401697E+02   0.247862E+07   0.284811E+04
   175   0.512992E+04   0.846868E+00  -0.396610E+02   0.246396E+07   0.282288E+04
   176   0.515557E+04   0.837087E+00  -0.391260E+02   0.244942E+07   0.279784E+04
   177   0.518089E+04   0.827241E+00  -0.385663E+02   0.243501E+07   0.277300E+04
   178   0.520580E+04   0.817547E+00  -0.379801E+02   0.242074E+07   0.274835E+04
   179   0.523030E+04   0.807703E+00  -0.373675E+02   0.240659E+07   0.272391E+04
   180   0.525454E+04   0.797927E+00  -0.367299E+02   0.239256E+07   0.269965E+04
   181   0.527831E+04   0.788213E+00  -0.360671E+02   0.237866E+07   0.267560E+04
   182   0.530166E+04   0.778631E+00  -0.353776E+02   0.236489E+07   0.265175E+04
   183   0.532453E+04   0.769100E+00  -0.346628E+02   0.235123E+07   0.262810E+04
   184   0.534707E+04   0.759691E+00  -0.339219E+02   0.233770E+07   0.260464E+04
   185   0.536920E+04   0.750546E+00  -0.331570E+02   0.232428E+07   0.258140E+04
   186   0.539056E+04   0.741520E+00  -0.323651E+02   0.231099E+07   0.255835E+04
   187   0.541180E+04   0.732748E+00  -0.315477E+02   0.229781E+07   0.253551E+04
   188   0.543257E+04   0.724210E+00  -0.307060E+02   0.228474E+07   0.251287E+04
   189   0.545278E+04   0.715938E+00  -0.298386E+02   0.227180E+07   0.249044E+04
   190   0.547289E+04   0.707979E+00  -0.289475E+02   0.225896E+07   0.246822E+04
   191   0.549214E+04   0.700350E+00  -0.280299E+02   0.224623E+07   0.244621E+04
   192   0.551107E+04   0.693069E+00  -0.270877E+02   0.223362E+07   0.242440E+04
   193   0.552944E+04   0.686174E+00  -0.261224E+02   0.222111E+07   0.240281E+04
   194   0.554748E+04   0.679690E+00  -0.251317E+02   0.220871E+07   0.238142E+04
   195   0.556497E+04   0.673649E+00  -0.241177E+02   0.219642E+07   0.236025E+04
   196   0.558191E+04   0.668083E+00  -0.230797E+02   0.218424E+07   0.233929E+04
