#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.194493E-03   0.202846E+08   0.202844E+08   0.221087E+08   0.219698E+08   0.202712E+08   0.202845E+08   0.202846E+08   0.202904E+08  -0.458232E+00   0.992447E+07   0.992440E+07   0.118112E+03
   0.214755E-03   0.202824E+08   0.202821E+08   0.211415E+08   0.209778E+08   0.202655E+08   0.202822E+08   0.202823E+08   0.202879E+08  -0.458169E+00   0.992334E+07   0.992325E+07   0.128951E+03
   0.237129E-03   0.202796E+08   0.202793E+08   0.200152E+08   0.198240E+08   0.202585E+08   0.202795E+08   0.202796E+08   0.202848E+08  -0.458093E+00   0.992196E+07   0.992186E+07   0.140447E+03
   0.261834E-03   0.202763E+08   0.202759E+08   0.187173E+08   0.184960E+08   0.202500E+08   0.202761E+08   0.202762E+08   0.202811E+08  -0.458001E+00   0.992029E+07   0.992017E+07   0.152527E+03
   0.289112E-03   0.202723E+08   0.202718E+08   0.172408E+08   0.169878E+08   0.202398E+08   0.202720E+08   0.202722E+08   0.202766E+08  -0.457891E+00   0.991828E+07   0.991813E+07   0.165072E+03
   0.319233E-03   0.202674E+08   0.202668E+08   0.155880E+08   0.153028E+08   0.202273E+08   0.202671E+08   0.202673E+08   0.202713E+08  -0.457759E+00   0.991584E+07   0.991567E+07   0.177912E+03
   0.352491E-03   0.202616E+08   0.202608E+08   0.137743E+08   0.134587E+08   0.202122E+08   0.202612E+08   0.202615E+08   0.202649E+08  -0.457602E+00   0.991290E+07   0.991270E+07   0.190808E+03
   0.389215E-03   0.202545E+08   0.202536E+08   0.118334E+08   0.114921E+08   0.201940E+08   0.202541E+08   0.202544E+08   0.202572E+08  -0.457415E+00   0.990936E+07   0.990913E+07   0.203451E+03
   0.429764E-03   0.202461E+08   0.202450E+08   0.982120E+07   0.946242E+07   0.201719E+08   0.202456E+08   0.202459E+08   0.202481E+08  -0.457193E+00   0.990512E+07   0.990484E+07   0.215455E+03
   0.474538E-03   0.202360E+08   0.202347E+08   0.781763E+07   0.745387E+07   0.201453E+08   0.202353E+08   0.202358E+08   0.202374E+08  -0.456933E+00   0.990004E+07   0.989972E+07   0.226362E+03
   0.523976E-03   0.202239E+08   0.202224E+08   0.592400E+07   0.557186E+07   0.201133E+08   0.202231E+08   0.202236E+08   0.202247E+08  -0.456627E+00   0.989398E+07   0.989362E+07   0.235660E+03
   0.578566E-03   0.202095E+08   0.202078E+08   0.425250E+07   0.393143E+07   0.200748E+08   0.202086E+08   0.202093E+08   0.202097E+08  -0.456270E+00   0.988679E+07   0.988637E+07   0.242819E+03
   0.638842E-03   0.201926E+08   0.201905E+08   0.290581E+07   0.263534E+07   0.200286E+08   0.201914E+08   0.201922E+08   0.201922E+08  -0.455855E+00   0.987827E+07   0.987780E+07   0.247339E+03
   0.705398E-03   0.201725E+08   0.201702E+08   0.194775E+07   0.174302E+07   0.199735E+08   0.201712E+08   0.201721E+08   0.201717E+08  -0.455374E+00   0.986824E+07   0.986771E+07   0.248818E+03
   0.778888E-03   0.201489E+08   0.201463E+08   0.137244E+07   0.123882E+07   0.199078E+08   0.201474E+08   0.201485E+08   0.201477E+08  -0.454817E+00   0.985646E+07   0.985589E+07   0.247012E+03
   0.860035E-03   0.201214E+08   0.201184E+08   0.108855E+07   0.101749E+07   0.198298E+08   0.201195E+08   0.201209E+08   0.201198E+08  -0.454174E+00   0.984271E+07   0.984209E+07   0.241887E+03
   0.949635E-03   0.200892E+08   0.200860E+08   0.940481E+06   0.909619E+06   0.197376E+08   0.200870E+08   0.200887E+08   0.200873E+08  -0.453431E+00   0.982671E+07   0.982604E+07   0.233615E+03
   0.104857E-02   0.200518E+08   0.200483E+08   0.777405E+06   0.757663E+06   0.196289E+08   0.200493E+08   0.200513E+08   0.200495E+08  -0.452571E+00   0.980816E+07   0.980746E+07   0.222528E+03
   0.115781E-02   0.200085E+08   0.200048E+08   0.543357E+06   0.511665E+06   0.195015E+08   0.200055E+08   0.200079E+08   0.200057E+08  -0.451578E+00   0.978670E+07   0.978598E+07   0.209047E+03
   0.127844E-02   0.199585E+08   0.199546E+08   0.311805E+06   0.261975E+06   0.193531E+08   0.199550E+08   0.199579E+08   0.199551E+08  -0.450432E+00   0.976195E+07   0.976121E+07   0.193648E+03
   0.141163E-02   0.199009E+08   0.198968E+08   0.193537E+06   0.135345E+06   0.191820E+08   0.198968E+08   0.199002E+08   0.198969E+08  -0.449114E+00   0.973347E+07   0.973272E+07   0.176912E+03
   0.155869E-02   0.198347E+08   0.198306E+08   0.179536E+06   0.499029E+06   0.189860E+08   0.198300E+08   0.198340E+08   0.198301E+08  -0.447603E+00   0.970078E+07   0.970003E+07   0.159596E+03
   0.172108E-02   0.197589E+08   0.197547E+08   0.140457E+06   0.407738E+06   0.187635E+08   0.197535E+08   0.197582E+08   0.197536E+08  -0.445874E+00   0.966338E+07   0.966265E+07   0.142597E+03
   0.190039E-02   0.196724E+08   0.196682E+08   0.472915E+05   0.332962E+06   0.185132E+08   0.196662E+08   0.196717E+08   0.196662E+08  -0.443901E+00   0.962072E+07   0.962000E+07   0.126739E+03
   0.209838E-02   0.195740E+08   0.195698E+08   0.198145E+05   0.271728E+06   0.182344E+08   0.195669E+08   0.195733E+08   0.195669E+08  -0.441658E+00   0.957220E+07   0.957149E+07   0.112611E+03
   0.231699E-02   0.194623E+08   0.194582E+08   0.358177E+05   0.221599E+06   0.179266E+08   0.194544E+08   0.194616E+08   0.194544E+08  -0.439117E+00   0.951722E+07   0.951652E+07   0.100547E+03
   0.255838E-02   0.193363E+08   0.193320E+08   0.858196E+03   0.180577E+06   0.175899E+08   0.193273E+08   0.193355E+08   0.193273E+08  -0.436247E+00   0.945513E+07   0.945444E+07   0.905211E+02
   0.282492E-02   0.191944E+08   0.191899E+08   0.170041E+04   0.147022E+06   0.172243E+08   0.191843E+08   0.191936E+08   0.191843E+08  -0.433018E+00   0.938530E+07   0.938460E+07   0.820658E+02
   0.311923E-02   0.190354E+08   0.190306E+08  -0.623594E+04   0.119588E+06   0.168293E+08   0.190241E+08   0.190346E+08   0.190241E+08  -0.429402E+00   0.930707E+07   0.930637E+07   0.745433E+02
   0.344419E-02   0.188579E+08   0.188529E+08  -0.105961E+05   0.971707E+05   0.164043E+08   0.188454E+08   0.188570E+08   0.188454E+08  -0.425368E+00   0.921979E+07   0.921909E+07   0.674276E+02
   0.380302E-02   0.186606E+08   0.186553E+08  -0.170427E+05   0.788651E+05   0.159481E+08   0.186468E+08   0.186597E+08   0.186469E+08  -0.420885E+00   0.912281E+07   0.912212E+07   0.605935E+02
   0.419923E-02   0.184421E+08   0.184365E+08  -0.712626E+04   0.639275E+05   0.154601E+08   0.184271E+08   0.184412E+08   0.184271E+08  -0.415924E+00   0.901548E+07   0.901480E+07   0.542905E+02
   0.463671E-02   0.182012E+08   0.181952E+08  -0.847316E+04   0.517479E+05   0.149398E+08   0.181847E+08   0.182002E+08   0.181847E+08  -0.410454E+00   0.889713E+07   0.889645E+07   0.487819E+02
   0.511978E-02   0.179364E+08   0.179299E+08  -0.104007E+05   0.418258E+05   0.143885E+08   0.179185E+08   0.179353E+08   0.179185E+08  -0.404445E+00   0.876711E+07   0.876643E+07   0.439882E+02
   0.565317E-02   0.176470E+08   0.176398E+08  -0.731251E+04   0.337516E+05   0.137829E+08   0.176275E+08   0.176458E+08   0.176275E+08  -0.397876E+00   0.862498E+07   0.862431E+07   0.396140E+02
   0.624213E-02   0.173305E+08   0.173226E+08  -0.696332E+04   0.271863E+05   0.131557E+08   0.173094E+08   0.173292E+08   0.173094E+08  -0.390696E+00   0.846963E+07   0.846896E+07   0.355681E+02
   0.689245E-02   0.169861E+08   0.169773E+08  -0.556408E+04   0.218548E+05   0.124949E+08   0.169634E+08   0.169846E+08   0.169634E+08  -0.382885E+00   0.830060E+07   0.829994E+07   0.319841E+02
   0.761052E-02   0.166125E+08   0.166026E+08  -0.562238E+04   0.175307E+05   0.118093E+08   0.165881E+08   0.166108E+08   0.165881E+08  -0.374414E+00   0.811727E+07   0.811662E+07   0.288133E+02
   0.840340E-02   0.162082E+08   0.161972E+08  -0.462231E+04   0.140286E+05   0.111077E+08   0.161822E+08   0.162064E+08   0.161822E+08  -0.365254E+00   0.791900E+07   0.791834E+07   0.259357E+02
   0.927889E-02   0.157722E+08   0.157597E+08  -0.345625E+04   0.111964E+05   0.103900E+08   0.157447E+08   0.157701E+08   0.157447E+08  -0.355377E+00   0.770519E+07   0.770454E+07   0.233801E+02
   0.102456E-01   0.153033E+08   0.152890E+08  -0.321220E+04   0.891004E+04   0.965626E+07   0.152742E+08   0.153009E+08   0.152742E+08  -0.344757E+00   0.747528E+07   0.747463E+07   0.211026E+02
   0.113130E-01   0.148001E+08   0.147837E+08  -0.264965E+04   0.706750E+04   0.891352E+07   0.147695E+08   0.147973E+08   0.147695E+08  -0.333366E+00   0.722866E+07   0.722801E+07   0.190726E+02
   0.124916E-01   0.142616E+08   0.142428E+08  -0.197832E+04   0.558563E+04   0.816961E+07   0.142296E+08   0.142584E+08   0.142296E+08  -0.321180E+00   0.696477E+07   0.696413E+07   0.172684E+02
   0.137930E-01   0.136869E+08   0.136654E+08  -0.179608E+04   0.439652E+04   0.743056E+07   0.136537E+08   0.136833E+08   0.136537E+08  -0.308181E+00   0.668324E+07   0.668259E+07   0.156627E+02
   0.152300E-01   0.130755E+08   0.130510E+08  -0.141697E+04   0.344476E+04   0.669934E+07   0.130412E+08   0.130714E+08   0.130412E+08  -0.294357E+00   0.638382E+07   0.638317E+07   0.142291E+02
   0.168167E-01   0.124420E+08   0.124141E+08  -0.107644E+04   0.268833E+04   0.599295E+07   0.124068E+08   0.124373E+08   0.124068E+08  -0.280038E+00   0.607362E+07   0.607297E+07   0.129541E+02
   0.185687E-01   0.117618E+08   0.117303E+08  -0.940270E+03   0.208427E+04   0.530339E+07   0.117260E+08   0.117565E+08   0.117260E+08  -0.264670E+00   0.574067E+07   0.574001E+07   0.117916E+02
   0.205033E-01   0.110496E+08   0.110143E+08  -0.585436E+03   0.160585E+04   0.464430E+07   0.110134E+08   0.110437E+08   0.110134E+08  -0.248586E+00   0.539213E+07   0.539147E+07   0.107251E+02
   0.226393E-01   0.102997E+08   0.102605E+08  -0.520778E+03   0.122760E+04   0.401784E+07   0.102635E+08   0.102932E+08   0.102635E+08  -0.231659E+00   0.502526E+07   0.502460E+07   0.972345E+01
   0.249980E-01   0.953885E+07   0.949604E+07  -0.398183E+03   0.932389E+03   0.343872E+07   0.950283E+07   0.953166E+07   0.950283E+07  -0.214491E+00   0.465312E+07   0.465247E+07   0.877017E+01
   0.276023E-01   0.877591E+07   0.873008E+07  -0.283472E+03   0.703490E+03   0.291087E+07   0.874050E+07   0.876821E+07   0.874050E+07  -0.197284E+00   0.428010E+07   0.427945E+07   0.784220E+01
   0.304780E-01   0.801431E+07   0.796644E+07  -0.242184E+03   0.526860E+03   0.243515E+07   0.797991E+07   0.800627E+07   0.797991E+07  -0.180116E+00   0.390788E+07   0.390725E+07   0.691448E+01
   0.336533E-01   0.727468E+07   0.722621E+07  -0.163779E+03   0.392203E+03   0.201604E+07   0.724170E+07   0.726654E+07   0.724170E+07  -0.163454E+00   0.354657E+07   0.354597E+07   0.597737E+01
   0.371593E-01   0.658370E+07   0.653648E+07  -0.124329E+03   0.291104E+03   0.165696E+07   0.655249E+07   0.657577E+07   0.655249E+07  -0.147898E+00   0.320922E+07   0.320866E+07   0.503331E+01
   0.410307E-01   0.595846E+07   0.591465E+07  -0.109022E+03   0.216082E+03   0.135603E+07   0.592936E+07   0.595110E+07   0.592936E+07  -0.133833E+00   0.290418E+07   0.290367E+07   0.409637E+01
   0.451338E-01   0.543085E+07   0.539230E+07   0.162774E+03   0.162774E+03   0.111750E+07   0.540400E+07   0.542438E+07   0.540400E+07  -0.121975E+00   0.264697E+07   0.264653E+07   0.323687E+01
   0.492368E-01   0.502015E+07   0.498771E+07   0.126445E+03   0.126445E+03   0.939096E+06   0.499542E+07   0.501471E+07   0.499542E+07  -0.112753E+00   0.244694E+07   0.244657E+07   0.251452E+01
   0.533399E-01   0.468992E+07   0.466358E+07   0.100667E+03   0.100667E+03   0.801452E+06   0.466712E+07   0.468550E+07   0.466712E+07  -0.105343E+00   0.228620E+07   0.228589E+07   0.193930E+01
   0.574430E-01   0.441244E+07   0.439146E+07   0.816763E+02   0.816763E+02   0.691838E+06   0.439133E+07   0.440892E+07   0.439133E+07  -0.991176E-01   0.215117E+07   0.215091E+07   0.150724E+01
   0.615460E-01   0.416671E+07   0.414983E+07   0.671947E+02   0.671947E+02   0.601788E+06   0.414702E+07   0.416388E+07   0.414702E+07  -0.936033E-01   0.203155E+07   0.203132E+07   0.120514E+01
   0.656491E-01   0.393422E+07   0.391995E+07   0.557666E+02   0.557666E+02   0.525260E+06   0.391570E+07   0.393182E+07   0.391570E+07  -0.883822E-01   0.191827E+07   0.191808E+07   0.101145E+01
   0.697522E-01   0.370334E+07   0.369023E+07   0.465005E+02   0.465005E+02   0.458537E+06   0.368579E+07   0.370114E+07   0.368579E+07  -0.831928E-01   0.180568E+07   0.180550E+07   0.900119E+00
   0.738552E-01   0.347549E+07   0.346232E+07   0.389238E+02   0.389238E+02   0.400276E+06   0.345874E+07   0.347328E+07   0.345874E+07  -0.780679E-01   0.169449E+07   0.169430E+07   0.845138E+00
   0.779583E-01   0.324651E+07   0.323248E+07   0.326298E+02   0.326298E+02   0.348741E+06   0.323045E+07   0.324415E+07   0.323045E+07  -0.729152E-01   0.158268E+07   0.158248E+07   0.819966E+00
   0.820614E-01   0.302566E+07   0.301044E+07   0.274418E+02   0.274418E+02   0.303918E+06   0.301024E+07   0.302310E+07   0.301024E+07  -0.679447E-01   0.147482E+07   0.147462E+07   0.804722E+00
   0.861644E-01   0.281857E+07   0.280225E+07   0.231840E+02   0.231840E+02   0.265366E+06   0.280376E+07   0.281583E+07   0.280376E+07  -0.632843E-01   0.137368E+07   0.137348E+07   0.784450E+00
   0.922246E-01   0.254868E+07   0.253157E+07   0.182966E+02   0.182966E+02   0.218955E+06   0.253480E+07   0.254581E+07   0.253480E+07  -0.572135E-01   0.124193E+07   0.124173E+07   0.728659E+00
   0.982848E-01   0.233359E+07   0.231713E+07   0.147494E+02   0.147494E+02   0.183746E+06   0.232067E+07   0.233083E+07   0.232067E+07  -0.523803E-01   0.113704E+07   0.113685E+07   0.639653E+00
   0.104345E+00   0.217501E+07   0.216047E+07   0.121974E+02   0.121974E+02   0.157608E+06   0.216303E+07   0.217257E+07   0.216303E+07  -0.488223E-01   0.105982E+07   0.105965E+07   0.531271E+00
   0.110405E+00   0.205764E+07   0.204570E+07   0.103087E+02   0.103087E+02   0.137723E+06   0.204656E+07   0.205563E+07   0.204656E+07  -0.461933E-01   0.100276E+07   0.100262E+07   0.424115E+00
   0.116465E+00   0.196016E+07   0.195069E+07   0.882639E+01   0.882639E+01   0.121584E+06   0.194987E+07   0.195857E+07   0.194987E+07  -0.440110E-01   0.955396E+06   0.955279E+06   0.336101E+00
   0.122525E+00   0.186655E+07   0.185882E+07   0.759490E+01   0.759490E+01   0.107612E+06   0.185693E+07   0.186525E+07   0.185693E+07  -0.419132E-01   0.909865E+06   0.909763E+06   0.276786E+00
   0.128586E+00   0.176732E+07   0.176035E+07   0.652952E+01   0.652952E+01   0.949608E+05   0.175824E+07   0.176615E+07   0.175824E+07  -0.396857E-01   0.861518E+06   0.861423E+06   0.245724E+00
   0.134646E+00   0.165949E+07   0.165241E+07   0.559135E+01   0.559135E+01   0.833073E+05   0.165085E+07   0.165830E+07   0.165085E+07  -0.372617E-01   0.808904E+06   0.808810E+06   0.234798E+00
   0.140706E+00   0.154788E+07   0.154021E+07   0.477518E+01   0.477518E+01   0.727659E+05   0.153962E+07   0.154660E+07   0.153962E+07  -0.347511E-01   0.754410E+06   0.754312E+06   0.232798E+00
   0.146766E+00   0.144189E+07   0.143361E+07   0.408789E+01   0.408789E+01   0.636143E+05   0.143398E+07   0.144050E+07   0.143398E+07  -0.323668E-01   0.702655E+06   0.702554E+06   0.229779E+00
   0.152826E+00   0.134944E+07   0.134092E+07   0.352805E+01   0.352805E+01   0.559910E+05   0.134190E+07   0.134801E+07   0.134190E+07  -0.302882E-01   0.657538E+06   0.657437E+06   0.219753E+00
   0.158886E+00   0.127410E+07   0.126585E+07   0.308175E+01   0.308175E+01   0.498164E+05   0.126693E+07   0.127272E+07   0.126693E+07  -0.285962E-01   0.620809E+06   0.620713E+06   0.201504E+00
   0.164947E+00   0.121528E+07   0.120776E+07   0.272757E+01   0.272757E+01   0.448602E+05   0.120848E+07   0.121402E+07   0.120848E+07  -0.272769E-01   0.592171E+06   0.592083E+06   0.177691E+00
   0.171007E+00   0.116892E+07   0.116236E+07   0.244110E+01   0.244110E+01   0.408075E+05   0.116248E+07   0.116782E+07   0.116248E+07  -0.262387E-01   0.569632E+06   0.569554E+06   0.152862E+00
   0.177067E+00   0.112877E+07   0.112314E+07   0.219890E+01   0.219890E+01   0.373271E+05   0.112267E+07   0.112783E+07   0.112267E+07  -0.253400E-01   0.550123E+06   0.550054E+06   0.131330E+00
   0.183127E+00   0.108879E+07   0.108382E+07   0.198309E+01   0.198309E+01   0.341552E+05   0.108297E+07   0.108795E+07   0.108297E+07  -0.244439E-01   0.530671E+06   0.530608E+06   0.115700E+00
   0.189187E+00   0.104537E+07   0.104073E+07   0.178402E+01   0.178402E+01   0.311510E+05   0.103979E+07   0.104459E+07   0.103979E+07  -0.234694E-01   0.509517E+06   0.509457E+06   0.106370E+00
   0.195247E+00   0.998205E+06   0.993592E+06   0.159937E+01   0.159937E+01   0.282922E+05   0.992844E+06   0.997431E+06   0.992844E+06  -0.224097E-01   0.486514E+06   0.486454E+06   0.101893E+00
   0.201308E+00   0.949553E+06   0.944778E+06   0.143110E+01   0.143110E+01   0.256296E+05   0.944383E+06   0.948752E+06   0.944383E+06  -0.213159E-01   0.462769E+06   0.462709E+06   0.998520E-01
   0.207368E+00   0.902609E+06   0.897654E+06   0.128190E+01   0.128190E+01   0.232282E+05   0.897619E+06   0.901777E+06   0.897619E+06  -0.202604E-01   0.439856E+06   0.439795E+06   0.978499E-01
   0.213428E+00   0.860136E+06   0.855117E+06   0.115313E+01   0.115313E+01   0.211290E+05   0.855327E+06   0.859294E+06   0.855327E+06  -0.193058E-01   0.419133E+06   0.419073E+06   0.942744E-01
   0.219488E+00   0.823795E+06   0.818892E+06   0.104424E+01   0.104424E+01   0.193381E+05   0.819169E+06   0.822972E+06   0.819169E+06  -0.184896E-01   0.401416E+06   0.401358E+06   0.886343E-01
   0.225548E+00   0.793739E+06   0.789118E+06   0.952823E+00   0.952823E+00   0.178246E+05   0.789295E+06   0.792963E+06   0.789295E+06  -0.178154E-01   0.386778E+06   0.386723E+06   0.814340E-01
   0.231608E+00   0.768478E+06   0.764234E+06   0.874899E+00   0.874899E+00   0.165258E+05   0.764210E+06   0.767766E+06   0.764210E+06  -0.172492E-01   0.374486E+06   0.374435E+06   0.737385E-01
   0.237668E+00   0.745687E+06   0.741823E+06   0.806256E+00   0.806256E+00   0.153704E+05   0.741585E+06   0.745038E+06   0.741585E+06  -0.167385E-01   0.363399E+06   0.363352E+06   0.666728E-01
   0.243729E+00   0.723398E+06   0.719838E+06   0.743777E+00   0.743777E+00   0.143051E+05   0.719448E+06   0.722800E+06   0.719448E+06  -0.162388E-01   0.352552E+06   0.352507E+06   0.610307E-01
   0.249789E+00   0.700399E+06   0.697023E+06   0.685623E+00   0.685623E+00   0.132985E+05   0.696583E+06   0.699832E+06   0.696583E+06  -0.157227E-01   0.341348E+06   0.341306E+06   0.570674E-01
   0.255849E+00   0.676216E+06   0.672909E+06   0.630956E+00   0.630956E+00   0.123377E+05   0.672522E+06   0.675661E+06   0.672522E+06  -0.151796E-01   0.329558E+06   0.329516E+06   0.545182E-01
   0.261909E+00   0.651331E+06   0.648017E+06   0.579918E+00   0.579918E+00   0.114281E+05   0.647749E+06   0.650774E+06   0.647749E+06  -0.146205E-01   0.317419E+06   0.317378E+06   0.528038E-01
   0.267969E+00   0.626969E+06   0.623630E+06   0.533243E+00   0.533243E+00   0.105869E+05   0.623494E+06   0.626409E+06   0.623494E+06  -0.140730E-01   0.305535E+06   0.305493E+06   0.512902E-01
   0.274029E+00   0.604298E+06   0.600962E+06   0.491463E+00   0.491463E+00   0.982746E+04   0.600927E+06   0.603738E+06   0.600927E+06  -0.135637E-01   0.294476E+06   0.294436E+06   0.494957E-01
   0.280090E+00   0.583927E+06   0.580652E+06   0.454562E+00   0.454562E+00   0.915227E+04   0.580660E+06   0.583377E+06   0.580660E+06  -0.131062E-01   0.284545E+06   0.284506E+06   0.472046E-01
   0.286150E+00   0.565949E+06   0.562795E+06   0.422106E+00   0.422106E+00   0.855518E+04   0.562784E+06   0.565419E+06   0.562784E+06  -0.127027E-01   0.275786E+06   0.275748E+06   0.444775E-01
   0.292210E+00   0.550006E+06   0.547012E+06   0.393385E+00   0.393385E+00   0.802400E+04   0.546941E+06   0.549503E+06   0.546941E+06  -0.123451E-01   0.268022E+06   0.267986E+06   0.415644E-01
