#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.298270E+00   0.535395E+06   0.532571E+06   0.367543E+00   0.367543E+00   0.754296E+04   0.532425E+06   0.534921E+06   0.532425E+06  -0.120175E-01   0.260909E+06   0.260875E+06   0.387720E-01
   0.304330E+00   0.521347E+06   0.518671E+06   0.343795E+00   0.343795E+00   0.709741E+04   0.518466E+06   0.520898E+06   0.518466E+06  -0.117024E-01   0.254069E+06   0.254036E+06   0.363450E-01
   0.310390E+00   0.507300E+06   0.504733E+06   0.321600E+00   0.321600E+00   0.667715E+04   0.504502E+06   0.506869E+06   0.504502E+06  -0.113872E-01   0.247226E+06   0.247194E+06   0.343966E-01
   0.316451E+00   0.493045E+06   0.490545E+06   0.300706E+00   0.300706E+00   0.627773E+04   0.490324E+06   0.492625E+06   0.490324E+06  -0.110672E-01   0.240279E+06   0.240247E+06   0.328976E-01
   0.322511E+00   0.478710E+06   0.476245E+06   0.281090E+00   0.281090E+00   0.589943E+04   0.476061E+06   0.478296E+06   0.476061E+06  -0.107453E-01   0.233290E+06   0.233259E+06   0.317143E-01
   0.328571E+00   0.464606E+06   0.462163E+06   0.262834E+00   0.262834E+00   0.554460E+04   0.462026E+06   0.464196E+06   0.462026E+06  -0.104285E-01   0.226412E+06   0.226382E+06   0.306712E-01
   0.334631E+00   0.451089E+06   0.448671E+06   0.246023E+00   0.246023E+00   0.521573E+04   0.448574E+06   0.450683E+06   0.448574E+06  -0.101249E-01   0.219821E+06   0.219791E+06   0.296160E-01
   0.340691E+00   0.438471E+06   0.436095E+06   0.230707E+00   0.230707E+00   0.491449E+04   0.436022E+06   0.438072E+06   0.436022E+06  -0.984156E-02   0.213670E+06   0.213641E+06   0.284634E-01
   0.346751E+00   0.426893E+06   0.424579E+06   0.216833E+00   0.216833E+00   0.464038E+04   0.424508E+06   0.426505E+06   0.424508E+06  -0.958167E-02   0.208028E+06   0.207999E+06   0.272050E-01
   0.352812E+00   0.416237E+06   0.414001E+06   0.204221E+00   0.204221E+00   0.439011E+04   0.413914E+06   0.415862E+06   0.413914E+06  -0.934256E-02   0.202836E+06   0.202809E+06   0.258914E-01
   0.358872E+00   0.406251E+06   0.404098E+06   0.192649E+00   0.192649E+00   0.415935E+04   0.403988E+06   0.405890E+06   0.403988E+06  -0.911851E-02   0.197972E+06   0.197946E+06   0.246023E-01
   0.364932E+00   0.396695E+06   0.394620E+06   0.181924E+00   0.181924E+00   0.394433E+04   0.394490E+06   0.396347E+06   0.394490E+06  -0.890412E-02   0.193318E+06   0.193292E+06   0.234138E-01
   0.370992E+00   0.387369E+06   0.385361E+06   0.171892E+00   0.171892E+00   0.374204E+04   0.385218E+06   0.387032E+06   0.385218E+06  -0.869484E-02   0.188774E+06   0.188749E+06   0.223715E-01
   0.377052E+00   0.378131E+06   0.376174E+06   0.162442E+00   0.162442E+00   0.355031E+04   0.376031E+06   0.377802E+06   0.376031E+06  -0.848748E-02   0.184272E+06   0.184248E+06   0.214803E-01
   0.383112E+00   0.368960E+06   0.367041E+06   0.153527E+00   0.153527E+00   0.336834E+04   0.366909E+06   0.368638E+06   0.366909E+06  -0.828159E-02   0.179802E+06   0.179779E+06   0.207115E-01
   0.389173E+00   0.359958E+06   0.358070E+06   0.145152E+00   0.145152E+00   0.319644E+04   0.357954E+06   0.359641E+06   0.357954E+06  -0.807945E-02   0.175414E+06   0.175391E+06   0.200191E-01
   0.395233E+00   0.351247E+06   0.349388E+06   0.137328E+00   0.137328E+00   0.303507E+04   0.349289E+06   0.350935E+06   0.349289E+06  -0.788387E-02   0.171168E+06   0.171145E+06   0.193561E-01
   0.401293E+00   0.342922E+06   0.341095E+06   0.130053E+00   0.130053E+00   0.288437E+04   0.341007E+06   0.342615E+06   0.341007E+06  -0.769695E-02   0.167110E+06   0.167087E+06   0.186893E-01
   0.407353E+00   0.335036E+06   0.333248E+06   0.123310E+00   0.123310E+00   0.274413E+04   0.333165E+06   0.334736E+06   0.333165E+06  -0.751993E-02   0.163266E+06   0.163244E+06   0.180065E-01
   0.413413E+00   0.327595E+06   0.325851E+06   0.117063E+00   0.117063E+00   0.261373E+04   0.325766E+06   0.327302E+06   0.325766E+06  -0.735293E-02   0.159641E+06   0.159619E+06   0.173154E-01
   0.419473E+00   0.320540E+06   0.318842E+06   0.111256E+00   0.111256E+00   0.249208E+04   0.318751E+06   0.320255E+06   0.318751E+06  -0.719460E-02   0.156203E+06   0.156182E+06   0.166352E-01
   0.425534E+00   0.313769E+06   0.312117E+06   0.105827E+00   0.105827E+00   0.237788E+04   0.312019E+06   0.313492E+06   0.312019E+06  -0.704266E-02   0.152904E+06   0.152884E+06   0.159874E-01
   0.431594E+00   0.307192E+06   0.305583E+06   0.100720E+00   0.100720E+00   0.227002E+04   0.305480E+06   0.306922E+06   0.305480E+06  -0.689507E-02   0.149700E+06   0.149680E+06   0.153879E-01
   0.437654E+00   0.300761E+06   0.299188E+06   0.958994E-01   0.958994E-01   0.216777E+04   0.299085E+06   0.300497E+06   0.299085E+06  -0.675072E-02   0.146566E+06   0.146547E+06   0.148429E-01
   0.596509E+00   0.185281E+06   0.184304E+06   0.318016E-01   0.318016E-01   0.760378E+03   0.184244E+06   0.185117E+06   0.184244E+06  -0.415862E-02   0.902893E+05   0.902772E+05   0.677829E-02
   0.832495E+00   0.108558E+06   0.107987E+06   0.956649E-02   0.956649E-02   0.238750E+03   0.107950E+06   0.108462E+06   0.107950E+06  -0.243656E-02   0.529014E+05   0.528943E+05   0.287375E-02
   0.116184E+01   0.628112E+05   0.624805E+05   0.284183E-02   0.284183E-02   0.729889E+02   0.624590E+05   0.627556E+05   0.624590E+05  -0.140978E-02   0.306085E+05   0.306042E+05   0.121611E-02
   0.162148E+01   0.359551E+05   0.357656E+05   0.835201E-03   0.835201E-03   0.218478E+02   0.357534E+05   0.359233E+05   0.357534E+05  -0.806997E-03   0.175212E+05   0.175187E+05   0.518858E-03
   0.226296E+01   0.203929E+05   0.202853E+05   0.243209E-03   0.243209E-03   0.643316E+01   0.202785E+05   0.203749E+05   0.202785E+05  -0.457710E-03   0.993763E+04   0.993609E+04   0.226817E-03
