1	-8.020019881495344e-11
2	-2.405580545023761e-10
3	-4.809744865057523e-10
4	-8.012932023614173e-10
5	-1.2013021844873266e-9
6	-1.6807348345198737e-9
7	-2.2392665254210895e-9
8	-2.8765040771981413e-9
9	-3.59204255796361e-9
10	-4.385335583113774e-9
11	-5.255925772786584e-9
12	-6.2031106458438954e-9
13	-7.226295052026758e-9
14	-8.324809581159455e-9
15	-9.497764592836819e-9
16	-1.074438382337025e-8
17	-1.206404179922082e-8
18	-1.3455533016464333e-8
19	-1.4917854697889164e-8
20	-1.645001550005062e-8
21	-1.8051495978097412e-8
22	-1.9720634140661253e-8
23	-2.145621302706906e-8
24	-2.325699993214072e-8
25	-2.5121749204226573e-8
26	-2.7050070446231197e-8
27	-2.9039902864019623e-8
28	-3.1089677412914416e-8
29	-3.319792203403055e-8
30	-3.5363151174769806e-8
31	-3.758386780868104e-8
32	-3.9859147473772934e-8
33	-4.2187882060382725e-8
34	-4.456745913895627e-8
35	-4.69961645731486e-8
36	-4.9472271283876334e-8
37	-5.199404086409146e-8
38	-5.455972503550077e-8
39	-5.716756696495001e-8
40	-5.981617753764771e-8
41	-6.250506616580923e-8
42	-6.52307784910106e-8
43	-6.799138532835997e-8
44	-7.078494797007695e-8
45	-7.360951927285728e-8
46	-7.646314465612447e-8
47	-7.93438630194837e-8
48	-8.224970758679055e-8
49	-8.517870668345922e-8
50	-8.812888445294061e-8
51	-9.10992948021648e-8
52	-9.408708022483155e-8
53	-9.709006659063919e-8
54	-1.0010621206332541e-7
55	-1.0313347172386372e-7
56	-1.0616979809880217e-7
57	-1.0921314165112523e-7
58	-1.1226145123655776e-7
59	-1.153126745279687e-7
60	-1.1836475841029769e-7
61	-1.2141564934821424e-7
62	-1.2446329372853163e-7
63	-1.2750563817922385e-7
64	-1.3053681081968937e-7
65	-1.335580935165105e-7
66	-1.3656795274260797e-7
67	-1.3956446319979832e-7
68	-1.4254570439388998e-7
69	-1.4550976072100012e-7
70	-1.4845472154529624e-7
71	-1.5137868126881025e-7
72	-1.5427973939391903e-7
73	-1.5715600057903888e-7
74	-1.6000557468803698e-7
75	-1.628265768338243e-7
76	-1.65617127416557e-7
77	-1.6837535215684314e-7
78	-1.710993821243169e-7
79	-1.737873537619197e-7
80	-1.764259669964618e-7
81	-1.7901569145906535e-7
82	-1.8156361429431264e-7
83	-1.8406826348634067e-7
84	-1.8652818065509754e-7
85	-1.8894192081180368e-7
86	-1.913080521208117e-7
87	-1.9362515566764706e-7
88	-1.9589182523303286e-7
89	-1.9810666707269644e-7
90	-2.002682997027717e-7
91	-2.0237535369061653e-7
92	-2.044264714508673e-7
93	-2.0642030704656582e-7
94	-2.083555259951932e-7
95	-2.1023080507945784e-7
96	-2.1204483216268588e-7
97	-2.1379630600867009e-7
98	-2.1548393610583783e-7
99	-2.171064424956047e-7
100	-2.1866255560478322e-7
101	-2.2010073701321675e-7
102	-2.2146909567197687e-7
103	-2.2276696041021537e-7
104	-2.2399368038161382e-7
105	-2.251486246578819e-7
106	-2.2623118183308362e-7
107	-2.272407596384128e-7
108	-2.2817678456707662e-7
