0.100000E+02 0.376020E-06 0.412284E-06 0.556461E-06 0.192603E-06 0.211178E-06 0.285027E-06
0.110000E+02 0.434280E-06 0.477551E-06 0.653231E-06 0.212553E-06 0.233732E-06 0.319716E-06
0.120000E+02 0.493547E-06 0.544152E-06 0.753785E-06 0.231697E-06 0.255454E-06 0.353866E-06
0.130000E+02 0.553707E-06 0.611908E-06 0.857701E-06 0.250126E-06 0.276418E-06 0.387450E-06
0.140000E+02 0.614183E-06 0.680174E-06 0.964075E-06 0.267708E-06 0.296471E-06 0.420217E-06
0.150000E+02 0.674100E-06 0.748011E-06 0.107171E-05 0.284188E-06 0.315347E-06 0.451813E-06
0.160000E+02 0.732989E-06 0.814898E-06 0.117985E-05 0.299504E-06 0.332972E-06 0.482092E-06
0.170000E+02 0.791142E-06 0.881090E-06 0.128852E-05 0.313893E-06 0.349581E-06 0.511232E-06
0.180000E+02 0.848873E-06 0.946868E-06 0.139780E-05 0.327569E-06 0.365385E-06 0.539394E-06
0.190000E+02 0.906218E-06 0.101224E-05 0.150751E-05 0.340614E-06 0.380464E-06 0.566617E-06
0.200000E+02 0.962879E-06 0.107688E-05 0.161712E-05 0.352973E-06 0.394765E-06 0.592806E-06
0.210000E+02 0.101846E-05 0.114037E-05 0.172604E-05 0.364562E-06 0.408201E-06 0.617844E-06
0.220000E+02 0.107284E-05 0.120257E-05 0.183397E-05 0.375395E-06 0.420790E-06 0.641724E-06
0.230000E+02 0.112601E-05 0.126346E-05 0.194076E-05 0.385526E-06 0.432588E-06 0.664485E-06
0.240000E+02 0.117812E-05 0.132319E-05 0.204643E-05 0.395049E-06 0.443695E-06 0.686216E-06
0.250000E+02 0.122936E-05 0.138195E-05 0.215108E-05 0.404070E-06 0.454222E-06 0.707022E-06
0.260000E+02 0.128000E-05 0.144000E-05 0.225488E-05 0.412700E-06 0.464287E-06 0.727021E-06
0.270000E+02 0.133012E-05 0.149743E-05 0.235783E-05 0.420988E-06 0.473944E-06 0.746263E-06
0.280000E+02 0.137967E-05 0.155420E-05 0.245983E-05 0.428943E-06 0.483205E-06 0.764767E-06
0.290000E+02 0.142838E-05 0.161003E-05 0.256053E-05 0.436495E-06 0.492004E-06 0.782465E-06
0.300000E+02 0.147602E-05 0.166469E-05 0.265966E-05 0.443597E-06 0.500299E-06 0.799325E-06
0.310000E+02 0.152249E-05 0.171809E-05 0.275710E-05 0.450243E-06 0.508086E-06 0.815349E-06
0.320000E+02 0.156804E-05 0.177049E-05 0.285307E-05 0.456523E-06 0.515463E-06 0.830650E-06
0.330000E+02 0.161296E-05 0.182219E-05 0.294789E-05 0.462540E-06 0.522537E-06 0.845349E-06
0.340000E+02 0.165752E-05 0.187346E-05 0.304182E-05 0.468377E-06 0.529396E-06 0.859550E-06
0.350000E+02 0.170174E-05 0.192434E-05 0.313490E-05 0.474050E-06 0.536060E-06 0.873286E-06
0.360000E+02 0.174558E-05 0.197479E-05 0.322711E-05 0.479555E-06 0.542527E-06 0.886571E-06
0.370000E+02 0.178886E-05 0.202464E-05 0.331825E-05 0.484850E-06 0.548756E-06 0.899375E-06
0.380000E+02 0.183142E-05 0.207372E-05 0.340819E-05 0.489895E-06 0.554710E-06 0.911674E-06
0.390000E+02 0.187317E-05 0.212195E-05 0.349686E-05 0.494681E-06 0.560382E-06 0.923478E-06
0.400000E+02 0.191403E-05 0.216925E-05 0.358418E-05 0.499193E-06 0.565756E-06 0.934780E-06
0.410000E+02 0.195414E-05 0.221576E-05 0.367035E-05 0.503475E-06 0.570881E-06 0.945649E-06
0.420000E+02 0.199358E-05 0.226156E-05 0.375546E-05 0.507557E-06 0.575786E-06 0.956125E-06
0.430000E+02 0.203250E-05 0.230682E-05 0.383970E-05 0.511484E-06 0.580519E-06 0.966273E-06
0.440000E+02 0.207096E-05 0.235159E-05 0.392318E-05 0.515273E-06 0.585099E-06 0.976123E-06
0.450000E+02 0.210903E-05 0.239595E-05 0.400599E-05 0.518948E-06 0.589549E-06 0.985713E-06
0.460000E+02 0.214663E-05 0.243981E-05 0.408805E-05 0.522489E-06 0.593849E-06 0.995031E-06
0.470000E+02 0.218367E-05 0.248308E-05 0.416932E-05 0.525881E-06 0.597984E-06 0.100407E-05
0.480000E+02 0.222006E-05 0.252564E-05 0.424969E-05 0.529103E-06 0.601932E-06 0.101282E-05
0.490000E+02 0.225572E-05 0.256744E-05 0.432912E-05 0.532144E-06 0.605682E-06 0.102128E-05
0.500000E+02 0.229057E-05 0.260839E-05 0.440754E-05 0.534988E-06 0.609219E-06 0.102943E-05
0.510000E+02 0.232457E-05 0.264843E-05 0.448491E-05 0.537632E-06 0.612535E-06 0.103728E-05
0.520000E+02 0.235777E-05 0.268761E-05 0.456131E-05 0.540092E-06 0.615650E-06 0.104486E-05
0.530000E+02 0.239021E-05 0.272599E-05 0.463679E-05 0.542383E-06 0.618577E-06 0.105217E-05
0.540000E+02 0.242197E-05 0.276361E-05 0.471143E-05 0.544523E-06 0.621334E-06 0.105926E-05
0.550000E+02 0.245313E-05 0.280058E-05 0.478533E-05 0.546539E-06 0.623947E-06 0.106614E-05
0.560000E+02 0.248378E-05 0.283697E-05 0.485860E-05 0.548449E-06 0.626436E-06 0.107284E-05
0.570000E+02 0.251391E-05 0.287276E-05 0.493120E-05 0.550254E-06 0.628800E-06 0.107936E-05
0.580000E+02 0.254349E-05 0.290793E-05 0.500310E-05 0.551949E-06 0.631033E-06 0.108570E-05
0.590000E+02 0.257245E-05 0.294239E-05 0.507425E-05 0.553523E-06 0.633124E-06 0.109184E-05
0.600000E+02 0.260068E-05 0.297603E-05 0.514448E-05 0.554952E-06 0.635047E-06 0.109777E-05
0.610000E+02 0.262807E-05 0.300874E-05 0.521370E-05 0.556220E-06 0.636786E-06 0.110346E-05
0.620000E+02 0.265463E-05 0.304051E-05 0.528188E-05 0.557328E-06 0.638341E-06 0.110891E-05
0.630000E+02 0.268037E-05 0.307135E-05 0.534905E-05 0.558283E-06 0.639720E-06 0.111413E-05
0.640000E+02 0.270531E-05 0.310129E-05 0.541518E-05 0.559093E-06 0.640928E-06 0.111913E-05
0.650000E+02 0.272957E-05 0.313043E-05 0.548040E-05 0.559783E-06 0.641993E-06 0.112393E-05
0.660000E+02 0.275325E-05 0.315890E-05 0.554482E-05 0.560378E-06 0.642942E-06 0.112856E-05
0.670000E+02 0.277635E-05 0.318667E-05 0.560838E-05 0.560879E-06 0.643772E-06 0.113301E-05
0.680000E+02 0.279893E-05 0.321381E-05 0.567115E-05 0.561299E-06 0.644499E-06 0.113729E-05
0.690000E+02 0.282104E-05 0.324036E-05 0.573314E-05 0.561646E-06 0.645131E-06 0.114142E-05
0.700000E+02 0.284262E-05 0.326628E-05 0.579431E-05 0.561915E-06 0.645663E-06 0.114539E-05
0.710000E+02 0.286367E-05 0.329156E-05 0.585459E-05 0.562105E-06 0.646093E-06 0.114919E-05
0.720000E+02 0.288417E-05 0.331616E-05 0.591395E-05 0.562210E-06 0.646417E-06 0.115280E-05
0.730000E+02 0.290410E-05 0.334007E-05 0.597234E-05 0.562230E-06 0.646635E-06 0.115624E-05
0.740000E+02 0.292347E-05 0.336333E-05 0.602979E-05 0.562170E-06 0.646752E-06 0.115950E-05
0.750000E+02 0.294230E-05 0.338592E-05 0.608626E-05 0.562031E-06 0.646769E-06 0.116258E-05
0.760000E+02 0.296053E-05 0.340780E-05 0.614167E-05 0.561804E-06 0.646680E-06 0.116547E-05
0.770000E+02 0.297820E-05 0.342901E-05 0.619604E-05 0.561500E-06 0.646494E-06 0.116818E-05
0.780000E+02 0.299536E-05 0.344960E-05 0.624942E-05 0.561127E-06 0.646221E-06 0.117072E-05
0.790000E+02 0.301209E-05 0.346966E-05 0.630188E-05 0.560700E-06 0.645878E-06 0.117310E-05
0.800000E+02 0.302845E-05 0.348927E-05 0.635347E-05 0.560234E-06 0.645481E-06 0.117533E-05
0.810000E+02 0.304445E-05 0.350841E-05 0.640415E-05 0.559727E-06 0.645028E-06 0.117741E-05
0.820000E+02 0.306012E-05 0.352713E-05 0.645396E-05 0.559188E-06 0.644528E-06 0.117936E-05
0.830000E+02 0.307553E-05 0.354552E-05 0.650298E-05 0.558629E-06 0.643996E-06 0.118118E-05
0.840000E+02 0.309069E-05 0.356357E-05 0.655119E-05 0.558050E-06 0.643434E-06 0.118287E-05
0.850000E+02 0.310558E-05 0.358128E-05 0.659855E-05 0.557450E-06 0.642839E-06 0.118444E-05
0.860000E+02 0.312021E-05 0.359866E-05 0.664507E-05 0.556829E-06 0.642213E-06 0.118587E-05
0.870000E+02 0.313458E-05 0.361571E-05 0.669076E-05 0.556188E-06 0.641558E-06 0.118718E-05
0.880000E+02 0.314866E-05 0.363241E-05 0.673557E-05 0.555521E-06 0.640869E-06 0.118836E-05
0.890000E+02 0.316243E-05 0.364873E-05 0.677946E-05 0.554825E-06 0.640144E-06 0.118941E-05
0.900000E+02 0.317587E-05 0.366467E-05 0.682240E-05 0.554096E-06 0.639378E-06 0.119031E-05
0.910000E+02 0.318902E-05 0.368027E-05 0.686446E-05 0.553342E-06 0.638580E-06 0.119108E-05
0.920000E+02 0.320193E-05 0.369558E-05 0.690569E-05 0.552570E-06 0.637761E-06 0.119174E-05
0.930000E+02 0.321461E-05 0.371061E-05 0.694609E-05 0.551783E-06 0.636923E-06 0.119229E-05
0.940000E+02 0.322707E-05 0.372540E-05 0.698569E-05 0.550984E-06 0.636068E-06 0.119273E-05
0.950000E+02 0.323935E-05 0.373996E-05 0.702452E-05 0.550177E-06 0.635203E-06 0.119306E-05
0.960000E+02 0.325149E-05 0.375436E-05 0.706264E-05 0.549370E-06 0.634336E-06 0.119330E-05
0.970000E+02 0.326356E-05 0.376867E-05 0.710014E-05 0.548574E-06 0.633479E-06 0.119347E-05
0.980000E+02 0.327554E-05 0.378287E-05 0.713701E-05 0.547786E-06 0.632631E-06 0.119356E-05
0.990000E+02 0.328743E-05 0.379696E-05 0.717325E-05 0.547005E-06 0.631788E-06 0.119358E-05
0.100000E+03 0.329920E-05 0.381092E-05 0.720884E-05 0.546226E-06 0.630948E-06 0.119352E-05
0.101000E+03 0.331085E-05 0.382475E-05 0.724380E-05 0.545448E-06 0.630110E-06 0.119338E-05
0.102000E+03 0.332235E-05 0.383840E-05 0.727809E-05 0.544665E-06 0.629267E-06 0.119317E-05
0.103000E+03 0.333368E-05 0.385188E-05 0.731173E-05 0.543877E-06 0.628419E-06 0.119288E-05
0.104000E+03 0.334488E-05 0.386522E-05 0.734475E-05 0.543086E-06 0.627570E-06 0.119252E-05
0.105000E+03 0.335592E-05 0.387840E-05 0.737718E-05 0.542291E-06 0.626719E-06 0.119209E-05
0.106000E+03 0.336681E-05 0.389141E-05 0.740900E-05 0.541490E-06 0.625863E-06 0.119160E-05
0.107000E+03 0.337754E-05 0.390427E-05 0.744026E-05 0.540684E-06 0.625003E-06 0.119105E-05
0.108000E+03 0.338811E-05 0.391695E-05 0.747092E-05 0.539870E-06 0.624137E-06 0.119044E-05
0.109000E+03 0.339851E-05 0.392947E-05 0.750103E-05 0.539049E-06 0.623265E-06 0.118976E-05
