0.300000E+02 0.127923E-05 0.139618E-05 0.149489E-05 0.158281E-05 0.166638E-05 0.174834E-05 0.183162E-05 0.192326E-05 0.210722E-05 0.174055E-05 0.188086E-05 0.200788E-05 0.213042E-05 0.225228E-05 0.237769E-05 0.251724E-05 0.279990E-05 0.209920E-05 0.225169E-05 0.240018E-05 0.254918E-05 0.270387E-05 0.287740E-05 0.323149E-05 0.246763E-05 0.264123E-05 0.281691E-05 0.300083E-05 0.320884E-05 0.363667E-05 0.286733E-05 0.307024E-05 0.328446E-05 0.352883E-05 0.403598E-05 0.332544E-05 0.357301E-05 0.385812E-05 0.445630E-05 0.387597E-05 0.420832E-05 0.491522E-05 0.459550E-05 0.543935E-05 0.609745E-05 0.375757E-06 0.410109E-06 0.439105E-06 0.464930E-06 0.489476E-06 0.513552E-06 0.538014E-06 0.564933E-06 0.618968E-06 0.511263E-06 0.552479E-06 0.589789E-06 0.625783E-06 0.661578E-06 0.698415E-06 0.739406E-06 0.822433E-06 0.616612E-06 0.661403E-06 0.705020E-06 0.748788E-06 0.794226E-06 0.845198E-06 0.949207E-06 0.724833E-06 0.775827E-06 0.827431E-06 0.881455E-06 0.942554E-06 0.106822E-05 0.842239E-06 0.901841E-06 0.964767E-06 0.103655E-05 0.118552E-05 0.976804E-06 0.104952E-05 0.113327E-05 0.130898E-05 0.113851E-05 0.123614E-05 0.144378E-05 0.134987E-05 0.159774E-05 0.179104E-05
0.310000E+02 0.132157E-05 0.144307E-05 0.154569E-05 0.163715E-05 0.172413E-05 0.180949E-05 0.189626E-05 0.199178E-05 0.218357E-05 0.180110E-05 0.194723E-05 0.207961E-05 0.220741E-05 0.233460E-05 0.246557E-05 0.261138E-05 0.290685E-05 0.217477E-05 0.233387E-05 0.248893E-05 0.264464E-05 0.280641E-05 0.298801E-05 0.335875E-05 0.255934E-05 0.274081E-05 0.292461E-05 0.311719E-05 0.333515E-05 0.378376E-05 0.297734E-05 0.318984E-05 0.341441E-05 0.367079E-05 0.420330E-05 0.345736E-05 0.371716E-05 0.401667E-05 0.464564E-05 0.403545E-05 0.438503E-05 0.512939E-05 0.479285E-05 0.568288E-05 0.637917E-05 0.381984E-06 0.417099E-06 0.446762E-06 0.473197E-06 0.498338E-06 0.523009E-06 0.548088E-06 0.575696E-06 0.631131E-06 0.520584E-06 0.562820E-06 0.601083E-06 0.638023E-06 0.674785E-06 0.712639E-06 0.754785E-06 0.840188E-06 0.628588E-06 0.674574E-06 0.719391E-06 0.764398E-06 0.811156E-06 0.863645E-06 0.970803E-06 0.739744E-06 0.792195E-06 0.845320E-06 0.900982E-06 0.963981E-06 0.109364E-05 0.860559E-06 0.921981E-06 0.986889E-06 0.106099E-05 0.121491E-05 0.999303E-06 0.107440E-05 0.116096E-05 0.134276E-05 0.116639E-05 0.126743E-05 0.148258E-05 0.138531E-05 0.164256E-05 0.184381E-05
0.320000E+02 0.136307E-05 0.148906E-05 0.159555E-05 0.169051E-05 0.178087E-05 0.186959E-05 0.195981E-05 0.205917E-05 0.225872E-05 0.186060E-05 0.201248E-05 0.215017E-05 0.228319E-05 0.241566E-05 0.255214E-05 0.270417E-05 0.301237E-05 0.224914E-05 0.241479E-05 0.257636E-05 0.273873E-05 0.290754E-05 0.309715E-05 0.348446E-05 0.264971E-05 0.283899E-05 0.303085E-05 0.323204E-05 0.345991E-05 0.392921E-05 0.308587E-05 0.330792E-05 0.354278E-05 0.381113E-05 0.436895E-05 0.358768E-05 0.385969E-05 0.417356E-05 0.483330E-05 0.419327E-05 0.456006E-05 0.534196E-05 0.498857E-05 0.592492E-05 0.665970E-05 0.387869E-06 0.423718E-06 0.454022E-06 0.481043E-06 0.506756E-06 0.532001E-06 0.557674E-06 0.585947E-06 0.642731E-06 0.529443E-06 0.572661E-06 0.611842E-06 0.649694E-06 0.687387E-06 0.726224E-06 0.769486E-06 0.857186E-06 0.640004E-06 0.687141E-06 0.733116E-06 0.779321E-06 0.827356E-06 0.881311E-06 0.991522E-06 0.753989E-06 0.807849E-06 0.862445E-06 0.919693E-06 0.984536E-06 0.111808E-05 0.878100E-06 0.941285E-06 0.100812E-05 0.108448E-05 0.124321E-05 0.102089E-05 0.109830E-05 0.118761E-05 0.137534E-05 0.119322E-05 0.129759E-05 0.152008E-05 0.141952E-05 0.168597E-05 0.189505E-05
0.330000E+02 0.140377E-05 0.153420E-05 0.164452E-05 0.174295E-05 0.183666E-05 0.192870E-05 0.202235E-05 0.212551E-05 0.233276E-05 0.191912E-05 0.207669E-05 0.221964E-05 0.235784E-05 0.249553E-05 0.263748E-05 0.279569E-05 0.311652E-05 0.232238E-05 0.249453E-05 0.266255E-05 0.283153E-05 0.300732E-05 0.320490E-05 0.360868E-05 0.273882E-05 0.293584E-05 0.313571E-05 0.334545E-05 0.358318E-05 0.407309E-05 0.319300E-05 0.342453E-05 0.366963E-05 0.394991E-05 0.453296E-05 0.371649E-05 0.400065E-05 0.432884E-05 0.501931E-05 0.434947E-05 0.473345E-05 0.555289E-05 0.518264E-05 0.616543E-05 0.693893E-05 0.393444E-06 0.430001E-06 0.460921E-06 0.488508E-06 0.514771E-06 0.540568E-06 0.566815E-06 0.595729E-06 0.653816E-06 0.537884E-06 0.582047E-06 0.622113E-06 0.660845E-06 0.699437E-06 0.739223E-06 0.783564E-06 0.873487E-06 0.650908E-06 0.699156E-06 0.746249E-06 0.793611E-06 0.842881E-06 0.898256E-06 0.101143E-05 0.767625E-06 0.822845E-06 0.878864E-06 0.937649E-06 0.100428E-05 0.114159E-05 0.894921E-06 0.959814E-06 0.102851E-05 0.110707E-05 0.127048E-05 0.104164E-05 0.112128E-05 0.121327E-05 0.140679E-05 0.121905E-05 0.132667E-05 0.155634E-05 0.145257E-05 0.172802E-05 0.194481E-05
0.340000E+02 0.144380E-05 0.157864E-05 0.169275E-05 0.179461E-05 0.189163E-05 0.198696E-05 0.208400E-05 0.219093E-05 0.240581E-05 0.197680E-05 0.214001E-05 0.228817E-05 0.243148E-05 0.257436E-05 0.272174E-05 0.288607E-05 0.321945E-05 0.239464E-05 0.257322E-05 0.274765E-05 0.292318E-05 0.310590E-05 0.331139E-05 0.373154E-05 0.282680E-05 0.303150E-05 0.323932E-05 0.345756E-05 0.370509E-05 0.421550E-05 0.329887E-05 0.353982E-05 0.379510E-05 0.408725E-05 0.469543E-05 0.384389E-05 0.414014E-05 0.448260E-05 0.520374E-05 0.450415E-05 0.490528E-05 0.576224E-05 0.537514E-05 0.640443E-05 0.721683E-05 0.398756E-06 0.435994E-06 0.467510E-06 0.495642E-06 0.522437E-06 0.548768E-06 0.575567E-06 0.605101E-06 0.664446E-06 0.545960E-06 0.591035E-06 0.631956E-06 0.671537E-06 0.710998E-06 0.751702E-06 0.797086E-06 0.889160E-06 0.661362E-06 0.710683E-06 0.758856E-06 0.807336E-06 0.857801E-06 0.914552E-06 0.103059E-05 0.780716E-06 0.837252E-06 0.894649E-06 0.954923E-06 0.102329E-05 0.116425E-05 0.911095E-06 0.977643E-06 0.104815E-05 0.112883E-05 0.129680E-05 0.106162E-05 0.114344E-05 0.123802E-05 0.143719E-05 0.124398E-05 0.135476E-05 0.159144E-05 0.148453E-05 0.176880E-05 0.199317E-05
0.350000E+02 0.148337E-05 0.162257E-05 0.174043E-05 0.184570E-05 0.194600E-05 0.204460E-05 0.214500E-05 0.225567E-05 0.247811E-05 0.203385E-05 0.220265E-05 0.235597E-05 0.250437E-05 0.265239E-05 0.280515E-05 0.297554E-05 0.332137E-05 0.246615E-05 0.265111E-05 0.283188E-05 0.301391E-05 0.320351E-05 0.341685E-05 0.385326E-05 0.291389E-05 0.312621E-05 0.334192E-05 0.356860E-05 0.382586E-05 0.435666E-05 0.340371E-05 0.365401E-05 0.391941E-05 0.422336E-05 0.485657E-05 0.397012E-05 0.427840E-05 0.463506E-05 0.538676E-05 0.465752E-05 0.507575E-05 0.597016E-05 0.556623E-05 0.664203E-05 0.749347E-05 0.403873E-06 0.441771E-06 0.473862E-06 0.502521E-06 0.529830E-06 0.556676E-06 0.584011E-06 0.614143E-06 0.674706E-06 0.553750E-06 0.599707E-06 0.641453E-06 0.681855E-06 0.722156E-06 0.763747E-06 0.810141E-06 0.904298E-06 0.671450E-06 0.721807E-06 0.771025E-06 0.820587E-06 0.872209E-06 0.930293E-06 0.104911E-05 0.793354E-06 0.851162E-06 0.909893E-06 0.971609E-06 0.104165E-05 0.118617E-05 0.926714E-06 0.994865E-06 0.106712E-05 0.114988E-05 0.132228E-05 0.108093E-05 0.116486E-05 0.126197E-05 0.146663E-05 0.126809E-05 0.138196E-05 0.162547E-05 0.151550E-05 0.180840E-05 0.204022E-05
0.360000E+02 0.152270E-05 0.166623E-05 0.178782E-05 0.189645E-05 0.200001E-05 0.210186E-05 0.220559E-05 0.231997E-05 0.254991E-05 0.209054E-05 0.226487E-05 0.242332E-05 0.257675E-05 0.272987E-05 0.288796E-05 0.306439E-05 0.342258E-05 0.253716E-05 0.272845E-05 0.291551E-05 0.310399E-05 0.330042E-05 0.352155E-05 0.397412E-05 0.300036E-05 0.322024E-05 0.344378E-05 0.367884E-05 0.394578E-05 0.449685E-05 0.350778E-05 0.376738E-05 0.404283E-05 0.435852E-05 0.501663E-05 0.409544E-05 0.441568E-05 0.478648E-05 0.556864E-05 0.480985E-05 0.524511E-05 0.617688E-05 0.575616E-05 0.687844E-05 0.776902E-05 0.408862E-06 0.447400E-06 0.480048E-06 0.509219E-06 0.537025E-06 0.564371E-06 0.592224E-06 0.622936E-06 0.684679E-06 0.561331E-06 0.608142E-06 0.650687E-06 0.691885E-06 0.732999E-06 0.775449E-06 0.822821E-06 0.918999E-06 0.681256E-06 0.732617E-06 0.782846E-06 0.833456E-06 0.886199E-06 0.945575E-06 0.106709E-05 0.805629E-06 0.864670E-06 0.924692E-06 0.987807E-06 0.105948E-05 0.120745E-05 0.941878E-06 0.101158E-05 0.108554E-05 0.117031E-05 0.134702E-05 0.109967E-05 0.118566E-05 0.128522E-05 0.149524E-05 0.129150E-05 0.140837E-05 0.165856E-05 0.154559E-05 0.184693E-05 0.208607E-05
0.370000E+02 0.156200E-05 0.170983E-05 0.183512E-05 0.194711E-05 0.205390E-05 0.215896E-05 0.226600E-05 0.238406E-05 0.262146E-05 0.214707E-05 0.232691E-05 0.249044E-05 0.264886E-05 0.280704E-05 0.297043E-05 0.315285E-05 0.352331E-05 0.260793E-05 0.280548E-05 0.299879E-05 0.319368E-05 0.339688E-05 0.362576E-05 0.409437E-05 0.308646E-05 0.331384E-05 0.354515E-05 0.378853E-05 0.406508E-05 0.463631E-05 0.361136E-05 0.388018E-05 0.416561E-05 0.449297E-05 0.517586E-05 0.422011E-05 0.455224E-05 0.493711E-05 0.574959E-05 0.496137E-05 0.541358E-05 0.638262E-05 0.594515E-05 0.711383E-05 0.804362E-05 0.413784E-06 0.452944E-06 0.486135E-06 0.515801E-06 0.544091E-06 0.571923E-06 0.600278E-06 0.631553E-06 0.694441E-06 0.568773E-06 0.616413E-06 0.659733E-06 0.701701E-06 0.743604E-06 0.786887E-06 0.835209E-06 0.933347E-06 0.690856E-06 0.743191E-06 0.794400E-06 0.846026E-06 0.899856E-06 0.960486E-06 0.108463E-05 0.817623E-06 0.877858E-06 0.939133E-06 0.100361E-05 0.107687E-05 0.122819E-05 0.956672E-06 0.102788E-05 0.110350E-05 0.119022E-05 0.137112E-05 0.111794E-05 0.120592E-05 0.130787E-05 0.152310E-05 0.131430E-05 0.143409E-05 0.169080E-05 0.157491E-05 0.188450E-05 0.213081E-05
0.380000E+02 0.160128E-05 0.175338E-05 0.188235E-05 0.199766E-05 0.210766E-05 0.221591E-05 0.232624E-05 0.244795E-05 0.269274E-05 0.220347E-05 0.238876E-05 0.255733E-05 0.272071E-05 0.288391E-05 0.305256E-05 0.324091E-05 0.362355E-05 0.267843E-05 0.288222E-05 0.308172E-05 0.328295E-05 0.349288E-05 0.372944E-05 0.421399E-05 0.317217E-05 0.340700E-05 0.364602E-05 0.389765E-05 0.418374E-05 0.477500E-05 0.371441E-05 0.399238E-05 0.428773E-05 0.462668E-05 0.533420E-05 0.434410E-05 0.468804E-05 0.508689E-05 0.592956E-05 0.511203E-05 0.558112E-05 0.658728E-05 0.613312E-05 0.734810E-05 0.831710E-05 0.418645E-06 0.458410E-06 0.492128E-06 0.522276E-06 0.551035E-06 0.579336E-06 0.608180E-06 0.640001E-06 0.704000E-06 0.576082E-06 0.624526E-06 0.668597E-06 0.711313E-06 0.753980E-06 0.798072E-06 0.847314E-06 0.947353E-06 0.700259E-06 0.753537E-06 0.805696E-06 0.858306E-06 0.913191E-06 0.975037E-06 0.110172E-05 0.829344E-06 0.890738E-06 0.953228E-06 0.101902E-05 0.109381E-05 0.124839E-05 0.971107E-06 0.104378E-05 0.112100E-05 0.120961E-05 0.139459E-05 0.113574E-05 0.122566E-05 0.132993E-05 0.155024E-05 0.133651E-05 0.145915E-05 0.172220E-05 0.160346E-05 0.192111E-05 0.217445E-05
0.390000E+02 0.164056E-05 0.179690E-05 0.192952E-05 0.204814E-05 0.216132E-05 0.227274E-05 0.238633E-05 0.251167E-05 0.276380E-05 0.225975E-05 0.245046E-05 0.262403E-05 0.279234E-05 0.296052E-05 0.313438E-05 0.332862E-05 0.372336E-05 0.274872E-05 0.295869E-05 0.316434E-05 0.337187E-05 0.358847E-05 0.383265E-05 0.433303E-05 0.325756E-05 0.349977E-05 0.374644E-05 0.400627E-05 0.430184E-05 0.491298E-05 0.381699E-05 0.410405E-05 0.440925E-05 0.475971E-05 0.549172E-05 0.446748E-05 0.482314E-05 0.523589E-05 0.610858E-05 0.526191E-05 0.574778E-05 0.679091E-05 0.632011E-05 0.758126E-05 0.858947E-05 0.423449E-06 0.463803E-06 0.498033E-06 0.528650E-06 0.557866E-06 0.586625E-06 0.615942E-06 0.648295E-06 0.713374E-06 0.583270E-06 0.632495E-06 0.677297E-06 0.720738E-06 0.764148E-06 0.809024E-06 0.859160E-06 0.961046E-06 0.709481E-06 0.763675E-06 0.816756E-06 0.870322E-06 0.926230E-06 0.989257E-06 0.111841E-05 0.840819E-06 0.903336E-06 0.967004E-06 0.103407E-05 0.111036E-05 0.126810E-05 0.985215E-06 0.105931E-05 0.113808E-05 0.122854E-05 0.141748E-05 0.115311E-05 0.124491E-05 0.135145E-05 0.157670E-05 0.135817E-05 0.148358E-05 0.175282E-05 0.163130E-05 0.195682E-05 0.221705E-05
