0.200000E+01 0.147085E-07 0.187750E-07 0.209941E-07 0.228514E-07 0.245316E-07 0.261352E-07 0.277398E-07 0.294333E-07 0.314154E-07 0.352066E-07 0.150455E-07 0.193199E-07 0.213572E-07 0.229966E-07 0.244998E-07 0.258819E-07 0.273083E-07 0.287796E-07 0.304936E-07 0.339046E-07
0.300000E+01 0.313069E-07 0.415133E-07 0.472508E-07 0.521259E-07 0.565869E-07 0.608851E-07 0.652214E-07 0.698327E-07 0.752700E-07 0.857736E-07 0.268824E-07 0.356992E-07 0.401402E-07 0.438022E-07 0.471881E-07 0.503618E-07 0.536381E-07 0.570649E-07 0.610929E-07 0.691011E-07
0.400000E+01 0.519075E-07 0.712189E-07 0.823572E-07 0.919476E-07 0.100812E-06 0.109425E-06 0.118178E-06 0.127548E-06 0.138671E-06 0.160351E-06 0.393301E-07 0.538473E-07 0.614419E-07 0.678165E-07 0.737612E-07 0.794071E-07 0.852555E-07 0.914331E-07 0.987489E-07 0.113346E-06
0.500000E+01 0.762747E-07 0.107534E-06 0.125975E-06 0.142041E-06 0.157027E-06 0.171697E-06 0.186703E-06 0.202867E-06 0.222170E-06 0.260106E-06 0.523915E-07 0.734920E-07 0.848580E-07 0.945365E-07 0.103636E-06 0.112369E-06 0.121454E-06 0.131127E-06 0.142657E-06 0.165779E-06
0.600000E+01 0.103132E-06 0.148910E-06 0.176477E-06 0.200757E-06 0.223593E-06 0.246103E-06 0.269271E-06 0.294367E-06 0.324508E-06 0.384198E-06 0.654130E-07 0.937217E-07 0.109345E-06 0.122815E-06 0.135580E-06 0.147937E-06 0.160852E-06 0.174699E-06 0.191303E-06 0.224786E-06
0.700000E+01 0.131178E-06 0.193716E-06 0.232102E-06 0.266256E-06 0.298631E-06 0.330753E-06 0.364004E-06 0.400215E-06 0.443938E-06 0.531152E-06 0.778745E-07 0.113800E-06 0.134047E-06 0.151701E-06 0.168556E-06 0.185000E-06 0.202270E-06 0.220899E-06 0.243363E-06 0.288924E-06
0.800000E+01 0.160546E-06 0.241779E-06 0.292534E-06 0.338125E-06 0.381661E-06 0.425124E-06 0.470359E-06 0.519870E-06 0.579955E-06 0.700631E-06 0.900546E-07 0.133850E-06 0.158993E-06 0.181142E-06 0.202439E-06 0.223364E-06 0.245445E-06 0.269399E-06 0.298435E-06 0.357669E-06
0.900000E+01 0.190684E-06 0.292241E-06 0.356752E-06 0.415224E-06 0.471452E-06 0.527915E-06 0.586983E-06 0.651948E-06 0.731167E-06 0.891319E-06 0.101820E-06 0.153610E-06 0.183836E-06 0.210715E-06 0.236739E-06 0.262475E-06 0.289760E-06 0.319515E-06 0.355763E-06 0.430137E-06
0.100000E+02 0.221385E-06 0.344585E-06 0.424064E-06 0.496723E-06 0.567062E-06 0.638093E-06 0.712770E-06 0.795279E-06 0.896359E-06 0.110200E-05 0.113199E-06 0.172998E-06 0.208418E-06 0.240195E-06 0.271166E-06 0.301982E-06 0.334802E-06 0.370772E-06 0.414800E-06 0.505651E-06
0.110000E+02 0.252077E-06 0.397945E-06 0.493429E-06 0.581436E-06 0.667184E-06 0.754244E-06 0.846212E-06 0.948278E-06 0.107387E-05 0.133095E-05 0.124045E-06 0.191778E-06 0.232438E-06 0.269221E-06 0.305301E-06 0.341408E-06 0.380038E-06 0.422577E-06 0.474882E-06 0.583420E-06
0.120000E+02 0.282037E-06 0.451332E-06 0.563687E-06 0.668060E-06 0.770384E-06 0.874820E-06 0.985656E-06 0.110919E-05 0.126187E-05 0.157621E-05 0.134165E-06 0.209688E-06 0.255579E-06 0.297423E-06 0.338722E-06 0.380280E-06 0.424941E-06 0.474345E-06 0.535360E-06 0.662673E-06
0.130000E+02 0.311646E-06 0.504938E-06 0.634889E-06 0.756515E-06 0.876465E-06 0.999512E-06 0.113069E-05 0.127751E-05 0.145973E-05 0.183704E-05 0.143817E-06 0.226951E-06 0.278029E-06 0.324948E-06 0.371535E-06 0.418660E-06 0.469528E-06 0.526044E-06 0.596140E-06 0.743201E-06
0.140000E+02 0.341315E-06 0.559018E-06 0.707160E-06 0.846805E-06 0.985315E-06 0.112810E-05 0.128097E-05 0.145279E-05 0.166689E-05 0.211271E-05 0.153224E-06 0.243773E-06 0.299961E-06 0.351937E-06 0.403845E-06 0.456614E-06 0.513822E-06 0.577649E-06 0.657146E-06 0.824819E-06
0.150000E+02 0.371081E-06 0.613465E-06 0.780271E-06 0.938579E-06 0.109647E-05 0.125999E-05 0.143582E-05 0.163421E-05 0.188243E-05 0.240209E-05 0.162442E-06 0.260191E-06 0.321388E-06 0.378372E-06 0.435600E-06 0.494056E-06 0.557698E-06 0.628994E-06 0.718152E-06 0.907198E-06
0.160000E+02 0.400443E-06 0.667604E-06 0.853415E-06 0.103091E-05 0.120887E-05 0.139403E-05 0.159394E-05 0.182037E-05 0.210478E-05 0.270340E-05 0.171323E-06 0.276029E-06 0.342107E-06 0.404021E-06 0.466537E-06 0.530688E-06 0.600821E-06 0.679699E-06 0.778731E-06 0.989806E-06
0.170000E+02 0.428823E-06 0.720725E-06 0.925773E-06 0.112286E-05 0.132147E-05 0.152904E-05 0.175405E-05 0.200987E-05 0.233242E-05 0.301486E-05 0.179709E-06 0.291117E-06 0.361930E-06 0.428674E-06 0.496420E-06 0.566246E-06 0.642894E-06 0.729430E-06 0.838500E-06 0.107216E-05
0.180000E+02 0.456214E-06 0.772734E-06 0.997159E-06 0.121415E-05 0.143391E-05 0.166456E-05 0.191556E-05 0.220199E-05 0.256448E-05 0.333538E-05 0.187648E-06 0.305504E-06 0.380895E-06 0.452352E-06 0.525249E-06 0.600704E-06 0.683864E-06 0.778103E-06 0.897331E-06 0.115405E-05
0.190000E+02 0.483116E-06 0.824106E-06 0.106799E-05 0.130513E-05 0.154642E-05 0.180073E-05 0.207853E-05 0.239669E-05 0.280080E-05 0.366453E-05 0.195344E-06 0.319414E-06 0.399224E-06 0.475268E-06 0.553224E-06 0.634246E-06 0.723891E-06 0.825848E-06 0.955319E-06 0.123549E-05
0.200000E+02 0.509912E-06 0.875198E-06 0.113856E-05 0.139601E-05 0.165916E-05 0.193763E-05 0.224294E-05 0.259383E-05 0.304111E-05 0.400181E-05 0.202944E-06 0.333009E-06 0.417078E-06 0.497576E-06 0.580487E-06 0.666996E-06 0.763079E-06 0.872744E-06 0.101251E-05 0.131645E-05
0.210000E+02 0.536686E-06 0.926063E-06 0.120889E-05 0.148675E-05 0.177200E-05 0.207502E-05 0.240844E-05 0.279296E-05 0.328482E-05 0.434638E-05 0.210484E-06 0.346336E-06 0.434504E-06 0.519318E-06 0.607067E-06 0.698969E-06 0.801426E-06 0.918766E-06 0.106884E-05 0.139679E-05
0.220000E+02 0.563219E-06 0.976445E-06 0.127865E-05 0.157697E-05 0.188448E-05 0.221239E-05 0.257444E-05 0.299337E-05 0.353109E-05 0.469715E-05 0.217906E-06 0.359346E-06 0.451453E-06 0.540437E-06 0.632901E-06 0.730089E-06 0.838836E-06 0.963795E-06 0.112417E-05 0.147631E-05
0.230000E+02 0.589215E-06 0.102600E-05 0.134746E-05 0.166622E-05 0.199610E-05 0.234914E-05 0.274025E-05 0.319428E-05 0.377901E-05 0.505293E-05 0.225136E-06 0.371966E-06 0.467851E-06 0.560856E-06 0.657902E-06 0.760257E-06 0.875197E-06 0.100770E-05 0.117834E-05 0.155478E-05
0.240000E+02 0.614603E-06 0.107466E-05 0.141522E-05 0.175435E-05 0.210666E-05 0.248499E-05 0.290551E-05 0.339524E-05 0.402801E-05 0.541291E-05 0.232167E-06 0.384205E-06 0.483711E-06 0.580589E-06 0.682079E-06 0.789475E-06 0.910498E-06 0.105045E-05 0.123129E-05 0.163209E-05
0.250000E+02 0.639344E-06 0.112236E-05 0.148184E-05 0.184125E-05 0.221596E-05 0.261972E-05 0.306992E-05 0.359583E-05 0.427755E-05 0.577631E-05 0.239003E-06 0.396074E-06 0.499048E-06 0.599650E-06 0.705444E-06 0.817748E-06 0.944733E-06 0.109204E-05 0.128299E-05 0.170814E-05
0.260000E+02 0.663508E-06 0.116919E-05 0.154741E-05 0.192697E-05 0.232405E-05 0.275329E-05 0.323337E-05 0.379590E-05 0.452737E-05 0.614262E-05 0.245678E-06 0.407627E-06 0.513924E-06 0.618104E-06 0.728063E-06 0.845138E-06 0.977960E-06 0.113249E-05 0.133346E-05 0.178293E-05
0.270000E+02 0.687268E-06 0.121534E-05 0.161211E-05 0.201168E-05 0.243105E-05 0.288578E-05 0.339590E-05 0.399537E-05 0.477729E-05 0.651145E-05 0.252251E-06 0.418937E-06 0.528422E-06 0.636039E-06 0.750023E-06 0.871730E-06 0.101026E-05 0.117189E-05 0.138275E-05 0.185645E-05
0.280000E+02 0.710853E-06 0.126110E-05 0.167623E-05 0.209564E-05 0.253720E-05 0.301741E-05 0.355766E-05 0.419435E-05 0.502732E-05 0.688259E-05 0.258789E-06 0.430094E-06 0.542640E-06 0.653562E-06 0.771434E-06 0.897636E-06 0.104173E-05 0.121033E-05 0.143095E-05 0.192876E-05
0.290000E+02 0.734395E-06 0.130659E-05 0.173989E-05 0.217899E-05 0.264262E-05 0.314825E-05 0.371866E-05 0.439278E-05 0.527730E-05 0.725565E-05 0.265333E-06 0.441147E-06 0.556636E-06 0.670732E-06 0.792359E-06 0.922915E-06 0.107243E-05 0.124786E-05 0.147810E-05 0.199985E-05
0.300000E+02 0.757946E-06 0.135189E-05 0.180319E-05 0.226180E-05 0.274734E-05 0.327830E-05 0.387889E-05 0.459057E-05 0.552707E-05 0.763028E-05 0.271897E-06 0.452123E-06 0.570445E-06 0.687592E-06 0.812843E-06 0.947614E-06 0.110242E-05 0.128452E-05 0.152423E-05 0.206973E-05
0.310000E+02 0.781344E-06 0.139683E-05 0.186593E-05 0.234387E-05 0.285116E-05 0.340733E-05 0.403805E-05 0.478739E-05 0.577618E-05 0.800583E-05 0.278440E-06 0.462985E-06 0.584033E-06 0.704112E-06 0.832858E-06 0.971708E-06 0.113165E-05 0.132028E-05 0.156928E-05 0.213831E-05
0.320000E+02 0.804325E-06 0.144112E-05 0.192784E-05 0.242490E-05 0.295378E-05 0.353501E-05 0.419576E-05 0.498278E-05 0.602413E-05 0.838158E-05 0.284898E-06 0.473670E-06 0.597342E-06 0.720237E-06 0.852355E-06 0.995144E-06 0.116009E-05 0.135509E-05 0.161321E-05 0.220552E-05
0.330000E+02 0.826678E-06 0.148457E-05 0.198872E-05 0.250471E-05 0.305496E-05 0.366108E-05 0.435177E-05 0.517644E-05 0.627053E-05 0.875696E-05 0.291225E-06 0.484136E-06 0.610338E-06 0.735940E-06 0.871306E-06 0.101790E-05 0.118770E-05 0.138891E-05 0.165597E-05 0.227128E-05
0.340000E+02 0.848361E-06 0.152712E-05 0.204851E-05 0.258324E-05 0.315467E-05 0.378550E-05 0.450597E-05 0.536824E-05 0.651516E-05 0.913161E-05 0.297416E-06 0.494386E-06 0.623028E-06 0.751231E-06 0.889731E-06 0.104000E-05 0.121450E-05 0.142176E-05 0.169759E-05 0.233560E-05
0.350000E+02 0.869553E-06 0.156899E-05 0.210746E-05 0.266074E-05 0.325315E-05 0.390850E-05 0.465858E-05 0.555835E-05 0.675817E-05 0.950548E-05 0.303524E-06 0.504481E-06 0.635482E-06 0.766190E-06 0.907712E-06 0.106153E-05 0.124060E-05 0.145375E-05 0.173815E-05 0.239856E-05
0.360000E+02 0.890510E-06 0.161047E-05 0.216588E-05 0.273753E-05 0.335074E-05 0.403041E-05 0.480993E-05 0.574708E-05 0.699979E-05 0.987868E-05 0.309612E-06 0.514499E-06 0.647787E-06 0.780912E-06 0.925352E-06 0.108260E-05 0.126610E-05 0.148498E-05 0.177776E-05 0.246023E-05
0.370000E+02 0.911386E-06 0.165173E-05 0.222394E-05 0.281381E-05 0.344762E-05 0.415142E-05 0.496019E-05 0.593456E-05 0.724011E-05 0.102512E-04 0.315719E-06 0.524486E-06 0.659995E-06 0.795452E-06 0.942714E-06 0.110327E-05 0.129107E-05 0.151553E-05 0.181649E-05 0.252070E-05
0.380000E+02 0.932251E-06 0.169285E-05 0.228174E-05 0.288967E-05 0.354391E-05 0.427162E-05 0.510945E-05 0.612085E-05 0.747916E-05 0.106228E-04 0.321861E-06 0.534462E-06 0.672130E-06 0.809844E-06 0.959833E-06 0.112358E-05 0.131555E-05 0.154544E-05 0.185440E-05 0.257998E-05
0.390000E+02 0.953086E-06 0.173382E-05 0.233929E-05 0.296514E-05 0.363962E-05 0.439106E-05 0.525772E-05 0.630597E-05 0.771689E-05 0.109934E-04 0.328034E-06 0.544427E-06 0.684199E-06 0.824098E-06 0.976728E-06 0.114357E-05 0.133958E-05 0.157474E-05 0.189150E-05 0.263811E-05
0.400000E+02 0.973784E-06 0.177452E-05 0.239645E-05 0.304009E-05 0.373464E-05 0.450960E-05 0.540488E-05 0.648976E-05 0.795312E-05 0.113628E-04 0.334213E-06 0.554355E-06 0.696179E-06 0.838195E-06 0.993383E-06 0.116321E-05 0.136314E-05 0.160343E-05 0.192780E-05 0.269506E-05
0.410000E+02 0.994183E-06 0.181476E-05 0.245305E-05 0.311432E-05 0.382879E-05 0.462706E-05 0.555072E-05 0.667200E-05 0.818760E-05 0.117304E-04 0.340362E-06 0.564208E-06 0.708031E-06 0.852099E-06 0.100977E-05 0.118249E-05 0.138622E-05 0.163148E-05 0.196328E-05 0.275081E-05
0.420000E+02 0.101419E-05 0.185445E-05 0.250899E-05 0.318778E-05 0.392199E-05 0.474338E-05 0.569520E-05 0.685263E-05 0.842023E-05 0.120962E-04 0.346464E-06 0.573970E-06 0.719744E-06 0.865804E-06 0.102588E-05 0.120139E-05 0.140881E-05 0.165890E-05 0.199794E-05 0.280538E-05
0.430000E+02 0.103372E-05 0.189350E-05 0.256419E-05 0.326038E-05 0.401417E-05 0.485848E-05 0.583824E-05 0.703156E-05 0.865091E-05 0.124599E-04 0.352502E-06 0.583624E-06 0.731304E-06 0.879299E-06 0.104171E-05 0.121993E-05 0.143092E-05 0.168571E-05 0.203180E-05 0.285876E-05
0.440000E+02 0.105274E-05 0.193185E-05 0.261858E-05 0.333204E-05 0.410526E-05 0.497231E-05 0.597976E-05 0.720872E-05 0.887951E-05 0.128213E-04 0.358475E-06 0.593163E-06 0.742703E-06 0.892579E-06 0.105726E-05 0.123810E-05 0.145256E-05 0.171191E-05 0.206487E-05 0.291096E-05
0.450000E+02 0.107138E-05 0.196966E-05 0.267234E-05 0.340297E-05 0.419549E-05 0.508509E-05 0.612002E-05 0.738435E-05 0.910630E-05 0.131806E-04 0.364408E-06 0.602625E-06 0.753986E-06 0.905694E-06 0.107258E-05 0.125596E-05 0.147380E-05 0.173758E-05 0.209722E-05 0.296207E-05
0.460000E+02 0.108974E-05 0.200701E-05 0.272556E-05 0.347327E-05 0.428496E-05 0.519693E-05 0.625913E-05 0.755856E-05 0.933136E-05 0.135379E-04 0.370326E-06 0.612034E-06 0.765176E-06 0.918672E-06 0.108771E-05 0.127356E-05 0.149467E-05 0.176275E-05 0.212891E-05 0.301214E-05
0.470000E+02 0.110794E-05 0.204406E-05 0.277840E-05 0.354310E-05 0.437384E-05 0.530804E-05 0.639729E-05 0.773156E-05 0.955489E-05 0.138932E-04 0.376257E-06 0.621422E-06 0.776313E-06 0.931553E-06 0.110269E-05 0.129094E-05 0.151523E-05 0.178750E-05 0.216000E-05 0.306123E-05
0.480000E+02 0.112605E-05 0.208089E-05 0.283095E-05 0.361257E-05 0.446227E-05 0.541855E-05 0.653464E-05 0.790351E-05 0.977704E-05 0.142467E-04 0.382215E-06 0.630810E-06 0.787416E-06 0.944364E-06 0.111755E-05 0.130813E-05 0.153553E-05 0.181186E-05 0.219054E-05 0.310940E-05
0.490000E+02 0.114411E-05 0.211752E-05 0.288324E-05 0.368171E-05 0.455025E-05 0.552847E-05 0.667123E-05 0.807443E-05 0.999784E-05 0.145983E-04 0.388207E-06 0.640201E-06 0.798492E-06 0.957110E-06 0.113231E-05 0.132515E-05 0.155557E-05 0.183586E-05 0.222056E-05 0.315667E-05
0.500000E+02 0.116207E-05 0.215390E-05 0.293520E-05 0.375045E-05 0.463776E-05 0.563779E-05 0.680703E-05 0.824431E-05 0.102173E-04 0.149480E-04 0.394225E-06 0.649587E-06 0.809532E-06 0.969786E-06 0.114695E-05 0.134201E-05 0.157537E-05 0.185951E-05 0.225007E-05 0.320308E-05
