0.100000E+02 0.203476E-06 0.418257E-06 0.279717E-06
0.110000E+02 0.230584E-06 0.485827E-06 0.320363E-06
0.120000E+02 0.257680E-06 0.555143E-06 0.361415E-06
0.130000E+02 0.284924E-06 0.626021E-06 0.402925E-06
0.140000E+02 0.312030E-06 0.697807E-06 0.444485E-06
0.150000E+02 0.338382E-06 0.769548E-06 0.485371E-06
0.160000E+02 0.363712E-06 0.840701E-06 0.525232E-06
0.170000E+02 0.388419E-06 0.911494E-06 0.564432E-06
0.180000E+02 0.412895E-06 0.982175E-06 0.603337E-06
0.190000E+02 0.437256E-06 0.105272E-05 0.642034E-06
0.200000E+02 0.461280E-06 0.112277E-05 0.680267E-06
0.210000E+02 0.484656E-06 0.119188E-05 0.717687E-06
0.220000E+02 0.507296E-06 0.125987E-05 0.754190E-06
0.230000E+02 0.529215E-06 0.132669E-05 0.789784E-06
0.240000E+02 0.550533E-06 0.139246E-05 0.824596E-06
0.250000E+02 0.571424E-06 0.145734E-05 0.858813E-06
0.260000E+02 0.592093E-06 0.152156E-05 0.892658E-06
0.270000E+02 0.612620E-06 0.158517E-05 0.926211E-06
0.280000E+02 0.632943E-06 0.164812E-05 0.959415E-06
0.290000E+02 0.652800E-06 0.171010E-05 0.991990E-06
0.300000E+02 0.671959E-06 0.177088E-05 0.102370E-05
0.310000E+02 0.690320E-06 0.183035E-05 0.105445E-05
0.320000E+02 0.708072E-06 0.188874E-05 0.108444E-05
0.330000E+02 0.725465E-06 0.194635E-05 0.111394E-05
0.340000E+02 0.742706E-06 0.200344E-05 0.114317E-05
0.350000E+02 0.759822E-06 0.206005E-05 0.117218E-05
0.360000E+02 0.776757E-06 0.211614E-05 0.120090E-05
0.370000E+02 0.793357E-06 0.217152E-05 0.122916E-05
0.380000E+02 0.809474E-06 0.222604E-05 0.125681E-05
0.390000E+02 0.825024E-06 0.227963E-05 0.128376E-05
0.400000E+02 0.839957E-06 0.233220E-05 0.130994E-05
0.410000E+02 0.854368E-06 0.238391E-05 0.133547E-05
