0.500000E+01 0.101901E-06 0.174636E-06 0.125560E-06
0.600000E+01 0.140229E-06 0.250853E-06 0.175475E-06
0.700000E+01 0.181852E-06 0.338429E-06 0.230765E-06
0.800000E+01 0.226175E-06 0.436413E-06 0.290626E-06
0.900000E+01 0.272422E-06 0.543544E-06 0.354048E-06
0.100000E+02 0.319927E-06 0.658589E-06 0.420121E-06
0.110000E+02 0.367440E-06 0.779675E-06 0.487347E-06
0.120000E+02 0.415030E-06 0.906291E-06 0.555591E-06
0.130000E+02 0.462930E-06 0.103809E-05 0.624895E-06
0.140000E+02 0.510983E-06 0.117433E-05 0.694922E-06
0.150000E+02 0.558453E-06 0.131366E-05 0.764747E-06
0.160000E+02 0.604707E-06 0.145488E-05 0.833585E-06
0.170000E+02 0.649761E-06 0.159751E-05 0.901324E-06
0.180000E+02 0.694165E-06 0.174166E-05 0.968432E-06
0.190000E+02 0.738117E-06 0.188710E-05 0.103502E-05
0.200000E+02 0.781610E-06 0.203344E-05 0.110101E-05
0.210000E+02 0.824212E-06 0.217985E-05 0.116590E-05
0.220000E+02 0.865744E-06 0.232582E-05 0.122946E-05
0.230000E+02 0.906140E-06 0.247097E-05 0.129159E-05
0.240000E+02 0.945531E-06 0.261521E-05 0.135240E-05
0.250000E+02 0.984081E-06 0.275848E-05 0.141205E-05
0.260000E+02 0.102209E-05 0.290094E-05 0.147086E-05
0.270000E+02 0.105967E-05 0.304253E-05 0.152893E-05
0.280000E+02 0.109692E-05 0.318324E-05 0.158639E-05
0.290000E+02 0.113363E-05 0.332270E-05 0.164302E-05
0.300000E+02 0.116952E-05 0.346054E-05 0.169853E-05
0.310000E+02 0.120440E-05 0.359647E-05 0.175276E-05
0.320000E+02 0.123832E-05 0.373051E-05 0.180578E-05
0.330000E+02 0.127160E-05 0.386298E-05 0.185794E-05
0.340000E+02 0.130450E-05 0.399414E-05 0.190952E-05
0.350000E+02 0.133717E-05 0.412415E-05 0.196072E-05
0.360000E+02 0.136958E-05 0.425297E-05 0.201151E-05
0.370000E+02 0.140162E-05 0.438050E-05 0.206179E-05
0.380000E+02 0.143308E-05 0.450651E-05 0.211135E-05
0.390000E+02 0.146383E-05 0.463092E-05 0.216009E-05
0.400000E+02 0.149379E-05 0.475363E-05 0.220791E-05
0.410000E+02 0.152296E-05 0.487470E-05 0.225483E-05
0.420000E+02 0.155148E-05 0.499431E-05 0.230100E-05
0.430000E+02 0.157945E-05 0.511261E-05 0.234653E-05
0.440000E+02 0.160699E-05 0.522978E-05 0.239156E-05
0.450000E+02 0.163415E-05 0.534590E-05 0.243614E-05
0.460000E+02 0.166096E-05 0.546105E-05 0.248028E-05
0.470000E+02 0.168728E-05 0.557511E-05 0.252385E-05
0.480000E+02 0.171307E-05 0.568806E-05 0.256679E-05
0.490000E+02 0.173822E-05 0.579978E-05 0.260897E-05
0.500000E+02 0.176269E-05 0.591031E-05 0.265036E-05
0.510000E+02 0.178639E-05 0.601951E-05 0.269082E-05
0.520000E+02 0.180935E-05 0.612749E-05 0.273040E-05
0.530000E+02 0.183162E-05 0.623431E-05 0.276915E-05
0.540000E+02 0.185326E-05 0.634004E-05 0.280709E-05
0.550000E+02 0.187438E-05 0.644480E-05 0.284433E-05
0.560000E+02 0.189506E-05 0.654873E-05 0.288096E-05
0.570000E+02 0.191535E-05 0.665187E-05 0.291700E-05
0.580000E+02 0.193525E-05 0.675419E-05 0.295244E-05
0.590000E+02 0.195470E-05 0.685568E-05 0.298721E-05
0.600000E+02 0.197363E-05 0.695621E-05 0.302122E-05
0.610000E+02 0.199194E-05 0.705565E-05 0.305434E-05
0.620000E+02 0.200957E-05 0.715396E-05 0.308650E-05
0.630000E+02 0.202656E-05 0.725114E-05 0.311773E-05
0.640000E+02 0.204291E-05 0.734719E-05 0.314803E-05
0.650000E+02 0.205871E-05 0.744216E-05 0.317745E-05
0.660000E+02 0.207406E-05 0.753622E-05 0.320615E-05
0.670000E+02 0.208904E-05 0.762940E-05 0.323417E-05
0.680000E+02 0.210366E-05 0.772166E-05 0.326151E-05
0.690000E+02 0.211799E-05 0.781309E-05 0.328825E-05
0.700000E+02 0.213201E-05 0.790364E-05 0.331437E-05
0.710000E+02 0.214572E-05 0.799327E-05 0.333985E-05
0.720000E+02 0.215908E-05 0.808193E-05 0.336468E-05
0.730000E+02 0.217207E-05 0.816955E-05 0.338880E-05
0.740000E+02 0.218471E-05 0.825612E-05 0.341226E-05
0.750000E+02 0.219700E-05 0.834166E-05 0.343505E-05
0.760000E+02 0.220890E-05 0.842607E-05 0.345714E-05
0.770000E+02 0.222042E-05 0.850931E-05 0.347853E-05
0.780000E+02 0.223160E-05 0.859144E-05 0.349928E-05
0.790000E+02 0.224248E-05 0.867248E-05 0.351944E-05
0.800000E+02 0.225313E-05 0.875251E-05 0.353912E-05
0.810000E+02 0.226360E-05 0.883154E-05 0.355833E-05
0.820000E+02 0.227387E-05 0.890949E-05 0.357709E-05
0.830000E+02 0.228400E-05 0.898649E-05 0.359548E-05
0.840000E+02 0.229403E-05 0.906254E-05 0.361353E-05
0.850000E+02 0.230393E-05 0.913758E-05 0.363125E-05
0.860000E+02 0.231370E-05 0.921159E-05 0.364862E-05
0.870000E+02 0.232334E-05 0.928457E-05 0.366566E-05
0.880000E+02 0.233281E-05 0.935650E-05 0.368237E-05
0.890000E+02 0.234209E-05 0.942731E-05 0.369872E-05
0.900000E+02 0.235116E-05 0.949694E-05 0.371468E-05
0.910000E+02 0.236001E-05 0.956540E-05 0.373026E-05
0.920000E+02 0.236867E-05 0.963277E-05 0.374553E-05
0.930000E+02 0.237718E-05 0.969907E-05 0.376053E-05
0.940000E+02 0.238553E-05 0.976426E-05 0.377526E-05
0.950000E+02 0.239375E-05 0.982839E-05 0.378976E-05
0.960000E+02 0.240186E-05 0.989146E-05 0.380405E-05
0.970000E+02 0.240991E-05 0.995361E-05 0.381823E-05
0.980000E+02 0.241792E-05 0.100148E-04 0.383231E-05
0.990000E+02 0.242587E-05 0.100751E-04 0.384629E-05
0.100000E+03 0.243375E-05 0.101344E-04 0.386014E-05
0.101000E+03 0.244154E-05 0.101928E-04 0.387387E-05
0.102000E+03 0.244922E-05 0.102501E-04 0.388745E-05
0.103000E+03 0.245675E-05 0.103065E-04 0.390085E-05
0.104000E+03 0.246415E-05 0.103619E-04 0.391410E-05
0.105000E+03 0.247143E-05 0.104163E-04 0.392720E-05
0.106000E+03 0.247855E-05 0.104698E-04 0.394015E-05
0.107000E+03 0.248553E-05 0.105223E-04 0.395293E-05
0.108000E+03 0.249236E-05 0.105739E-04 0.396555E-05
0.109000E+03 0.249903E-05 0.106245E-04 0.397799E-05
0.110000E+03 0.250556E-05 0.106743E-04 0.399029E-05
0.111000E+03 0.251197E-05 0.107232E-04 0.400247E-05
0.112000E+03 0.251826E-05 0.107713E-04 0.401452E-05
0.113000E+03 0.252443E-05 0.108186E-04 0.402645E-05
0.114000E+03 0.253049E-05 0.108651E-04 0.403825E-05
0.115000E+03 0.253645E-05 0.109108E-04 0.404993E-05
0.116000E+03 0.254230E-05 0.109558E-04 0.406150E-05
0.117000E+03 0.254806E-05 0.110001E-04 0.407298E-05
0.118000E+03 0.255373E-05 0.110438E-04 0.408435E-05
0.119000E+03 0.255928E-05 0.110867E-04 0.409559E-05
0.120000E+03 0.256471E-05 0.111290E-04 0.410665E-05
0.121000E+03 0.256998E-05 0.111705E-04 0.411754E-05
0.122000E+03 0.257510E-05 0.112114E-04 0.412823E-05
0.123000E+03 0.258007E-05 0.112516E-04 0.413872E-05
0.124000E+03 0.258487E-05 0.112911E-04 0.414900E-05
0.125000E+03 0.258952E-05 0.113300E-04 0.415907E-05
0.126000E+03 0.259402E-05 0.113683E-04 0.416894E-05
0.127000E+03 0.259837E-05 0.114060E-04 0.417859E-05
0.128000E+03 0.260260E-05 0.114431E-04 0.418805E-05
0.129000E+03 0.260671E-05 0.114797E-04 0.419734E-05
0.130000E+03 0.261073E-05 0.115159E-04 0.420646E-05
0.131000E+03 0.261464E-05 0.115516E-04 0.421540E-05
0.132000E+03 0.261842E-05 0.115867E-04 0.422412E-05
0.133000E+03 0.262211E-05 0.116214E-04 0.423265E-05
0.134000E+03 0.262570E-05 0.116556E-04 0.424100E-05
0.135000E+03 0.262920E-05 0.116895E-04 0.424918E-05
0.136000E+03 0.263262E-05 0.117230E-04 0.425718E-05
0.137000E+03 0.263593E-05 0.117561E-04 0.426498E-05
0.138000E+03 0.263916E-05 0.117887E-04 0.427257E-05
0.139000E+03 0.264229E-05 0.118210E-04 0.427997E-05
0.140000E+03 0.264533E-05 0.118529E-04 0.428718E-05
0.141000E+03 0.264827E-05 0.118844E-04 0.429419E-05
0.142000E+03 0.265111E-05 0.119156E-04 0.430100E-05
0.143000E+03 0.265385E-05 0.119465E-04 0.430759E-05
0.144000E+03 0.265648E-05 0.119769E-04 0.431395E-05
0.145000E+03 0.265902E-05 0.120070E-04 0.432010E-05
0.146000E+03 0.266147E-05 0.120368E-04 0.432606E-05
0.147000E+03 0.266384E-05 0.120663E-04 0.433185E-05
0.148000E+03 0.266615E-05 0.120955E-04 0.433747E-05
0.149000E+03 0.266839E-05 0.121245E-04 0.434293E-05
0.150000E+03 0.267058E-05 0.121531E-04 0.434822E-05
0.151000E+03 0.267273E-05 0.121815E-04 0.435337E-05
0.152000E+03 0.267485E-05 0.122097E-04 0.435840E-05
0.153000E+03 0.267693E-05 0.122377E-04 0.436332E-05
0.154000E+03 0.267899E-05 0.122655E-04 0.436812E-05
0.155000E+03 0.268100E-05 0.122931E-04 0.437278E-05
0.156000E+03 0.268296E-05 0.123204E-04 0.437731E-05
0.157000E+03 0.268487E-05 0.123474E-04 0.438170E-05
0.158000E+03 0.268673E-05 0.123742E-04 0.438597E-05
0.159000E+03 0.268854E-05 0.124008E-04 0.439012E-05
0.160000E+03 0.269032E-05 0.124272E-04 0.439416E-05
0.161000E+03 0.269205E-05 0.124533E-04 0.439809E-05
0.162000E+03 0.269374E-05 0.124792E-04 0.440191E-05
0.163000E+03 0.269539E-05 0.125049E-04 0.440565E-05
0.164000E+03 0.269702E-05 0.125304E-04 0.440930E-05
0.165000E+03 0.269861E-05 0.125557E-04 0.441287E-05
0.166000E+03 0.270017E-05 0.125808E-04 0.441636E-05
0.167000E+03 0.270168E-05 0.126056E-04 0.441977E-05
0.168000E+03 0.270316E-05 0.126303E-04 0.442309E-05
0.169000E+03 0.270460E-05 0.126547E-04 0.442635E-05
0.170000E+03 0.270601E-05 0.126789E-04 0.442954E-05
0.171000E+03 0.270740E-05 0.127029E-04 0.443267E-05
0.172000E+03 0.270876E-05 0.127267E-04 0.443577E-05
0.173000E+03 0.271011E-05 0.127503E-04 0.443883E-05
0.174000E+03 0.271144E-05 0.127737E-04 0.444186E-05
0.175000E+03 0.271274E-05 0.127969E-04 0.444484E-05
0.176000E+03 0.271403E-05 0.128199E-04 0.444779E-05
0.177000E+03 0.271530E-05 0.128428E-04 0.445071E-05
0.178000E+03 0.271655E-05 0.128654E-04 0.445361E-05
0.179000E+03 0.271777E-05 0.128878E-04 0.445648E-05
0.180000E+03 0.271896E-05 0.129100E-04 0.445931E-05
0.181000E+03 0.272012E-05 0.129320E-04 0.446210E-05
0.182000E+03 0.272125E-05 0.129537E-04 0.446486E-05
0.183000E+03 0.272235E-05 0.129752E-04 0.446758E-05
0.184000E+03 0.272339E-05 0.129965E-04 0.447025E-05
0.185000E+03 0.272440E-05 0.130175E-04 0.447287E-05
0.186000E+03 0.272536E-05 0.130384E-04 0.447546E-05
0.187000E+03 0.272628E-05 0.130589E-04 0.447801E-05
0.188000E+03 0.272718E-05 0.130792E-04 0.448052E-05
0.189000E+03 0.272805E-05 0.130993E-04 0.448301E-05
0.190000E+03 0.272888E-05 0.131192E-04 0.448547E-05
0.191000E+03 0.272969E-05 0.131389E-04 0.448791E-05
0.192000E+03 0.273047E-05 0.131583E-04 0.449031E-05
0.193000E+03 0.273122E-05 0.131775E-04 0.449269E-05
0.194000E+03 0.273194E-05 0.131965E-04 0.449504E-05
0.195000E+03 0.273263E-05 0.132152E-04 0.449735E-05
0.196000E+03 0.273328E-05 0.132337E-04 0.449961E-05
0.197000E+03 0.273390E-05 0.132519E-04 0.450184E-05
0.198000E+03 0.273449E-05 0.132699E-04 0.450403E-05
0.199000E+03 0.273505E-05 0.132877E-04 0.450620E-05
0.200000E+03 0.273558E-05 0.133052E-04 0.450832E-05
