    0.53541E-05    0.25940E+02
    0.54312E-05    0.26298E+02
    0.55093E-05    0.26661E+02
    0.55886E-05    0.27029E+02
    0.56690E-05    0.27403E+02
    0.57506E-05    0.27781E+02
    0.58333E-05    0.28165E+02
    0.59172E-05    0.28554E+02
    0.60024E-05    0.28948E+02
    0.60887E-05    0.29348E+02
    0.61764E-05    0.29753E+02
    0.62652E-05    0.30164E+02
    0.63554E-05    0.30580E+02
    0.64468E-05    0.31002E+02
    0.65396E-05    0.31431E+02
    0.66337E-05    0.31865E+02
    0.67291E-05    0.32305E+02
    0.68259E-05    0.32751E+02
    0.69241E-05    0.33203E+02
    0.70238E-05    0.33661E+02
    0.71248E-05    0.34126E+02
    0.72273E-05    0.34598E+02
    0.73313E-05    0.35075E+02
    0.74368E-05    0.35560E+02
    0.75438E-05    0.36051E+02
    0.76524E-05    0.36548E+02
    0.77625E-05    0.37053E+02
    0.78742E-05    0.37565E+02
    0.79874E-05    0.38084E+02
    0.81024E-05    0.38609E+02
    0.82190E-05    0.39143E+02
    0.83372E-05    0.39683E+02
    0.84572E-05    0.40231E+02
    0.85788E-05    0.40787E+02
    0.87023E-05    0.41350E+02
    0.88275E-05    0.41921E+02
    0.89545E-05    0.42500E+02
    0.90833E-05    0.43086E+02
    0.92140E-05    0.43681E+02
    0.93466E-05    0.44285E+02
    0.94811E-05    0.44896E+02
    0.96175E-05    0.45516E+02
    0.97559E-05    0.46145E+02
    0.98963E-05    0.46782E+02
    0.10039E-04    0.47428E+02
    0.10183E-04    0.48083E+02
    0.10330E-04    0.48747E+02
    0.10478E-04    0.49420E+02
    0.10629E-04    0.50102E+02
    0.10782E-04    0.50794E+02
    0.10937E-04    0.51495E+02
    0.11094E-04    0.52207E+02
    0.11254E-04    0.52927E+02
    0.11416E-04    0.53658E+02
    0.11580E-04    0.54399E+02
    0.11747E-04    0.55150E+02
    0.11916E-04    0.55912E+02
    0.12087E-04    0.56684E+02
    0.12261E-04    0.57467E+02
    0.12438E-04    0.58260E+02
    0.12617E-04    0.59065E+02
    0.12798E-04    0.59880E+02
    0.12982E-04    0.60707E+02
    0.13169E-04    0.61546E+02
    0.13359E-04    0.62395E+02
    0.13551E-04    0.63257E+02
    0.13746E-04    0.64131E+02
    0.13944E-04    0.65016E+02
    0.14144E-04    0.65914E+02
    0.14348E-04    0.66824E+02
    0.14554E-04    0.67747E+02
    0.14763E-04    0.68682E+02
    0.14976E-04    0.69631E+02
    0.15191E-04    0.70592E+02
    0.15410E-04    0.71567E+02
    0.15632E-04    0.72555E+02
    0.15857E-04    0.73557E+02
    0.16085E-04    0.74573E+02
    0.16316E-04    0.75603E+02
    0.16551E-04    0.76647E+02
    0.16789E-04    0.77705E+02
    0.17031E-04    0.78778E+02
    0.17276E-04    0.79866E+02
    0.17524E-04    0.80969E+02
