  0.0000000E+00  1.059209299366568E-007  4.322338683155912E-008
  9.9999998E-03  1.055694578269291E-006  1.066027019570374E-006
  2.0000000E-02  2.005468226601924E-006  2.088830652309187E-006
  2.9999999E-02  2.955241874934558E-006  3.111634285048002E-006
  3.9999999E-02  3.905015523267192E-006  4.134437917786816E-006
  4.9999997E-02  4.854789171599825E-006  5.157241550525631E-006
  5.9999999E-02  5.785504735581201E-006  6.171871687231492E-006
  7.0000000E-02  6.544697540401251E-006  7.112940359640779E-006
  7.9999998E-02  7.303890345221300E-006  8.054009032050066E-006
  8.9999996E-02  8.063083150041349E-006  8.995077704459352E-006
  0.1000000      8.822275954861399E-006  9.936146376868640E-006
  0.1100000      9.539911574829162E-006  1.085849102379022E-005
  0.1200000      1.009131845538778E-005  1.170593956876098E-005
  0.1300000      1.064272533594640E-005  1.255338811373174E-005
  0.1400000      1.119413221650502E-005  1.340083665870250E-005
  0.1500000      1.174553909706363E-005  1.424828520367325E-005
  0.1600000      1.223040804378926E-005  1.506466468547676E-005
  0.1700000      1.256002181157126E-005  1.580854968655669E-005
  0.1800000      1.288963557935325E-005  1.655243468763662E-005
  0.1900000      1.321924934713524E-005  1.729631968871655E-005
  0.2000000      1.354886311491723E-005  1.804020468979648E-005
  0.2100000      1.378532747110148E-005  1.873940384516745E-005
  0.2200000      1.388206770988911E-005  1.937157423197496E-005
  0.2300000      1.397880794867675E-005  2.000374461878247E-005
  0.2400000      1.407554818746438E-005  2.063591500558999E-005
  0.2500000      1.417228842625202E-005  2.126808539239750E-005
  0.2600000      1.414837127793762E-005  2.184113816700955E-005
  0.2700000      1.400379674252120E-005  2.235507332942614E-005
  0.2800000      1.385922220710477E-005  2.286900849184274E-005
  0.2900000      1.371464767168835E-005  2.338294365425933E-005
  0.3000000      1.357007313627192E-005  2.389687881667592E-005
  0.3100000      1.327705313255101E-005  2.433683844876768E-005
  0.3200000      1.288506948329378E-005  2.472748106064289E-005
  0.3300000      1.249308583403654E-005  2.511812367251810E-005
  0.3400000      1.210110218477931E-005  2.550876628439331E-005
  0.3500000      1.170911853552207E-005  2.589940889626852E-005
  0.3600000      1.114112419674647E-005  2.620111435048573E-005
  0.3700000      1.049769670532015E-005  2.646470387999236E-005
  0.3800000      9.854269213893820E-006  2.672829340949899E-005
  0.3900000      9.210841722467495E-006  2.699188293900562E-005
  0.4000000      8.567414231041167E-006  2.725547246851225E-005
  0.4100000      7.753637880358306E-006  2.741531964460879E-005
  0.4200000      6.897274314861318E-006  2.754923123235280E-005
  0.4300000      6.040910749364324E-006  2.768314282009681E-005
  0.4400000      5.184547183867330E-006  2.781705440784082E-005
  0.4500000      4.328183618370337E-006  2.795096599558483E-005
  0.4600000      3.643738984820882E-006  2.796669007244322E-005
  0.4700000      2.978396454821153E-006  2.796928220364765E-005
  0.4800000      2.313053924821428E-006  2.797187433485208E-005
  0.4900000      1.647711394821700E-006  2.797446646605651E-005
  0.5000000      9.823688648219716E-007  2.797705859726094E-005
  0.5100000      7.818854230215693E-007  2.784753186347642E-005
  0.5200000      5.814019812211669E-007  2.771800512969190E-005
  0.5300000      3.809185394207645E-007  2.758847839590737E-005
  0.5400000      1.804350976203621E-007  2.745895166212285E-005
  0.5500000      0.000000000000000E+000  2.731620443018154E-005
  0.5600000      0.000000000000000E+000  2.705447271482913E-005
  0.5700000      0.000000000000000E+000  2.679274099947671E-005
  0.5800000      0.000000000000000E+000  2.653100928412430E-005
  0.5900000      0.000000000000000E+000  2.626927756877189E-005
  0.6000000      0.000000000000000E+000  2.598120712590071E-005
  0.6100000      0.000000000000000E+000  2.558778177295443E-005
  0.6200000      0.000000000000000E+000  2.519435642000814E-005
  0.6300000      0.000000000000000E+000  2.480093106706186E-005
  0.6400000      0.000000000000000E+000  2.440750571411559E-005
  0.6500000      0.000000000000000E+000  2.397487404658725E-005
  0.6600000      0.000000000000000E+000  2.345076097836745E-005
  0.6700000      0.000000000000000E+000  2.292664791014765E-005
  0.6800000      0.000000000000000E+000  2.240253484192784E-005
  0.6900000      0.000000000000000E+000  2.187842177370804E-005
  0.7000000      0.000000000000000E+000  2.130259766108904E-005
  0.7100000      0.000000000000000E+000  2.064920698187126E-005
  0.7200000      0.000000000000000E+000  1.999581630265347E-005
  0.7300000      0.000000000000000E+000  1.934242562343567E-005
  0.7400000      0.000000000000000E+000  1.868903494421788E-005
  0.7500000      0.000000000000000E+000  1.797187327091473E-005
  0.7600000      0.000000000000000E+000  1.719094060352621E-005
  0.7700000      0.000000000000000E+000  1.641000793613769E-005
  0.7800000      0.000000000000000E+000  1.562907526874917E-005
  0.7900000      0.000000000000000E+000  1.484814260136065E-005
  0.8000000      0.000000000000000E+000  1.399188071021560E-005
  0.8100000      0.000000000000000E+000  1.308539933656619E-005
  0.8200000      0.000000000000000E+000  1.217891796291679E-005
  0.8300000      0.000000000000000E+000  1.127243658926739E-005
  0.8400000      0.000000000000000E+000  1.036595521561800E-005
  0.8500000      0.000000000000000E+000  9.373530310822182E-006
  0.8600000      0.000000000000000E+000  8.344272464106469E-006
  0.8700000      0.000000000000000E+000  7.315014617390759E-006
  0.8800000      0.000000000000000E+000  6.285756770675048E-006
  0.8900000      0.000000000000000E+000  5.256498923959337E-006
  0.9000000      0.000000000000000E+000  4.425459975345777E-006
  0.9100000      0.000000000000000E+000  3.643975751257756E-006
  0.9200000      0.000000000000000E+000  2.862491527169733E-006
  0.9300000      0.000000000000000E+000  2.081007303081712E-006
  0.9400000      0.000000000000000E+000  1.299523078993689E-006
  0.9500000      0.000000000000000E+000  9.970405359876626E-007
  0.9600000      0.000000000000000E+000  7.477804019907489E-007
  0.9700000      0.000000000000000E+000  4.985202679938327E-007
  0.9800000      0.000000000000000E+000  2.492601339969163E-007
  0.9899999      0.000000000000000E+000  0.000000000000000E+000
