 0.300000000E+02 0.467773273E-06 0.119841787E-05 0.177691496E-05 0.232764308E-05 0.287664866E-05 0.344598912E-05 0.406542225E-05 0.477693773E-05 0.568147544E-05 0.734903584E-05
 0.310000000E+02 0.481518724E-06 0.123793008E-05 0.183939915E-05 0.241416208E-05 0.298899621E-05 0.358682516E-05 0.423894825E-05 0.498988533E-05 0.594699905E-05 0.771742376E-05
 0.320000000E+02 0.494811258E-06 0.127672123E-05 0.190088748E-05 0.249943216E-05 0.309990540E-05 0.372611518E-05 0.441092215E-05 0.520141657E-05 0.621148987E-05 0.808605652E-05
 0.330000000E+02 0.507622738E-06 0.131474253E-05 0.196133149E-05 0.258339273E-05 0.320929178E-05 0.386374059E-05 0.458118048E-05 0.541130970E-05 0.647464578E-05 0.845447652E-05
 0.340000000E+02 0.519978837E-06 0.135206772E-05 0.202083702E-05 0.266616020E-05 0.331726631E-05 0.399979411E-05 0.474978565E-05 0.561958301E-05 0.673641951E-05 0.882250160E-05
 0.350000000E+02 0.531968377E-06 0.138880988E-05 0.207953719E-05 0.274787301E-05 0.342395953E-05 0.413438701E-05 0.491681836E-05 0.582627325E-05 0.699678286E-05 0.918996947E-05
 0.360000000E+02 0.543755454E-06 0.142518492E-05 0.213767490E-05 0.282878508E-05 0.352962271E-05 0.426775633E-05 0.508249008E-05 0.603155300E-05 0.725584891E-05 0.955686679E-05
 0.370000000E+02 0.555496123E-06 0.146140173E-05 0.219549741E-05 0.290916544E-05 0.363453229E-05 0.440017375E-05 0.524705615E-05 0.623564818E-05 0.751379443E-05 0.992325911E-05
 0.380000000E+02 0.567341031E-06 0.149764598E-05 0.225321685E-05 0.298924191E-05 0.373892017E-05 0.453186463E-05 0.541072475E-05 0.643873719E-05 0.777074884E-05 0.102891652E-04
 0.390000000E+02 0.579327948E-06 0.153390802E-05 0.231081846E-05 0.306899611E-05 0.384275867E-05 0.466278459E-05 0.557342594E-05 0.664071307E-05 0.802654911E-05 0.106543019E-04
 0.400000000E+02 0.591436002E-06 0.157018562E-05 0.236833385E-05 0.314848548E-05 0.394612031E-05 0.479301102E-05 0.573523182E-05 0.684163080E-05 0.828121568E-05 0.110186011E-04
 0.410000000E+02 0.603519407E-06 0.160627129E-05 0.242555087E-05 0.322749812E-05 0.404878961E-05 0.492231850E-05 0.589589901E-05 0.704121854E-05 0.853443075E-05 0.113816407E-04
 0.420000000E+02 0.615372444E-06 0.164188597E-05 0.248217984E-05 0.330574340E-05 0.415047307E-05 0.505040545E-05 0.605511068E-05 0.723913423E-05 0.878581057E-05 0.117429398E-04
 0.430000000E+02 0.626782248E-06 0.167675996E-05 0.253795359E-05 0.338296267E-05 0.425091739E-05 0.517701806E-05 0.621260517E-05 0.743509873E-05 0.903504286E-05 0.121021023E-04
 0.440000000E+02 0.637630334E-06 0.171075610E-05 0.259274513E-05 0.345904340E-05 0.435002084E-05 0.530205952E-05 0.636828335E-05 0.762900132E-05 0.928199062E-05 0.124589176E-04
 0.450000000E+02 0.647935638E-06 0.174388371E-05 0.264656776E-05 0.353400851E-05 0.444781387E-05 0.542556301E-05 0.652217476E-05 0.782085922E-05 0.952664465E-05 0.128133039E-04
 0.460000000E+02 0.657833978E-06 0.177628818E-05 0.269957752E-05 0.360803005E-05 0.454448241E-05 0.554772353E-05 0.667447732E-05 0.801086511E-05 0.976917941E-05 0.131653759E-04
 0.470000000E+02 0.667531417E-06 0.180823976E-05 0.275207315E-05 0.368143310E-05 0.464037303E-05 0.566890334E-05 0.682556237E-05 0.819939139E-05 0.100099561E-04 0.135154459E-04
 0.480000000E+02 0.677199979E-06 0.183994486E-05 0.280427640E-05 0.375445873E-05 0.473574455E-05 0.578937502E-05 0.697571103E-05 0.838672059E-05 0.102492474E-04 0.138637412E-04
 0.490000000E+02 0.686954469E-06 0.187152134E-05 0.285630834E-05 0.382723906E-05 0.483074072E-05 0.590929144E-05 0.712508097E-05 0.857300887E-05 0.104871973E-04 0.142103581E-04
 0.500000000E+02 0.696862496E-06 0.190303754E-05 0.290823548E-05 0.389984901E-05 0.492544725E-05 0.602874764E-05 0.727377312E-05 0.875835742E-05 0.107238975E-04 0.145553460E-04
 0.510000000E+02 0.706917787E-06 0.193447633E-05 0.296003808E-05 0.397227639E-05 0.501986223E-05 0.614775132E-05 0.742180189E-05 0.894278248E-05 0.109593572E-04 0.148986765E-04
 0.520000000E+02 0.717073447E-06 0.196578347E-05 0.301166315E-05 0.404447925E-05 0.511395755E-05 0.626628735E-05 0.756916252E-05 0.912628504E-05 0.111935750E-04 0.152403192E-04
 0.530000000E+02 0.727250603E-06 0.199685004E-05 0.306299064E-05 0.411633946E-05 0.520762212E-05 0.638425279E-05 0.771575883E-05 0.930877216E-05 0.114264541E-04 0.155801470E-04
 0.540000000E+02 0.737341230E-06 0.202750135E-05 0.311381256E-05 0.418763594E-05 0.530063085E-05 0.650142175E-05 0.786136412E-05 0.949001360E-05 0.116577538E-04 0.159178811E-04
 0.550000000E+02 0.747243590E-06 0.205759601E-05 0.316396995E-05 0.425820695E-05 0.539282597E-05 0.661764285E-05 0.800583320E-05 0.966986797E-05 0.118873307E-04 0.162533538E-04
 0.560000000E+02 0.756894381E-06 0.208707723E-05 0.321340992E-05 0.432801025E-05 0.548417967E-05 0.673290375E-05 0.814916857E-05 0.984835036E-05 0.121152078E-04 0.165865789E-04
 0.570000000E+02 0.766256228E-06 0.211589667E-05 0.326207690E-05 0.439699401E-05 0.557464960E-05 0.684717370E-05 0.829135117E-05 0.100254518E-04 0.123413820E-04 0.169175429E-04
 0.580000000E+02 0.775323662E-06 0.214400068E-05 0.330987485E-05 0.446503888E-05 0.566410424E-05 0.696031498E-05 0.843223954E-05 0.102010267E-04 0.125656998E-04 0.172460635E-04
 0.590000000E+02 0.784140460E-06 0.217145296E-05 0.335686549E-05 0.453221006E-05 0.575261722E-05 0.707241189E-05 0.857192923E-05 0.103751811E-04 0.127882742E-04 0.175722470E-04
 0.600000000E+02 0.792796588E-06 0.219839777E-05 0.340321065E-05 0.459868845E-05 0.584039084E-05 0.718368958E-05 0.871066882E-05 0.105481865E-04 0.130093989E-04 0.178964044E-04
 0.610000000E+02 0.801374578E-06 0.222494296E-05 0.344901182E-05 0.466457447E-05 0.592753015E-05 0.729426091E-05 0.884858045E-05 0.107201746E-04 0.132292127E-04 0.182186713E-04
 0.620000000E+02 0.809958762E-06 0.225119792E-05 0.349435800E-05 0.472994248E-05 0.601410237E-05 0.740419111E-05 0.898573038E-05 0.108912135E-04 0.134477845E-04 0.185391047E-04
 0.630000000E+02 0.818627789E-06 0.227729571E-05 0.353939659E-05 0.479495534E-05 0.610028874E-05 0.751368179E-05 0.912234173E-05 0.110615485E-04 0.136653817E-04 0.188579932E-04
 0.640000000E+02 0.827407174E-06 0.230327092E-05 0.358415447E-05 0.485963621E-05 0.618611467E-05 0.762276497E-05 0.925845621E-05 0.112312328E-04 0.138820696E-04 0.191754100E-04
 0.650000000E+02 0.836302643E-06 0.232913880E-05 0.362863698E-05 0.492398202E-05 0.627157440E-05 0.773143670E-05 0.939407448E-05 0.114002731E-04 0.140978609E-04 0.194913676E-04
 0.660000000E+02 0.845317319E-06 0.235490755E-05 0.367283276E-05 0.498797028E-05 0.635664234E-05 0.783967395E-05 0.952918011E-05 0.115686625E-04 0.143127594E-04 0.198058787E-04
 0.670000000E+02 0.854404553E-06 0.238050151E-05 0.371664637E-05 0.505149162E-05 0.644120262E-05 0.794735997E-05 0.966365933E-05 0.117362926E-04 0.145266639E-04 0.201188462E-04
 0.680000000E+02 0.863517128E-06 0.240586314E-05 0.376000957E-05 0.511446682E-05 0.652517017E-05 0.805440879E-05 0.979742912E-05 0.119030862E-04 0.147395043E-04 0.204302054E-04
 0.690000000E+02 0.872618612E-06 0.243096259E-05 0.380289261E-05 0.517686925E-05 0.660852660E-05 0.816081438E-05 0.993049922E-05 0.120690718E-04 0.149513315E-04 0.207400367E-04
 0.700000000E+02 0.881654435E-06 0.245571071E-05 0.384516593E-05 0.523853522E-05 0.669108349E-05 0.826637120E-05 0.100626525E-04 0.122340246E-04 0.151619146E-04 0.210480971E-04
 0.710000000E+02 0.890593281E-06 0.248008702E-05 0.388680460E-05 0.529943005E-05 0.677279953E-05 0.837103549E-05 0.101938464E-04 0.123979061E-04 0.153712216E-04 0.213543620E-04
 0.720000000E+02 0.899408004E-06 0.250408970E-05 0.392782130E-05 0.535957796E-05 0.685371334E-05 0.847486355E-05 0.103241584E-04 0.125608190E-04 0.155793856E-04 0.216590091E-04
 0.730000000E+02 0.908063795E-06 0.252766842E-05 0.396815308E-05 0.541890292E-05 0.693374005E-05 0.857776638E-05 0.104534996E-04 0.127226777E-04 0.157863275E-04 0.219619683E-04
 0.740000000E+02 0.916567058E-06 0.255084798E-05 0.400780709E-05 0.547738686E-05 0.701283968E-05 0.867968718E-05 0.105818009E-04 0.128834049E-04 0.159919645E-04 0.222631496E-04
 0.750000000E+02 0.924937560E-06 0.257367852E-05 0.404683528E-05 0.553507773E-05 0.709105946E-05 0.878067651E-05 0.107091202E-04 0.130430695E-04 0.161963808E-04 0.225626612E-04
 0.760000000E+02 0.933205067E-06 0.259621294E-05 0.408530397E-05 0.559204829E-05 0.716847870E-05 0.888082260E-05 0.108355580E-04 0.132017883E-04 0.163997150E-04 0.228606771E-04
 0.770000000E+02 0.941413759E-06 0.261852006E-05 0.412328997E-05 0.564837231E-05 0.724516665E-05 0.898019248E-05 0.109611823E-04 0.133596336E-04 0.166020471E-04 0.231572908E-04
 0.780000000E+02 0.949606245E-06 0.264066185E-05 0.416084800E-05 0.570408974E-05 0.732115188E-05 0.907880792E-05 0.110860124E-04 0.135166269E-04 0.168034060E-04 0.234525472E-04
 0.790000000E+02 0.957839344E-06 0.266272605E-05 0.419806083E-05 0.575926993E-05 0.739649153E-05 0.917671737E-05 0.112100922E-04 0.136728110E-04 0.170038372E-04 0.237464998E-04
 0.800000000E+02 0.966146370E-06 0.268477063E-05 0.423500151E-05 0.581398891E-05 0.747126083E-05 0.927399615E-05 0.113334994E-04 0.138282699E-04 0.172034360E-04 0.240392655E-04
 0.810000000E+02 0.974555121E-06 0.270683670E-05 0.427172128E-05 0.586829888E-05 0.754551212E-05 0.937069926E-05 0.114562952E-04 0.139830749E-04 0.174022887E-04 0.243309593E-04
 0.820000000E+02 0.983084363E-06 0.272897953E-05 0.430829051E-05 0.592227153E-05 0.761931619E-05 0.946689798E-05 0.115785541E-04 0.141373074E-04 0.176004895E-04 0.246217004E-04
 0.830000000E+02 0.991738257E-06 0.275121665E-05 0.434471987E-05 0.597589995E-05 0.769264673E-05 0.956254864E-05 0.117002181E-04 0.142908987E-04 0.177979618E-04 0.249114069E-04
 0.840000000E+02 0.100048944E-05 0.277351111E-05 0.438097035E-05 0.602913597E-05 0.776544558E-05 0.965758597E-05 0.118212185E-04 0.144437806E-04 0.179946434E-04 0.252000336E-04
 0.850000000E+02 0.100928854E-05 0.279579632E-05 0.441698219E-05 0.608192136E-05 0.783765461E-05 0.975195326E-05 0.119415025E-04 0.145959084E-04 0.181905028E-04 0.254875771E-04
 0.860000000E+02 0.101808126E-05 0.281800447E-05 0.445269035E-05 0.613418378E-05 0.790919056E-05 0.984555686E-05 0.120609684E-04 0.147471752E-04 0.183854326E-04 0.257739365E-04
 0.870000000E+02 0.102680732E-05 0.284004906E-05 0.448800161E-05 0.618581631E-05 0.797993106E-05 0.993826126E-05 0.121794709E-04 0.148974296E-04 0.185792796E-04 0.260589653E-04
 0.880000000E+02 0.103542920E-05 0.286188342E-05 0.452286576E-05 0.623675726E-05 0.804980083E-05 0.100299787E-04 0.122969120E-04 0.150465669E-04 0.187719364E-04 0.263425610E-04
 0.890000000E+02 0.104392360E-05 0.288346582E-05 0.455724073E-05 0.628695999E-05 0.811874644E-05 0.101206492E-04 0.124132276E-04 0.151945216E-04 0.189633410E-04 0.266246760E-04
 0.900000000E+02 0.105228635E-05 0.290480327E-05 0.459115067E-05 0.633645241E-05 0.818679245E-05 0.102102932E-04 0.125284352E-04 0.153413114E-04 0.191535160E-04 0.269053493E-04
 0.910000000E+02 0.106052825E-05 0.292592751E-05 0.462464728E-05 0.638529422E-05 0.825399957E-05 0.102989698E-04 0.126425929E-04 0.154869955E-04 0.193425253E-04 0.271846608E-04
 0.920000000E+02 0.106867705E-05 0.294688827E-05 0.465779272E-05 0.643354865E-05 0.832042722E-05 0.103867337E-04 0.127557517E-04 0.156316235E-04 0.195304216E-04 0.274626773E-04
 0.930000000E+02 0.107675763E-05 0.296771318E-05 0.469061248E-05 0.648123236E-05 0.838607925E-05 0.104735755E-04 0.128678912E-04 0.157751667E-04 0.197171721E-04 0.277393701E-04
 0.940000000E+02 0.108480046E-05 0.298844965E-05 0.472316672E-05 0.652840708E-05 0.845101118E-05 0.105595412E-04 0.129790468E-04 0.159176516E-04 0.199027961E-04 0.280147566E-04
 0.950000000E+02 0.109284392E-05 0.300917704E-05 0.475556766E-05 0.657520591E-05 0.851536905E-05 0.106447864E-04 0.130893841E-04 0.160592548E-04 0.200874870E-04 0.282890644E-04
 0.960000000E+02 0.110092193E-05 0.302995885E-05 0.478790150E-05 0.662172534E-05 0.857925134E-05 0.107294082E-04 0.131989988E-04 0.162000731E-04 0.202713462E-04 0.285624124E-04
 0.970000000E+02 0.110905202E-05 0.305081076E-05 0.482019119E-05 0.666798953E-05 0.864267706E-05 0.108134165E-04 0.133078901E-04 0.163400956E-04 0.204543544E-04 0.288347768E-04
 0.980000000E+02 0.111724108E-05 0.307172325E-05 0.485241890E-05 0.671396708E-05 0.870559675E-05 0.108967430E-04 0.134159717E-04 0.164792193E-04 0.206363943E-04 0.291060294E-04
 0.990000000E+02 0.112549736E-05 0.309271744E-05 0.488462112E-05 0.675970537E-05 0.876806285E-05 0.109794420E-04 0.135232999E-04 0.166175046E-04 0.208175347E-04 0.293762622E-04
 0.100000000E+03 0.113381637E-05 0.311378905E-05 0.491680518E-05 0.680521823E-05 0.883008889E-05 0.110615218E-04 0.136298750E-04 0.167549436E-04 0.209977602E-04 0.296454562E-04
 0.101000000E+03 0.114218165E-05 0.313490162E-05 0.494893908E-05 0.685047745E-05 0.889164595E-05 0.111429504E-04 0.137356615E-04 0.168914985E-04 0.211770341E-04 0.299135866E-04
 0.102000000E+03 0.115057569E-05 0.315602284E-05 0.498099631E-05 0.689545787E-05 0.895270280E-05 0.112236869E-04 0.138406083E-04 0.170271091E-04 0.213552896E-04 0.301805866E-04
 0.103000000E+03 0.115898512E-05 0.317714390E-05 0.501298244E-05 0.694017489E-05 0.901327788E-05 0.113037475E-04 0.139447257E-04 0.171617785E-04 0.215325226E-04 0.304464483E-04
 0.104000000E+03 0.116739566E-05 0.319824216E-05 0.504487532E-05 0.698460523E-05 0.907334159E-05 0.113830929E-04 0.140479632E-04 0.172954454E-04 0.217086623E-04 0.307110958E-04
 0.105000000E+03 0.117578966E-05 0.321929065E-05 0.507665215E-05 0.702873199E-05 0.913287882E-05 0.114617071E-04 0.141503035E-04 0.174280926E-04 0.218836954E-04 0.309745321E-04
 0.106000000E+03 0.118415773E-05 0.324026943E-05 0.510829565E-05 0.707254080E-05 0.919187139E-05 0.115395628E-04 0.142517058E-04 0.175596636E-04 0.220575479E-04 0.312366626E-04
 0.107000000E+03 0.119248784E-05 0.326116271E-05 0.513979873E-05 0.711603347E-05 0.925032472E-05 0.116166645E-04 0.143521710E-04 0.176901546E-04 0.222302128E-04 0.314974831E-04
 0.108000000E+03 0.120077290E-05 0.328196950E-05 0.517117729E-05 0.715924095E-05 0.930827909E-05 0.116930578E-04 0.144517485E-04 0.178196200E-04 0.224017527E-04 0.317570785E-04
 0.109000000E+03 0.120900775E-05 0.330268573E-05 0.520243826E-05 0.720218026E-05 0.936575480E-05 0.117687608E-04 0.145504500E-04 0.179480617E-04 0.225721581E-04 0.320154265E-04
 0.110000000E+03 0.121718644E-05 0.332328145E-05 0.523354074E-05 0.724480631E-05 0.942269871E-05 0.118437081E-04 0.146481939E-04 0.180753805E-04 0.227413112E-04 0.322723879E-04
 0.111000000E+03 0.122530648E-05 0.334374515E-05 0.526447184E-05 0.728710929E-05 0.947910080E-05 0.119178860E-04 0.147449618E-04 0.182015529E-04 0.229091856E-04 0.325279411E-04
 0.112000000E+03 0.123337467E-05 0.336408964E-05 0.529525077E-05 0.732911816E-05 0.953499706E-05 0.119913339E-04 0.148407925E-04 0.183266149E-04 0.230758129E-04 0.327821154E-04
 0.113000000E+03 0.124140501E-05 0.338434294E-05 0.532591627E-05 0.737088147E-05 0.959043952E-05 0.120641017E-04 0.149357297E-04 0.184506007E-04 0.232412171E-04 0.330349248E-04
 0.114000000E+03 0.124941068E-05 0.340452311E-05 0.535649528E-05 0.741243729E-05 0.964547139E-05 0.121362317E-04 0.150298112E-04 0.185735419E-04 0.234054238E-04 0.332863917E-04
 0.115000000E+03 0.125740827E-05 0.342465912E-05 0.538703472E-05 0.745385493E-05 0.970017975E-05 0.122078232E-04 0.151231440E-04 0.186955499E-04 0.235685472E-04 0.335366379E-04
 0.116000000E+03 0.126541783E-05 0.344478860E-05 0.541757935E-05 0.749518929E-05 0.975462712E-05 0.122789428E-04 0.152157949E-04 0.188166892E-04 0.237306492E-04 0.337857260E-04
 0.117000000E+03 0.127345175E-05 0.346492529E-05 0.544814058E-05 0.753645405E-05 0.980882700E-05 0.123495999E-04 0.153077666E-04 0.189369535E-04 0.238917138E-04 0.340336314E-04
 0.118000000E+03 0.128152182E-05 0.348507900E-05 0.547872349E-05 0.757765552E-05 0.986278368E-05 0.124197912E-04 0.153990435E-04 0.190563107E-04 0.240516881E-04 0.342802708E-04
 0.119000000E+03 0.128963779E-05 0.350525573E-05 0.550932732E-05 0.761879268E-05 0.991649582E-05 0.124895118E-04 0.154896136E-04 0.191747385E-04 0.242105373E-04 0.345255954E-04
 0.120000000E+03 0.129780176E-05 0.352546278E-05 0.553996803E-05 0.765989557E-05 0.997000600E-05 0.125588134E-04 0.155795347E-04 0.192922984E-04 0.243683257E-04 0.347696769E-04
 0.121000000E+03 0.130601098E-05 0.354570342E-05 0.557066860E-05 0.770101419E-05 0.100233890E-04 0.126277911E-04 0.156689183E-04 0.194091156E-04 0.245251921E-04 0.350126768E-04
 0.122000000E+03 0.131426329E-05 0.356597584E-05 0.560142744E-05 0.774215246E-05 0.100766510E-04 0.126964464E-04 0.157577553E-04 0.195251651E-04 0.246810904E-04 0.352545186E-04
 0.123000000E+03 0.132254631E-05 0.358624438E-05 0.563218971E-05 0.778324602E-05 0.101297208E-04 0.127646998E-04 0.158459549E-04 0.196403414E-04 0.248358964E-04 0.354950509E-04
 0.124000000E+03 0.133085276E-05 0.360649914E-05 0.566294159E-05 0.782428295E-05 0.101825898E-04 0.128325443E-04 0.159335098E-04 0.197546348E-04 0.249895965E-04 0.357342573E-04
 0.125000000E+03 0.133917319E-05 0.362672776E-05 0.569366851E-05 0.786525302E-05 0.102352534E-04 0.128999789E-04 0.160204194E-04 0.198680421E-04 0.251421820E-04 0.359721231E-04
