 0.300000000E+02 0.700163844E-06 0.785024202E-06 0.835945300E-06 0.872225078E-06 0.900902755E-06 0.925496410E-06 0.948078568E-06 0.970903913E-06 0.100214077E-05 0.142888903E-05 0.157363584E-05 0.167754415E-05 0.175975327E-05 0.183026010E-05 0.189500052E-05 0.196043818E-05 0.204999080E-05 0.201159252E-05 0.218418720E-05 0.232151072E-05 0.243938875E-05 0.254763504E-05 0.265704761E-05 0.280678078E-05 0.256932876E-05 0.276466506E-05 0.293304424E-05 0.308777150E-05 0.324417516E-05 0.345821702E-05 0.313166009E-05 0.335397997E-05 0.355890282E-05 0.376613897E-05 0.404975382E-05 0.372566429E-05 0.398573382E-05 0.424930560E-05 0.461009940E-05 0.438701753E-05 0.471529077E-05 0.516524660E-05 0.518188171E-05 0.574018779E-05 0.638427981E-05
 0.310000000E+02 0.721799565E-06 0.809640624E-06 0.862356769E-06 0.899915897E-06 0.929604868E-06 0.955065799E-06 0.978444300E-06 0.100207456E-05 0.103441296E-05 0.147723540E-05 0.162763709E-05 0.173562058E-05 0.182105557E-05 0.189432923E-05 0.196161019E-05 0.202961576E-05 0.212268260E-05 0.208400661E-05 0.226400265E-05 0.240723391E-05 0.253018577E-05 0.264309155E-05 0.275721382E-05 0.291339231E-05 0.266692333E-05 0.287129603E-05 0.304748349E-05 0.320938884E-05 0.337304861E-05 0.359702064E-05 0.325647734E-05 0.348974290E-05 0.370477246E-05 0.392223198E-05 0.421983833E-05 0.388095032E-05 0.415452522E-05 0.443179996E-05 0.481135343E-05 0.457799866E-05 0.492415687E-05 0.539864300E-05 0.541785588E-05 0.600799534E-05 0.669174473E-05
 0.320000000E+02 0.742888992E-06 0.833679463E-06 0.888171649E-06 0.926996584E-06 0.957686147E-06 0.984005175E-06 0.100817159E-05 0.103259825E-05 0.106602654E-05 0.152475856E-05 0.168074998E-05 0.179276214E-05 0.188138629E-05 0.195739528E-05 0.202718787E-05 0.209773212E-05 0.219427318E-05 0.215531255E-05 0.234263079E-05 0.249170771E-05 0.261968025E-05 0.273719675E-05 0.285597943E-05 0.301853576E-05 0.276317448E-05 0.297651214E-05 0.316044755E-05 0.332947576E-05 0.350033584E-05 0.373416167E-05 0.337979232E-05 0.362395331E-05 0.384904468E-05 0.407668238E-05 0.438821840E-05 0.403466698E-05 0.432173132E-05 0.461269430E-05 0.501098748E-05 0.476746104E-05 0.513154464E-05 0.563061799E-05 0.565254103E-05 0.627469829E-05 0.699857708E-05
 0.330000000E+02 0.763391353E-06 0.857097431E-06 0.913345143E-06 0.953421266E-06 0.985099863E-06 0.101226708E-05 0.103721231E-05 0.106242617E-05 0.109693175E-05 0.157141058E-05 0.173292641E-05 0.184892056E-05 0.194069696E-05 0.201940963E-05 0.209168480E-05 0.216473835E-05 0.226471346E-05 0.222545858E-05 0.242001673E-05 0.257487463E-05 0.270781248E-05 0.282988884E-05 0.295328053E-05 0.312214439E-05 0.285801289E-05 0.308023653E-05 0.327185299E-05 0.344794277E-05 0.362594124E-05 0.386953612E-05 0.350150684E-05 0.375650073E-05 0.399159761E-05 0.422935675E-05 0.455474481E-05 0.418667677E-05 0.448719686E-05 0.479181530E-05 0.520880352E-05 0.495521612E-05 0.533723978E-05 0.586092201E-05 0.588568068E-05 0.653999217E-05 0.730441057E-05
 0.340000000E+02 0.783345385E-06 0.879938847E-06 0.937924874E-06 0.979239916E-06 0.101189785E-05 0.103990493E-05 0.106562134E-05 0.109161469E-05 0.112718701E-05 0.161728046E-05 0.178426393E-05 0.190419931E-05 0.199909577E-05 0.208048452E-05 0.215521690E-05 0.223075415E-05 0.233412822E-05 0.229455786E-05 0.249627813E-05 0.265685576E-05 0.279470645E-05 0.292129452E-05 0.304924654E-05 0.322435131E-05 0.295155500E-05 0.318258505E-05 0.338181503E-05 0.356490449E-05 0.374997881E-05 0.400325716E-05 0.362172576E-05 0.388748428E-05 0.413252500E-05 0.438034341E-05 0.471949845E-05 0.433706060E-05 0.465099146E-05 0.496922110E-05 0.540484397E-05 0.514130814E-05 0.554126776E-05 0.608955477E-05 0.611726564E-05 0.680382980E-05 0.760914401E-05
 0.350000000E+02 0.802847752E-06 0.902303291E-06 0.962012158E-06 0.100455508E-05 0.103818363E-05 0.106702311E-05 0.109350382E-05 0.112026971E-05 0.115689926E-05 0.166249036E-05 0.183488971E-05 0.195872909E-05 0.205671616E-05 0.214075573E-05 0.221792215E-05 0.229591963E-05 0.240266060E-05 0.236274788E-05 0.257155492E-05 0.273779284E-05 0.288050545E-05 0.301155847E-05 0.314402357E-05 0.332530458E-05 0.304393782E-05 0.328369297E-05 0.349046729E-05 0.368049307E-05 0.387257919E-05 0.413545336E-05 0.374057283E-05 0.401702140E-05 0.427193835E-05 0.452974787E-05 0.488257660E-05 0.448591765E-05 0.481320278E-05 0.514498761E-05 0.559916867E-05 0.532579961E-05 0.574367235E-05 0.631653425E-05 0.634730540E-05 0.706618290E-05 0.791269568E-05
 0.360000000E+02 0.822083942E-06 0.924382499E-06 0.985802450E-06 0.102956487E-05 0.106415741E-05 0.109382358E-05 0.112106338E-05 0.114859653E-05 0.118627610E-05 0.170726854E-05 0.188503906E-05 0.201275014E-05 0.211380226E-05 0.220047074E-05 0.228005107E-05 0.236048847E-05 0.247056850E-05 0.243027844E-05 0.264610120E-05 0.281794326E-05 0.296546966E-05 0.310094347E-05 0.323787700E-05 0.342527313E-05 0.313541620E-05 0.338381531E-05 0.359806487E-05 0.379496359E-05 0.399399746E-05 0.426637982E-05 0.385829487E-05 0.414535457E-05 0.441007610E-05 0.467780443E-05 0.504420794E-05 0.463347520E-05 0.497404873E-05 0.531932319E-05 0.579197285E-05 0.550888619E-05 0.594463286E-05 0.654201736E-05 0.657594793E-05 0.732716531E-05 0.821512898E-05
 0.370000000E+02 0.841228091E-06 0.946356902E-06 0.100947994E-05 0.105445614E-05 0.109000814E-05 0.112049715E-05 0.114849248E-05 0.117678930E-05 0.121551396E-05 0.175184050E-05 0.193494721E-05 0.206650452E-05 0.217060156E-05 0.225988168E-05 0.234186006E-05 0.242472134E-05 0.253811850E-05 0.249740831E-05 0.272018343E-05 0.289757942E-05 0.304987660E-05 0.318973167E-05 0.333109370E-05 0.352455032E-05 0.322626465E-05 0.348323037E-05 0.370488917E-05 0.390860033E-05 0.411452082E-05 0.439632768E-05 0.397516826E-05 0.427275964E-05 0.454721351E-05 0.482478774E-05 0.520466627E-05 0.477999958E-05 0.513379026E-05 0.549248328E-05 0.598350443E-05 0.569081199E-05 0.614438160E-05 0.676622018E-05 0.680339950E-05 0.758695597E-05 0.851657834E-05
 0.380000000E+02 0.860444583E-06 0.968395099E-06 0.103321575E-05 0.107940182E-05 0.111591020E-05 0.114721938E-05 0.117596780E-05 0.120502583E-05 0.124479220E-05 0.179640289E-05 0.198481730E-05 0.212019998E-05 0.222732540E-05 0.231920297E-05 0.240356639E-05 0.248883839E-05 0.260553466E-05 0.256435792E-05 0.279402745E-05 0.297693136E-05 0.313395986E-05 0.327815999E-05 0.342391391E-05 0.362338091E-05 0.331671462E-05 0.358217194E-05 0.381117591E-05 0.402164073E-05 0.423438843E-05 0.452553851E-05 0.409142379E-05 0.439946598E-05 0.468357851E-05 0.497092430E-05 0.536417610E-05 0.492571018E-05 0.529264089E-05 0.566467536E-05 0.617396261E-05 0.587177360E-05 0.634310311E-05 0.698931065E-05 0.702981883E-05 0.784568620E-05 0.881713104E-05
 0.390000000E+02 0.879752103E-06 0.990510183E-06 0.105701969E-05 0.110440937E-05 0.114186917E-05 0.117399428E-05 0.120349191E-05 0.123330719E-05 0.127410990E-05 0.184094188E-05 0.203463309E-05 0.217381850E-05 0.228395436E-05 0.237841402E-05 0.246514834E-05 0.255281679E-05 0.267279263E-05 0.263111122E-05 0.286761586E-05 0.305598053E-05 0.321769990E-05 0.336620795E-05 0.351631622E-05 0.372174224E-05 0.340674457E-05 0.368061554E-05 0.391689793E-05 0.413405521E-05 0.435356826E-05 0.465397688E-05 0.420702747E-05 0.452543376E-05 0.481912581E-05 0.511616327E-05 0.552267904E-05 0.507055241E-05 0.545053624E-05 0.583582507E-05 0.636325936E-05 0.605168583E-05 0.654069637E-05 0.721116601E-05 0.725507568E-05 0.810319345E-05 0.911657714E-05
