 0.583882540E-08 0.488016547E-08 0.547164501E-08 0.582656677E-08 0.607943804E-08 0.627932241E-08 0.645074101E-08 0.660813941E-08 0.676723283E-08 0.698495476E-08
 0.488016547E-08 0.110872828E-07 0.995940445E-08 0.109682946E-07 0.116925390E-07 0.122655393E-07 0.127569743E-07 0.132082172E-07 0.136643199E-07 0.142885046E-07
 0.547164501E-08 0.995940445E-08 0.151393869E-07 0.140208673E-07 0.152238580E-07 0.161810075E-07 0.170026214E-07 0.177571017E-07 0.185197110E-07 0.195633561E-07
 0.582656677E-08 0.109682946E-07 0.140208673E-07 0.189875603E-07 0.179083076E-07 0.192698082E-07 0.204434167E-07 0.215218709E-07 0.226120097E-07 0.241038886E-07
 0.607943804E-08 0.116925390E-07 0.152238580E-07 0.179083076E-07 0.228443176E-07 0.218277759E-07 0.233773529E-07 0.248056720E-07 0.262501149E-07 0.282269199E-07
 0.627932241E-08 0.122655393E-07 0.161810075E-07 0.192698082E-07 0.218277759E-07 0.268054197E-07 0.259680050E-07 0.277806984E-07 0.296178025E-07 0.321325474E-07
 0.645074101E-08 0.127569743E-07 0.170026214E-07 0.204434167E-07 0.233773529E-07 0.259680050E-07 0.311102394E-07 0.305776593E-07 0.328657347E-07 0.360019420E-07
 0.660813941E-08 0.132082172E-07 0.177571017E-07 0.215218709E-07 0.248056720E-07 0.277806984E-07 0.305776593E-07 0.360687462E-07 0.361178893E-07 0.400093014E-07
 0.676723283E-08 0.136643199E-07 0.185197110E-07 0.226120097E-07 0.262501149E-07 0.296178025E-07 0.328657347E-07 0.361178893E-07 0.423461043E-07 0.444986443E-07
 0.698495476E-08 0.142885046E-07 0.195633561E-07 0.241038886E-07 0.282269199E-07 0.321325474E-07 0.360019420E-07 0.400093014E-07 0.444986443E-07 0.538455962E-07
 0.572181637E-08 0.471195574E-08 0.528538803E-08 0.562952255E-08 0.587471104E-08 0.606852263E-08 0.623473329E-08 0.638734970E-08 0.654160964E-08 0.675271687E-08
 0.471195574E-08 0.108155602E-07 0.964349130E-08 0.106253236E-07 0.113302470E-07 0.118879723E-07 0.123663077E-07 0.128055223E-07 0.132494671E-07 0.138570137E-07
 0.528538803E-08 0.964349130E-08 0.147619505E-07 0.136045343E-07 0.147795604E-07 0.157145837E-07 0.165172216E-07 0.172542780E-07 0.179992759E-07 0.190188195E-07
 0.562952255E-08 0.106253236E-07 0.136045343E-07 0.185236212E-07 0.174098535E-07 0.187440122E-07 0.198941757E-07 0.209511046E-07 0.220194865E-07 0.234815908E-07
 0.587471104E-08 0.113302470E-07 0.147795604E-07 0.174098535E-07 0.223063468E-07 0.212585015E-07 0.227812745E-07 0.241850019E-07 0.256045921E-07 0.275473863E-07
 0.606852263E-08 0.118879723E-07 0.157145837E-07 0.187440122E-07 0.212585015E-07 0.262017940E-07 0.253351027E-07 0.271210179E-07 0.289310859E-07 0.314088363E-07
 0.623473329E-08 0.123663077E-07 0.165172216E-07 0.198941757E-07 0.227812745E-07 0.253351027E-07 0.304462471E-07 0.298854808E-07 0.321452247E-07 0.352427019E-07
 0.638734970E-08 0.128055223E-07 0.172542780E-07 0.209511046E-07 0.241850019E-07 0.271210179E-07 0.298854808E-07 0.353476345E-07 0.353681248E-07 0.392205946E-07
 0.654160964E-08 0.132494671E-07 0.179992759E-07 0.220194865E-07 0.256045921E-07 0.289310859E-07 0.321452247E-07 0.353681248E-07 0.415684367E-07 0.436841562E-07
 0.675271687E-08 0.138570137E-07 0.190188195E-07 0.234815908E-07 0.275473863E-07 0.314088363E-07 0.352427019E-07 0.392205946E-07 0.436841562E-07 0.530024274E-07
 0.561005420E-08 0.455155417E-08 0.510781190E-08 0.544167624E-08 0.567954999E-08 0.586757971E-08 0.602883191E-08 0.617689541E-08 0.632655341E-08 0.653136281E-08
 0.455155417E-08 0.105565233E-07 0.934193569E-08 0.102976685E-07 0.109839479E-07 0.115269330E-07 0.119926271E-07 0.124202344E-07 0.128524470E-07 0.134439376E-07
 0.510781190E-08 0.934193569E-08 0.144006434E-07 0.132052324E-07 0.143528994E-07 0.152662682E-07 0.160503342E-07 0.167703377E-07 0.174980989E-07 0.184940539E-07
 0.544167624E-08 0.102976685E-07 0.132052324E-07 0.180774046E-07 0.169294989E-07 0.182365823E-07 0.193635232E-07 0.203991302E-07 0.214459608E-07 0.228785718E-07
 0.567954999E-08 0.109839479E-07 0.143528994E-07 0.169294989E-07 0.217865718E-07 0.207074112E-07 0.222033440E-07 0.235824404E-07 0.249771378E-07 0.268858658E-07
 0.586757971E-08 0.115269330E-07 0.152662682E-07 0.182365823E-07 0.207074112E-07 0.256160323E-07 0.247197166E-07 0.264785108E-07 0.282611914E-07 0.307014658E-07
 0.602883191E-08 0.119926271E-07 0.160503342E-07 0.193635232E-07 0.222033440E-07 0.247197166E-07 0.297990779E-07 0.292094208E-07 0.314400989E-07 0.344978363E-07
 0.617689541E-08 0.124202344E-07 0.167703377E-07 0.203991302E-07 0.235824404E-07 0.264785108E-07 0.292094208E-07 0.346415224E-07 0.346321550E-07 0.384440064E-07
 0.632655341E-08 0.128524470E-07 0.174980989E-07 0.214459608E-07 0.249771378E-07 0.282611914E-07 0.314400989E-07 0.346321550E-07 0.408027692E-07 0.428790883E-07
 0.653136281E-08 0.134439376E-07 0.184940539E-07 0.228785718E-07 0.268858658E-07 0.307014658E-07 0.344978363E-07 0.384440064E-07 0.428790883E-07 0.521644594E-07
 0.550308220E-08 0.439825491E-08 0.493813949E-08 0.526220889E-08 0.549310619E-08 0.567562142E-08 0.583214446E-08 0.597586560E-08 0.612113447E-08 0.631993729E-08
 0.439825491E-08 0.103091171E-07 0.905363190E-08 0.998420022E-08 0.106524968E-07 0.111812636E-07 0.116347642E-07 0.120511752E-07 0.124720709E-07 0.130480743E-07
 0.493813949E-08 0.905363190E-08 0.140543788E-07 0.128219086E-07 0.139428491E-07 0.148350580E-07 0.156009752E-07 0.163043142E-07 0.170152315E-07 0.179881352E-07
 0.526220889E-08 0.998420022E-08 0.128219086E-07 0.176479447E-07 0.164663500E-07 0.177466844E-07 0.188506766E-07 0.198652122E-07 0.208907447E-07 0.222942088E-07
 0.549310619E-08 0.106524968E-07 0.139428491E-07 0.164663500E-07 0.212842122E-07 0.201738199E-07 0.216429590E-07 0.229974622E-07 0.243673039E-07 0.262420168E-07
 0.567562142E-08 0.111812636E-07 0.148350580E-07 0.177466844E-07 0.201738199E-07 0.250475781E-07 0.241214046E-07 0.258528415E-07 0.276078909E-07 0.300103552E-07
 0.583214446E-08 0.116347642E-07 0.156009752E-07 0.188506766E-07 0.216429590E-07 0.241214046E-07 0.291684351E-07 0.285493195E-07 0.307503366E-07 0.337675151E-07
 0.597586560E-08 0.120511752E-07 0.163043142E-07 0.198652122E-07 0.229974622E-07 0.258528415E-07 0.285493195E-07 0.339504181E-07 0.339101614E-07 0.376799562E-07
 0.612113447E-08 0.124720709E-07 0.170152315E-07 0.208907447E-07 0.243673039E-07 0.276078909E-07 0.307503366E-07 0.339101614E-07 0.400494950E-07 0.420841284E-07
 0.631993729E-08 0.130480743E-07 0.179881352E-07 0.222942088E-07 0.262420168E-07 0.300103552E-07 0.337675151E-07 0.376799562E-07 0.420841284E-07 0.513327666E-07
 0.540078713E-08 0.425186619E-08 0.477615916E-08 0.509089750E-08 0.531514855E-08 0.549241030E-08 0.564442801E-08 0.578401231E-08 0.592509980E-08 0.611818032E-08
 0.425186619E-08 0.100730648E-07 0.877832463E-08 0.968468266E-08 0.103356716E-07 0.108507536E-07 0.112925179E-07 0.116981526E-07 0.121081560E-07 0.126692530E-07
 0.477615916E-08 0.877832463E-08 0.137229914E-07 0.124544718E-07 0.135493753E-07 0.144209635E-07 0.151691937E-07 0.158562923E-07 0.165507942E-07 0.175012333E-07
 0.509089750E-08 0.968468266E-08 0.124544718E-07 0.172352764E-07 0.160205411E-07 0.172745331E-07 0.183559197E-07 0.193496983E-07 0.203542504E-07 0.217290024E-07
 0.531514855E-08 0.103356716E-07 0.135493753E-07 0.160205411E-07 0.207995402E-07 0.196581145E-07 0.211006068E-07 0.224306464E-07 0.237757628E-07 0.256166389E-07
 0.549241030E-08 0.108507536E-07 0.144209635E-07 0.172745331E-07 0.196581145E-07 0.244969656E-07 0.235408310E-07 0.252447946E-07 0.269720912E-07 0.293365785E-07
 0.564442801E-08 0.112925179E-07 0.151691937E-07 0.183559197E-07 0.211006068E-07 0.235408310E-07 0.285551427E-07 0.279061506E-07 0.300770637E-07 0.330530728E-07
 0.578401231E-08 0.116981526E-07 0.158562923E-07 0.193496983E-07 0.224306464E-07 0.252447946E-07 0.279061506E-07 0.332754756E-07 0.332034827E-07 0.369300368E-07
 0.592509980E-08 0.121081560E-07 0.165507942E-07 0.203542504E-07 0.237757628E-07 0.269720912E-07 0.300770637E-07 0.332034827E-07 0.393101752E-07 0.413011461E-07
 0.611818032E-08 0.126692530E-07 0.175012333E-07 0.217290024E-07 0.256166389E-07 0.293365785E-07 0.330530728E-07 0.369300368E-07 0.413011461E-07 0.505096157E-07
 0.530335783E-08 0.411246660E-08 0.462191261E-08 0.492776228E-08 0.514568201E-08 0.531793918E-08 0.546566503E-08 0.560130850E-08 0.573841272E-08 0.592604209E-08
 0.411246660E-08 0.984823930E-08 0.851585630E-08 0.939894598E-08 0.100332945E-07 0.105352185E-07 0.109656986E-07 0.113609719E-07 0.117605023E-07 0.123072668E-07
 0.462191261E-08 0.851585630E-08 0.134063458E-07 0.121028199E-07 0.131724025E-07 0.140239312E-07 0.147549550E-07 0.154262543E-07 0.161047869E-07 0.170333715E-07
 0.492776228E-08 0.939894598E-08 0.121028199E-07 0.168393753E-07 0.155921127E-07 0.168202223E-07 0.178793926E-07 0.188527710E-07 0.198367032E-07 0.211832365E-07
 0.514568201E-08 0.100332945E-07 0.131724025E-07 0.155921127E-07 0.203326966E-07 0.191605205E-07 0.205765866E-07 0.218823603E-07 0.232029507E-07 0.250102627E-07
 0.531793918E-08 0.105352185E-07 0.140239312E-07 0.168202223E-07 0.191605205E-07 0.239645343E-07 0.229784370E-07 0.246549058E-07 0.263544236E-07 0.286808976E-07
