     2    0.10629E+04    0.53782E-01    0.16295E-05    0.35352E+01
     3    0.10039E+04    0.91397E-01    0.32595E-05    0.44435E+01
     4    0.94414E+03    0.10754E+00    0.54337E-05    0.46158E+01
     5    0.89670E+03    0.10051E+00    0.81527E-05    0.43364E+01
     6    0.86155E+03    0.78744E-01    0.11418E-04    0.38313E+01
     7    0.83686E+03    0.53245E-01    0.15229E-04    0.32466E+01
     8    0.82016E+03    0.32113E-01    0.19588E-04    0.26741E+01
     9    0.80968E+03    0.18614E-01    0.24497E-04    0.21632E+01
    10    0.80409E+03    0.12045E-01    0.29956E-04    0.17437E+01
    11    0.80208E+03    0.97740E-02    0.35968E-04    0.14297E+01
    12    0.80380E+03    0.91914E-02    0.42533E-04    0.12268E+01
    13    0.80749E+03    0.86732E-02    0.49654E-04    0.11184E+01
    14    0.81224E+03    0.77994E-02    0.57333E-04    0.10820E+01
    15    0.81838E+03    0.68463E-02    0.65570E-04    0.10993E+01
    16    0.82633E+03    0.61726E-02    0.74369E-04    0.11538E+01
    17    0.83598E+03    0.59925E-02    0.83732E-04    0.12275E+01
    18    0.84633E+03    0.62351E-02    0.93659E-04    0.13053E+01
    19    0.85824E+03    0.66827E-02    0.10415E-03    0.13775E+01
    20    0.87003E+03    0.71724E-02    0.11522E-03    0.14355E+01
    21    0.88208E+03    0.76398E-02    0.12685E-03    0.14821E+01
    22    0.89466E+03    0.81470E-02    0.13906E-03    0.15210E+01
    23    0.90758E+03    0.88050E-02    0.15184E-03    0.15542E+01
    24    0.92090E+03    0.96914E-02    0.16520E-03    0.15832E+01
    25    0.93457E+03    0.10871E-01    0.17914E-03    0.16117E+01
    26    0.94839E+03    0.12349E-01    0.19365E-03    0.16442E+01
    27    0.96259E+03    0.14068E-01    0.20875E-03    0.16799E+01
    28    0.97702E+03    0.15993E-01    0.22443E-03    0.17182E+01
    29    0.99174E+03    0.18119E-01    0.24069E-03    0.17584E+01
    30    0.10067E+04    0.20451E-01    0.25754E-03    0.17982E+01
    31    0.10216E+04    0.22979E-01    0.27497E-03    0.18344E+01
    32    0.10370E+04    0.25680E-01    0.29299E-03    0.18638E+01
    33    0.10526E+04    0.28555E-01    0.31160E-03    0.18829E+01
    34    0.10685E+04    0.31617E-01    0.33079E-03    0.18900E+01
    35    0.10844E+04    0.34865E-01    0.35057E-03    0.18874E+01
    36    0.11005E+04    0.38306E-01    0.37094E-03    0.18761E+01
    37    0.11166E+04    0.41945E-01    0.39190E-03    0.18517E+01
