     2    0.16203E+04    0.63049E-01    0.29693E+01    0.86268E+06    0.47665E+05
     3    0.14192E+04    0.96731E-01    0.40270E+01    0.13466E+07    0.55580E+05
     4    0.12641E+04    0.10014E+00    0.42338E+01    0.17816E+07    0.59008E+05
     5    0.11515E+04    0.80881E-01    0.39316E+01    0.21694E+07    0.60113E+05
     6    0.10710E+04    0.54027E-01    0.33937E+01    0.25145E+07    0.59966E+05
     7    0.10139E+04    0.31413E-01    0.27940E+01    0.28226E+07    0.59135E+05
     8    0.97300E+03    0.17604E-01    0.22403E+01    0.30984E+07    0.57881E+05
     9    0.94430E+03    0.11364E-01    0.17828E+01    0.33463E+07    0.56362E+05
    10    0.92476E+03    0.92351E-02    0.14440E+01    0.35693E+07    0.54711E+05
    11    0.91166E+03    0.83415E-02    0.12303E+01    0.37712E+07    0.53061E+05
    12    0.90448E+03    0.74872E-02    0.11336E+01    0.39533E+07    0.51456E+05
    13    0.90108E+03    0.64171E-02    0.11205E+01    0.41177E+07    0.49911E+05
    14    0.90018E+03    0.56975E-02    0.11537E+01    0.42667E+07    0.48430E+05
    15    0.90172E+03    0.54218E-02    0.12116E+01    0.44016E+07    0.46981E+05
    16    0.90578E+03    0.55072E-02    0.12784E+01    0.45238E+07    0.45537E+05
    17    0.91220E+03    0.58610E-02    0.13451E+01    0.46345E+07    0.44118E+05
    18    0.92002E+03    0.62410E-02    0.14065E+01    0.47349E+07    0.42747E+05
    19    0.92999E+03    0.66669E-02    0.14592E+01    0.48257E+07    0.41431E+05
    20    0.94034E+03    0.72713E-02    0.14994E+01    0.49074E+07    0.40171E+05
    21    0.95132E+03    0.81100E-02    0.15340E+01    0.49809E+07    0.38962E+05
    22    0.96310E+03    0.92800E-02    0.15704E+01    0.50472E+07    0.37796E+05
    23    0.97547E+03    0.10759E-01    0.16127E+01    0.51068E+07    0.36671E+05
    24    0.98843E+03    0.12475E-01    0.16624E+01    0.51600E+07    0.35589E+05
    25    0.10020E+04    0.14438E-01    0.17149E+01    0.52074E+07    0.34558E+05
    26    0.10158E+04    0.16638E-01    0.17663E+01    0.52495E+07    0.33583E+05
    27    0.10303E+04    0.19039E-01    0.18137E+01    0.52868E+07    0.32653E+05
    28    0.10452E+04    0.21632E-01    0.18554E+01    0.53195E+07    0.31753E+05
    29    0.10606E+04    0.24423E-01    0.18881E+01    0.53478E+07    0.30882E+05
    30    0.10764E+04    0.27425E-01    0.19079E+01    0.53717E+07    0.30041E+05
    31    0.10925E+04    0.30656E-01    0.19156E+01    0.53919E+07    0.29234E+05
    32    0.11088E+04    0.34116E-01    0.19123E+01    0.54086E+07    0.28465E+05
    33    0.11255E+04    0.37808E-01    0.18945E+01    0.54223E+07    0.27728E+05
    34    0.11425E+04    0.41750E-01    0.18602E+01    0.54330E+07    0.27016E+05
    35    0.11597E+04    0.45994E-01    0.18141E+01    0.54409E+07    0.26326E+05
    36    0.11772E+04    0.50587E-01    0.17603E+01    0.54463E+07    0.25658E+05
    37    0.11949E+04    0.55499E-01    0.16983E+01    0.54492E+07    0.25014E+05
    38    0.12129E+04    0.60693E-01    0.16280E+01    0.54499E+07    0.24398E+05
    39    0.12314E+04    0.66165E-01    0.15476E+01    0.54485E+07    0.23807E+05
    40    0.12500E+04    0.71921E-01    0.14545E+01    0.54452E+07    0.23236E+05
    41    0.12690E+04    0.77975E-01    0.13463E+01    0.54399E+07    0.22681E+05
    42    0.12879E+04    0.84338E-01    0.12226E+01    0.54328E+07    0.22141E+05
