0.393127E-08 0.546594E-08 0.620038E-08 0.670895E-08 0.709460E-08 0.740747E-08 0.767698E-08 0.792442E-08 0.817039E-08 0.847434E-08
0.546594E-08 0.810893E-08 0.952575E-08 0.105617E-07 0.113715E-07 0.120387E-07 0.126168E-07 0.131487E-07 0.136776E-07 0.143312E-07
0.620038E-08 0.952575E-08 0.114390E-07 0.128984E-07 0.140731E-07 0.150580E-07 0.159195E-07 0.167148E-07 0.175064E-07 0.184848E-07
0.670895E-08 0.105617E-07 0.128984E-07 0.147473E-07 0.162783E-07 0.175884E-07 0.187486E-07 0.198263E-07 0.209011E-07 0.222301E-07
0.709460E-08 0.113715E-07 0.140731E-07 0.162783E-07 0.181547E-07 0.197963E-07 0.212733E-07 0.226581E-07 0.240446E-07 0.257607E-07
0.740747E-08 0.120387E-07 0.150580E-07 0.175884E-07 0.197963E-07 0.217724E-07 0.235846E-07 0.253062E-07 0.270422E-07 0.291954E-07
0.767698E-08 0.126168E-07 0.159195E-07 0.187486E-07 0.212733E-07 0.235846E-07 0.257496E-07 0.278433E-07 0.299790E-07 0.326408E-07
0.792442E-08 0.131487E-07 0.167148E-07 0.198263E-07 0.226581E-07 0.253062E-07 0.278433E-07 0.303513E-07 0.329568E-07 0.362378E-07
0.817039E-08 0.136776E-07 0.175064E-07 0.209011E-07 0.240446E-07 0.270422E-07 0.299790E-07 0.329568E-07 0.361334E-07 0.402201E-07
0.847434E-08 0.143312E-07 0.184848E-07 0.222301E-07 0.257607E-07 0.291954E-07 0.326408E-07 0.362378E-07 0.402201E-07 0.455788E-07
0.378510E-08 0.527244E-08 0.598535E-08 0.647933E-08 0.685404E-08 0.715810E-08 0.742001E-08 0.766050E-08 0.789954E-08 0.819495E-08
0.527244E-08 0.783841E-08 0.921688E-08 0.102259E-07 0.110153E-07 0.116658E-07 0.122296E-07 0.127483E-07 0.132641E-07 0.139016E-07
0.598535E-08 0.921688E-08 0.110810E-07 0.125052E-07 0.136527E-07 0.146155E-07 0.154578E-07 0.162355E-07 0.170096E-07 0.179665E-07
0.647933E-08 0.102259E-07 0.125052E-07 0.143121E-07 0.158105E-07 0.170937E-07 0.182308E-07 0.192872E-07 0.203408E-07 0.216437E-07
0.685404E-08 0.110153E-07 0.136527E-07 0.158105E-07 0.176496E-07 0.192604E-07 0.207109E-07 0.220713E-07 0.234336E-07 0.251198E-07
0.715810E-08 0.116658E-07 0.146155E-07 0.170937E-07 0.192604E-07 0.212026E-07 0.229854E-07 0.246802E-07 0.263895E-07 0.285098E-07
0.742001E-08 0.122296E-07 0.154578E-07 0.182308E-07 0.207109E-07 0.229854E-07 0.251187E-07 0.271835E-07 0.292907E-07 0.319174E-07
0.766050E-08 0.127483E-07 0.162355E-07 0.192872E-07 0.220713E-07 0.246802E-07 0.271835E-07 0.296611E-07 0.322370E-07 0.354817E-07
0.789954E-08 0.132641E-07 0.170096E-07 0.203408E-07 0.234336E-07 0.263895E-07 0.292907E-07 0.322370E-07 0.353835E-07 0.394343E-07
0.819495E-08 0.139016E-07 0.179665E-07 0.216437E-07 0.251198E-07 0.285098E-07 0.319174E-07 0.354817E-07 0.394343E-07 0.447602E-07
0.364721E-08 0.508951E-08 0.578186E-08 0.626188E-08 0.662611E-08 0.692171E-08 0.717635E-08 0.741016E-08 0.764256E-08 0.792977E-08
0.508951E-08 0.758191E-08 0.892346E-08 0.990645E-08 0.106760E-07 0.113104E-07 0.118603E-07 0.123662E-07 0.128693E-07 0.134911E-07
0.578186E-08 0.892346E-08 0.107401E-07 0.121300E-07 0.132510E-07 0.141920E-07 0.150155E-07 0.157760E-07 0.165330E-07 0.174687E-07
0.626188E-08 0.990645E-08 0.121300E-07 0.138958E-07 0.153620E-07 0.166188E-07 0.177329E-07 0.187683E-07 0.198010E-07 0.210780E-07
0.662611E-08 0.106760E-07 0.132510E-07 0.153620E-07 0.171642E-07 0.187445E-07 0.201685E-07 0.215046E-07 0.228427E-07 0.244991E-07
0.692171E-08 0.113104E-07 0.141920E-07 0.166188E-07 0.187445E-07 0.206527E-07 0.224059E-07 0.240736E-07 0.257560E-07 0.278432E-07
0.717635E-08 0.118603E-07 0.150155E-07 0.177329E-07 0.201685E-07 0.224059E-07 0.245071E-07 0.265425E-07 0.286207E-07 0.312117E-07
0.741016E-08 0.123662E-07 0.157760E-07 0.187683E-07 0.215046E-07 0.240736E-07 0.265425E-07 0.289890E-07 0.315342E-07 0.347416E-07
