0.418518E-08 0.561201E-08 0.632237E-08 0.683693E-08 0.724064E-08 0.757624E-08 0.787259E-08 0.814975E-08 0.843165E-08 0.883790E-08
0.561201E-08 0.794050E-08 0.921054E-08 0.101756E-07 0.109568E-07 0.116186E-07 0.122090E-07 0.127635E-07 0.133281E-07 0.141420E-07
0.632237E-08 0.921054E-08 0.108763E-07 0.121864E-07 0.132747E-07 0.142136E-07 0.150608E-07 0.158612E-07 0.166781E-07 0.178559E-07
0.683693E-08 0.101756E-07 0.121864E-07 0.138153E-07 0.152016E-07 0.164206E-07 0.175356E-07 0.185975E-07 0.196852E-07 0.212550E-07
0.724064E-08 0.109568E-07 0.132747E-07 0.152016E-07 0.168794E-07 0.183844E-07 0.197827E-07 0.211289E-07 0.225157E-07 0.245207E-07
0.757624E-08 0.116186E-07 0.142136E-07 0.164206E-07 0.183844E-07 0.201818E-07 0.218818E-07 0.235416E-07 0.252664E-07 0.277686E-07
0.787259E-08 0.122090E-07 0.150608E-07 0.175356E-07 0.197827E-07 0.218818E-07 0.239071E-07 0.259199E-07 0.280392E-07 0.311342E-07
0.814975E-08 0.127635E-07 0.158612E-07 0.185975E-07 0.211289E-07 0.235416E-07 0.259199E-07 0.283356E-07 0.309293E-07 0.347658E-07
0.843165E-08 0.133281E-07 0.166781E-07 0.196852E-07 0.225157E-07 0.252664E-07 0.280392E-07 0.309293E-07 0.341213E-07 0.389657E-07
0.883790E-08 0.141420E-07 0.178559E-07 0.212550E-07 0.245207E-07 0.277686E-07 0.311342E-07 0.347658E-07 0.389657E-07 0.457736E-07
0.403736E-08 0.542149E-08 0.611161E-08 0.661185E-08 0.700451E-08 0.733100E-08 0.761935E-08 0.788904E-08 0.816334E-08 0.855864E-08
0.542149E-08 0.768386E-08 0.892025E-08 0.986078E-08 0.106227E-07 0.112686E-07 0.118449E-07 0.123862E-07 0.129374E-07 0.137320E-07
0.611161E-08 0.892025E-08 0.105440E-07 0.118229E-07 0.128864E-07 0.138047E-07 0.146336E-07 0.154168E-07 0.162163E-07 0.173691E-07
0.661185E-08 0.986078E-08 0.118229E-07 0.134151E-07 0.147720E-07 0.159664E-07 0.170595E-07 0.181010E-07 0.191679E-07 0.207078E-07
0.700451E-08 0.106227E-07 0.128864E-07 0.147720E-07 0.164166E-07 0.178935E-07 0.192669E-07 0.205899E-07 0.219530E-07 0.239240E-07
0.733100E-08 0.112686E-07 0.138047E-07 0.159664E-07 0.178935E-07 0.196599E-07 0.213324E-07 0.229667E-07 0.246654E-07 0.271304E-07
0.761935E-08 0.118449E-07 0.146336E-07 0.170595E-07 0.192669E-07 0.213324E-07 0.233280E-07 0.253133E-07 0.274049E-07 0.304602E-07
0.788904E-08 0.123862E-07 0.154168E-07 0.181010E-07 0.205899E-07 0.229667E-07 0.253133E-07 0.277000E-07 0.302649E-07 0.340605E-07
0.816334E-08 0.129374E-07 0.162163E-07 0.191679E-07 0.219530E-07 0.246654E-07 0.274049E-07 0.302649E-07 0.334277E-07 0.382322E-07
0.855864E-08 0.137320E-07 0.173691E-07 0.207078E-07 0.239240E-07 0.271304E-07 0.304602E-07 0.340605E-07 0.382322E-07 0.450068E-07
0.389822E-08 0.524176E-08 0.591253E-08 0.639906E-08 0.678112E-08 0.709887E-08 0.737954E-08 0.764204E-08 0.790905E-08 0.829383E-08
0.524176E-08 0.744094E-08 0.864495E-08 0.956177E-08 0.103051E-07 0.109354E-07 0.114980E-07 0.120265E-07 0.125647E-07 0.133405E-07
0.591253E-08 0.864495E-08 0.102280E-07 0.114766E-07 0.125159E-07 0.134139E-07 0.142248E-07 0.149913E-07 0.157737E-07 0.169019E-07
0.639906E-08 0.956177E-08 0.114766E-07 0.130329E-07 0.143609E-07 0.155309E-07 0.166024E-07 0.176237E-07 0.186700E-07 0.201803E-07
0.678112E-08 0.103051E-07 0.125159E-07 0.143609E-07 0.159725E-07 0.174215E-07 0.187701E-07 0.200699E-07 0.214094E-07 0.233464E-07
0.709887E-08 0.109354E-07 0.134139E-07 0.155309E-07 0.174215E-07 0.191569E-07 0.208019E-07 0.224103E-07 0.240829E-07 0.265102E-07
0.737954E-08 0.114980E-07 0.142248E-07 0.166024E-07 0.187701E-07 0.208019E-07 0.227674E-07 0.247247E-07 0.267880E-07 0.298028E-07
0.764204E-08 0.120265E-07 0.149913E-07 0.176237E-07 0.200699E-07 0.224103E-07 0.247247E-07 0.270815E-07 0.296166E-07 0.333699E-07
